hotel_id,comment_id,sentence_num,sentence,emotion_val,date
959,132089,1,"we enjoy our stay at b kyoto hotel for 4 nights excellent location near subway and buses station breakfast buffet of good quality staff very helpfull in all circumstances, and giving good suggestions for sites to visit or for transportation demand hotel to be highly recommended",1,2016-10-07
62,43900,2,"The staff, including the bellboy and concierge were very helpful and they even had a courtesy shuttle that takes you to the closest metro station. We had a quad room which was very spacious with a beautiful view of the pool.",1,2016-07-22
1095,136610,1,This place is not cheap,0,2017-03-03
1095,136610,2,"but it is worth every cent spent. From the moment you are greeted with bowing ceremony you will be treated like royalty. The position is central to everything in Arashiyama right on the river, the tatami rooms are very comfortable, the baths on site are sensational and the food is to die for. If you think I am gushing a bit well maybe I am...... but Arashiyama Benkei is that good. Do yourself a favour and stay here.",1,2017-03-03
5084,221675,1,"Great location just a few 100 meters away from the A- bomb dome, adjacent park and museum as well as within walking distance from the castle. From the Shinkansen Hiroshima station take the street car line 1 which will cost you 160 and it will drop you 5 minutes walking distance from the hotel. The hotel staff is very friendly. The hotel features free wifi, air conditioning, vending machines, TV (japanese only) etc. The twin bedded room was by far the largest we had in our Japan tour and the cheapest so I can only recommend this hotel for a short or a long stay. All important attractions, restaurants and shopping area are within walking distance.",1,2015-04-30
265,81145,1,"Easy access from Narita to Asakusa station, then roughly a 8-10 min walk to hotel. 2 mins walk to metro and with two 24-hour convenience stores across the street. The room was extremely clean, comfortable and practical and had touches which would not exist in a budget hotel outside of Japan. For example, I was offered a 'ladies toiletries' pack on check-in which included a face-mask and there's complimentary tea making facilities, slippers & yakatas in room. Bed was comfortable and there's free WiFi, free included breakfast (good enough but not great), coin laundry facilities etc.",1,2013-11-10
265,81145,2,"The only downside is that there is only one lift which means a bit of a queue in the morning. Also, the hotel is closed for cleaning between 10am - 3pm, so you can only stay in your room if you don't want your room cleaned. Also, generally no early check-in possible, so expect to leave your bag at reception for a few hours for those flying into Narita early.",0,2013-11-10
4595,212128,1,"We stayed in Kawaichiya in Jan 2009, and again in January 2013. We were not disappointed. Kesanari Kono is a great host, and the Ryoken is great value. We are a family with teen-age kids. Last time we had a family room with en-suite, this time two rooms with private toilet. The onsen is so good that a private bathroom is not necessary.The accommodation is clean and comfortable, the food is excellent and the staff are helpful. The Onsen is great. I have recommended this place to many friends.",1,2013-07-07
892,125666,1,"we loved staying at the citadines for its central location (just one stop from the kyoto station), its modern interior (the entrance and lobby looked very much like a design hotel) and its room with convenient features (kitchenette, free wired internet etc).",1,2012-01-23
892,125666,2,"Our only complaint was that our room had literally no view (facing a wall), which made us feel a bit imprisoned.",0,2012-01-23
892,125666,3,"Staff was very friendly and helpful at all times. We also made use of the laundry machines, this was very convenient. Given the rate we paid, we'd definitely stay at this hotel again.",1,2012-01-23
15829,276821,1,"I have stayed IZUTSUYA many times. To stay this Ryokan (Japanese style Hotel) is general events for my family. At least we stay once a year. Always they gives us nice food, room and hospitality service. and this is unchanged since I have visited first time.",1,2016-11-30
404,91608,1,You must be aware that most hotel rooms in this mid-range ' good value' category are small by European standards and tiny by North American standards.,0,2017-05-28
404,91608,2,"That said, the accomodation is spotlessly clean and the service is efficient and friendly. I would rate the location as excellent because it is ideal for first time travellers to Tokyo. Ueno station is practically on the doorstep and has connections to the main metro lines. Ueno park, the famous 'eat street' market area, zoo, galleries, major museums and temples are all within easy walking distance. I don't usually frequent Starbucks but the one in the centre of Ueno Park is so beautifully and tranquilly situated that we were back for breakfast nearly every day.",1,2017-05-28
17388,282982,1,"Convenient location to Disney or shopping malls, nice facilities, fine dinning, friendly staff, I was pleased in every areas. Strongly recommended to families or friends. Your visit will be worthwhile!",1,2017-06-06
6776,234664,2,"The hotel is located 2 minutes walk from the Hirafu gondola. Has a ski valet so it's amazingly convenient. True ski in/ski out. The staff at Ki Niseko couldn't have been nicer. They helped us find all transportation to and from airport, arrange restaurant reservations. The hotel restaurant remained open for us the night we arrived late (and hungry). And the staff drove us personally to the train station when we left because we couldn't find a taxi that early in the morning. Truly exceptional service. We got a mountain view room.",1,2016-03-28
6776,234664,3,"It was slightly more expensive than resort view,",0,2016-03-28
6776,234664,4,but definitely worth it. The view was amazing.,1,2016-03-28
3250,191332,1,"Basic hotel with basic amenties and smallish rooms. Has the old 3pm check-in rule. Nothing fancy,",0,2011-10-19
3250,191332,2,"but for the price, delivers what you would expect. Clean, quiet and 5 minute walk from the JR Station.",1,2011-10-19
109,58909,2,The location is phenomenal - literally right next to the exit at the Higashi-Shinjuku metro station. This made it incredibly easy to shoot around all over Tokyo to do all the things I wanted to do during a short 4-day stay.,1,2014-09-13
109,58909,3,"The room was pretty small (I had heard this was the case all over Tokyo, so I didn't mind that much).",0,2014-09-13
109,58909,4,"The bed was decent size and very clean and comfortable. Overall, I would absolutely recommend this place for the value, location, and cleanliness. Thumbs up E-Hotel!",1,2014-09-13
13,10861,1,I stayed at The Capitol Hotel Tokyo for business and was very happy. The room was very sizable with modern amenities. The staff was very courteous and helpful. The hotel is centrally located with a subway station at the base to level for incredible convenience. I would definitely stay again for personal or business travel.,1,2015-07-15
70,48379,1,Right near Shimbashi station and a 5 min walk to Ginza this hotel is centrally located. We were after the location,1,2015-10-27
70,48379,2,but the small room and basic services did not justify the amount we paid for the 3 nights we stayed here (which was probably more expensive due to a national holiday in Japan that weekend). Would try staying elsewhere next time.,0,2015-10-27
2843,185760,1,"This was my third time staying at the Richmond Hotel Matsumoto. It is an extremely good value for Japan and they have the best deal on breakfast around! Approx. $8USD for a choice of 5 full breakfast meals PLUS all you can eat soup, salad and coffee /beverage bar! Can't beat it! The rooms are clean and quiet",1,2013-05-29
2843,185760,2,"but if you don't smoke, be sure you do not settle for a smoking room (if they are full) as you get smoke smell via the venting system.",0,2013-05-29
2843,185760,3,"Other than that, it is a great place to stay and very convienent to everything Matsumoto has to offer! I love this hotel!",1,2013-05-29
14509,267095,1,"Such an oasis. The stuff incredibly nice and welcoming and the food an art by itself - so much respect in it's presentation and the clever use of local ingredients that we smiled with joy as we ate, by the way it is an eight courses dinner...truly very good. This great ryokan that is hidden in Kiso-Fukushima is not designed for western tourist and there lays it's beauty. You can really experience how vacations are done the Japanese pampered way (very good hot springs tubs) ,and though being unfamiliar with all what protocol demands when one enters a ryokan of such standard, the staff welcomed us with great patient and with a smile always there to let us feel at home.",1,2013-09-21
3616,199569,1,Overall I was very impressed with stay. Great amenities.,1,2017-11-06
3616,199569,2,Hotel is very dated,0,2017-11-06
3616,199569,3,but it provides everything we needed. Virtually next to Nagoya station. Familymart 30secs away. Great wifi.,1,2017-11-06
3616,199569,4,Its not lixurious,0,2017-11-06
3616,199569,5,"but clean, efficient and friendly attentive staff.",1,2017-11-06
3767,204447,2,"despite the language barrier, checking-in and checking out was a breeze!",1,2015-07-20
3767,204447,3,room was small,0,2015-07-20
3767,204447,4,"but comfortable with hot&cold shower. like other japanese hotels, the toilet bowl is equipped with a toilet bowl seat that can be warmed and had a bidet.",1,2015-07-20
3767,204447,5,there was no mini bar,0,2015-07-20
3767,204447,6,"but there's a small ref to place drinks in. buffet breakfast was avaible in 3 venues and had good selection! one may avail of their green/clean program. if guest opts not to have room cleaned and linen/towels changed daily, the guest is given a 500 coupon on checking-out - may be used at resto or at souvenir shop. there is also an open-air onsen (hot spring bath) which costa only 500. it is open only to hotel guests. dollar exchange rate is also very good! and the hotel is very near convention area and walking distance to the tanukikoni shopping street. it would be nice to stay there again!",1,2015-07-20
3726,202854,1,We booked a triple room and it was a pretty large room considering the Japanese standard.,1,2012-09-01
3726,202854,2,"But mattress was too soft which was rather uncomfy compared with the other hotels I stayed in within the past ten days in Hokkaido. The only problem was the poor Internet connection. I tried the bedroom's and the lobby's, none of them worked for two consecutive days. I didn't have such problems in other Hokkaido hotels.",0,2012-09-01
3726,202854,3,Staff speak good English and one of them helped me booked a Donan bus to Lake Toya.,1,2012-09-01
3726,202854,4,But too bad that he had no idea that there is actually a bus stop right by the Susukino metro station so I ended up taking a taxi to the Sapporo station.,0,2012-09-01
3726,202854,5,A good location for shopping and dining. Right at the centre of the shopping area.,1,2012-09-01
5,5984,2,it is a very large hotel,1,2016-02-27
5,5984,3,although not particularly stylish.,0,2016-02-27
5,5984,4,"What it lacks in style in makes up for in convenience. There is a limousine bus directly from both Haneda and Narita Airports for a very reasonable price. The hotel is directly opposite the Shinagawa Station, so taking the JR Line you can go directly to Shinjuku or in the other direction to Tokyo. I found hotel staff very helpful in pointing out how to access the various train lines; but even more helpful were people at the station who took pity on someone who obviously was having problems negotiating the ticket machines. In different locations locals helped me get not only the ticket but also pointed in the direction of the line to take (which, given the multiplicity of lines that could be taken, is a great help.) Breakfast on the 39th Floor of the hotel is great to sample and can avoid the lines at the other lower floor restaurants. it is a good hotel for business people",1,2016-02-27
5,5984,5,although the lack of a fitness centre might be problematic for some.,0,2016-02-27
5,5984,6,"There are plenty of restaurants (both local and Western) located very closely to the hotel. Once you have mastered the train system, Tokyo will be at your feet !",1,2016-02-27
714,103623,1,"Location is excellent with access to several metro lines within a few minutes walk. Rooms are large, clean and comfortable. Great restaurant downstairs. Staff are exceptional!",1,2012-05-27
872,121972,1,"In comparison to the other hotels I stayed in different cities during my trip to Japan, this represented the worse value for money.",0,2010-04-11
872,121972,2,"The hotel has many plus points, with being in a great location, near the metro station and only a few stops from Kyoto station. There are also many convenience stores nearby, and Gion and other attractions are only a short walk away. The free bike rental is excellent, make sure you reserve them in advance. The room also has free internet through a LAN connection, included in my rate was also breakfast.",1,2010-04-11
872,121972,3,"However, our double standard room was tiny, even by Japanese sizes. The length of the bed is ridiculous, I am short and my feet reached the end of the bed. You don't need to worry about Wifi as you can sit in the bed with the LAN cable into the wall, there is no where else to sit. The room is in dire need of renovating. The worst aspect was the bed and the pillows were very uncomfortable, so didn't get a good sleep.",0,2010-04-11
872,121972,4,"The room was reasonably clean and the staff are helpful. It's just for $250 AUD per night,",1,2010-04-11
872,121972,5,I feel it is just not worth it.,0,2010-04-11
872,121972,6,"If you get a cheap rate, then consider it a good budget choice.",1,2010-04-11
2136,177487,2,We found the hotel to be very classy,1,2009-01-28
2136,177487,3,but a bit old.,0,2009-01-28
2136,177487,4,The room and bed were certainly large and so was the bathroom. Accomodating all of us in one room was no problem.,1,2009-01-28
2136,177487,5,"However all the furniture in the room was extremely old, probably from the 1970's or 60's. Similarly as you walk the hallways of the hotel you feel that you are in a very old building.",0,2009-01-28
2136,177487,6,"Having said that the architecture is very charming, resembling traditional Japanese buildings. The hotel has a very pretty multi-level Japanese garden with many ponds, goldfish, waterfalls and a water wheel at the top. Its very relaxing to meander through the gardens and feed the fish. The hotel has an indoor and outdoor pool.",1,2009-01-28
2136,177487,7,"As it was winter the outdoor pool was closed. The indoor pool was small and had a jacuzzi with very hot water. As with almost everything in this hotel, the pool was very old and many of the tiles were stained giving it a very dirty look. It also has a public bath, which we did not use.",0,2009-01-28
2136,177487,9,The decor was classy,1,2009-01-28
2136,177487,10,but the food was mediocre.,0,2009-01-28
2136,177487,11,"Overall, its a good place to say if you're visiting the Hakone area",1,2009-01-28
2136,177487,12,but the hotel is not top class.,0,2009-01-28
156,68411,1,"As other reviewers have mentioned, the rooms are small.",0,2014-07-06
156,68411,2,"But for two people who are out exploring all day, it's totally comfortable to sleep in! The thing that made our stay so good were the sushi bar recommendations they have on a map that you can take away. They also have noodle bar recommendations. We went to 2 of their sushi recommendations.",1,2014-07-06
156,68411,3,"Number two sucks, don't go there!",0,2014-07-06
156,68411,4,"But number one is fantastic. Friendly staff and unbelievable sushi. Delicious! The hotel also has some guide books if you're so inclined to flick through them. Wifi is reliable & free throughout the hotel. One minute walk from exit 4a or exit 7 at Kayabacho station. Breakfast was fine, considering the price of the hotel I was happy to get a croissant & coffee before I set out in the morning!",1,2014-07-06
156,68411,5,However I found the salad that came with breakfast a bit random!,0,2014-07-06
156,68411,6,"The other thing I thought was a nice touch was the toiletries pack that ladies get handed on check in. There's also tea, shower caps, etc that you can get from the reception area. Staff spoke great English and were super friendly and polite (as everyone in Tokyo is...)",1,2014-07-06
156,68411,7,The only thing that was a bit of a let down was the shower. Expect a sad dribble if you're staying there.,0,2014-07-06
156,68411,8,All in all I was pretty impressed with this place and would stay here again if on a budget.,1,2014-07-06
401,91211,1,"Quiet hotel near everything in Shinjuku. Women travelling alone it was a safety area. Room was enough big, you could walk both site of the bed. The bed was pleasant.",1,2016-12-02
401,91211,2,Only thing what I was missing was a place for clothes The breakfast was too early to eat from 7-9.30.,0,2016-12-02
401,91211,3,"The room has a microwave, water boiler and fridge. So you can make your meal easily. In the next block is a little shop to buy everything necessary. Wash machine was also in the room. Everything was clean and the staff helpful.",1,2016-12-02
6334,233259,1,peaceful yet modern ryokan to enjoy Japanese hospitality and kaiseki cusine.,1,2015-11-08
6334,233259,2,We had a little misunderstanding in email communication prior to our arrival,0,2015-11-08
6334,233259,3,but the staff made so much effort to make us feel special and welcome during our entire stay (actually even after we checked out!). Do visit Taizanso if you want to pamper yourself once in a while. You won't regret the experience.,1,2015-11-08
101,56393,2,Checkin was troublesome. I had reached at 10 am and they did not have a room available. I had to checkin my luggage and hang around for a couple of hours before I got my room. This is despite informing them of my flight time. A prime hotel like Imperial should have a mechanism to accommodate a guest who is arriving a bit early.,0,2013-10-27
101,56393,3,"Barring this, the rooms were nice and the room service was good. Overall the service of the hotel was good.",1,2013-10-27
940,130483,1,There's so many beautiful places to stay in Kyoto and I chose this Ryokan as it looked very authentic but still offered a clean and comfortable stay. What a great welcome and experience from the lovely tea and japanese pjs to the traditional Japanese breakfast which was awesome.,1,2015-11-10
940,130483,2,I normally couldn't sleep on the floor,0,2015-11-10
940,130483,3,but the mats and futons were extremely comfortable. It was easy to get to the main station where we came via bullet train from Tokyo as well as to hire bikes and access some of the other interesting sites such as the Gion district. All in all a memorable stay.,1,2015-11-10
874,122294,2,"We initially booked it 5 months before based on good reviews, location to the station and price compared to other hotels. It's perfect if you're using the train a lot as you're so close to the main station so no hassle with your suitcases. The station is also a sightseeing spot too, due to the huge amount of shops, restaurants and the cool light show on the steps as you head up to the 11th floor for dinner. The building is quite impressive.",1,2016-03-24
874,122294,3,"However, you'll need to hop on the JR line to see Nijo Castle and a local train to see the other tourists spots as the walk is too far - this isn't a big deal but depends on whether you'd prefer to be close to the shopping/ market area or the main station.",0,2016-03-24
874,122294,4,"Kyoto Aquarium is a 20 min walk from this hotel too. I can't fault the hotel - staff were helpful, check-in was quick and easy and the rooms were spotless everyday when we returned. If you fancy non-Japanese food, there's also a brilliant Indian restaurant 2 blocks away.",1,2016-03-24
339,86915,1,Significantly cheaper if you book many months ahead.,1,2015-07-01
339,86915,2,One or two months ahead and you'll most likely find it is sold out.,0,2015-07-01
339,86915,3,"AsiaRooms was the cheapest. *** If your are a drinker, they have beer vending machines in there hotel, or the local convenience stores are cheap. *** If you are an adventurous drinker, Golden Gai is 10 minutes walk and is a unique, bizarre and lovely experience. I stayed at Hotel Wing for a week and it was pretty much flawless. I wholeheartedly recommend this hotel and will stay again.",1,2015-07-01
339,86915,4,"Minor problems are: they turn off the aircon at management discretion - didn't affect me at all staff English not great - took me 5 minutes to communicate they didn't give me a towel Shinjuku is the Times Square, Kings Cross, London Soho of Tokyo. It is rough and dangerous relative to the rest of Tokyo. The African touts are annoying,",0,2015-07-01
339,86915,5,but otherwise there's nothing to worry about. Safest dodgy place in the world.,1,2015-07-01
339,86915,6,"Yes, the rooms are small - but that's Japan. If you want spacious luxury, it will cost you. I didn't eat in the hotel. It isn't cheap,",0,2015-07-01
339,86915,7,and your local alternatives are myriad.,1,2015-07-01
339,86915,8,"Wifi is crap. Get a device from the airport or tourist info. If there are two of you, get two devices.",0,2015-07-01
339,86915,9,Cost is reasonable.,1,2015-07-01
339,86915,10,"Don't try free options, they are all useless.",0,2015-07-01
339,86915,12,Japanese doesn't really have a word for no.,0,2015-07-01
839,109889,2,"The double room and bathroom is modern, clean and cozy. The buffet breakfast is good (choice of International or Japanese). Location in good - a 10 minute walk to the centre and less than a 5 minute walk to the subway. There are restaurants scattered around the hotel. Hotel staff are extremely helpful and friendly.",1,2009-04-04
2476,183126,2,"I had read some reviews that had me concerned,",0,2017-02-11
2476,183126,3,"but I was overall very pleased. My room was large, even by American standards. The storage locker held my board, and all my gear. The wifi was solid. The runs just outside the hotel are actually pretty rough, but for beginners, you actually want to take one of the Gondolas up to a super fun wide, straight green located to the far left as you face the mountains from the hotel.",1,2017-02-11
2476,183126,5,"Also, you can take the Gondolas down if your not advanced enough to ride across the fall line down some fairly steep runs.",1,2017-02-11
2476,183126,6,"The Japanese crowd tends toward the 'redneck' skill set. They are prone to dressing way above their skill set. They will blithely stop halfway down a slope straight in the fall line with no warning or rational reason. In fact, several of them will stop on snowboards and stand abreast effectively blocking trails. So, be aware. The downhill skier still has the right of way, even if they are drunk driving! If you take the Dragondola, do it early, and be aware that you need to know how and when to get back. They start closing lifts around 3:30, and it is possible to end up in the dark waiting to take a rope tram to an area where there is no shuttle (except for staff) back to naeba... I know, it happened to me.",0,2017-02-11
2476,183126,7,"Fortunately, a Japanese man was nice enough to drive me back! The food available at the hotel is great, and not too much more than you would expect to spend at any restaurant in Japan. The outdoor Onsen / Spa, is technically outdoors,",1,2017-02-11
2476,183126,8,"but not quite as much as I had hoped, it is basically about a 20 x 40 or so pool with three walls and a small enclosure exposed to the elements,",0,2017-02-11
2476,183126,9,"but it is still a very relaxing way to unwind after a day of riding. I would stay here again, but if your going for the first time, I would advise spending some time getting to know the lifts.",1,2017-02-11
2476,183126,10,"There is a huge amount of fairly short runs and beginners can probably easily end up places they would rather not be, and advanced riders can waste a lot of time exploring runs they find overpopulated and unnecessarily technical. Also, some of the catwalks can actually be pretty treacherous. I preferred not to take them,",0,2017-02-11
2476,183126,11,"but my skillset allows me to do that Oh, they also put on a really phenomenal fireworks show just outside the hotel.",1,2017-02-11
2476,183126,12,"Also, bring your google translator. English is pretty useless here.",0,2017-02-11
14983,273291,2,The information desk at the airport was very helpful and gave me a list of local hotels with day rates. This hotel had good rates so I thought it would be good for a nap and a shower etc. The free bus was easy to find,1,2012-08-02
14983,273291,3,"but did smell strongly of tobacco smoke , even though there was a big no smoking sign.",0,2012-08-02
14983,273291,4,"The staff at the hotel were nice and friendly and English was good. I took advantage of the free hotel shuttle bus and visited the nearby temple complex and the shopping centre before returning for a nap etc. The room was fine for my purposes , clean with comfortable beds. I couldn't ask for much more really.",1,2012-08-02
4943,213511,1,Hotel is old,0,2017-04-14
4943,213511,2,"but well maintained. Location is best, with very nice harbor view. A few minutes walk from China Town and Motomachi. Japanese breakfast is included. Check out time is 11 AM. Called the reception and asked to check out at 12, they said OK",1,2017-04-14
4943,213511,3,but we had to pay 3500yen for one hour. No leniency.,0,2017-04-14
1643,168774,2,"We were very happy with this accommodation. Rooms were clean and had great views of the surrounding mountains. The staff were always polite, friendly and helpful even when we arrived at 1 am after being delayed by our airline. (thanks Jetstar) The hotel is located about 5 minutes walk from the Happo one village centre and a courtesy bus is available.",1,2017-02-19
1643,168774,3,"Our oom didnt have any chairs when we arrived as it was a Japensese style room,",0,2017-02-19
1643,168774,4,but the staff were quick to provide 2 when we enquired.,1,2017-02-19
1643,168774,5,The only very minor complaint I have is with the restaurant.,0,2017-02-19
1643,168774,6,"Food was great,",1,2017-02-19
1643,168774,7,"but we had a little trouble with the menu, thinking we were ordering a banquet for 2 when in fact the price was per person. This wasnt made clear until we went to pay the Bill.",0,2017-02-19
1643,168774,8,No problem though and the staff quickly sorted it out for us. The onsite outdoor Onsen was brilliant after a day on the slopes.,1,2017-02-19
5077,220939,1,I was travelling by myself and had the misfortune of being given a ti y dog box overlooking the train line. Really noisy at night as trains are passing through at all hours.,0,2015-02-26
5077,220939,2,Good location,1,2015-02-26
5077,220939,3,but the room was disappointing. Don't book a single room,0,2015-02-26
1,1970,1,I had a great stay here! The breakfast was nice and the staffs are friendly and very helpful.,1,2014-10-04
1,1970,2,They often lack staffs during busy time though so if you need to go to the concierge or the front desk it might take longer time.,0,2014-10-04
1,1970,3,The higher floors are a definite must!,1,2014-10-04
10156,252716,1,"First time in Niseko in summer. This is a very popular resort for wintersports but in the summer, its a very pleasant place too. Definately a lot less crowded without the skiing groups tracking snow and crowding the lobby with ski equipment. The guys in our group played golf at the nearby golf course while the ladies took in some sightseeing at the dairy farms and volcanic lakes of nearby noribetsu. We were very warmly received by reception when we checked in. The rooms were comfortable and clean. Had a very nice view of the garden.",1,2016-06-22
10156,252716,2,"The negatives: every room only had 1 key so it was a bit troublesome for couples with different programs to coordinate. Also, bathroom was a bit small and cramped but luckily, being smaller sized Asians, we managed.",0,2016-06-22
10156,252716,3,"Plus: free onsen! Nice big indoor pool and a lovely outdoor pool with steaming hot water that looked like it might have been piped in from the volcanic pools around Niseko Breakfast was adequate, although it would be nice if management included some fresh fruits. Overall, its a nice experience.",1,2016-06-22
5085,221748,1,The location made this place worthwhile for us. It was a good base.,1,2017-10-05
5085,221748,3,The hotel kept our bags after we checked out and whilst we visited the peace memorial. I would stay here again if revisiting Hiroshima.,1,2017-10-05
15746,276645,1,"Room is spacious with the sea view full of floating ice. Instead of instant coffee that commonly served in Japan hotel, this hotel provide coffee beans with grinder and filter, for you to make a cup of coffee that full of aroma. That's hardly find in other hotels in Japan. Our seafood set dinner consists more than 15 courses, and was served course by course. Wonderful.",1,2014-02-21
3459,194907,2,"Once you get over the shock of visiting a place with virtually no American tourists, it can be very nice. This hotel, a convenient 15 minute taxi ride from the airport, was a great place to get over the long plane ride and prepare for more interesting parts of the trip. The food, especially the buffet that lets you see what you are getting, was excellent. The internet connections were fantastic, with convenient, speedy access from the room as well as public area of the hotel.",1,2016-06-03
3459,194907,3,"Although English is not common,",0,2016-06-03
3459,194907,4,"we had no trouble checking in to our room. Everything was very modern and computerized, and check in took only a few minutes. Then we were ushered to a separate waiting area before some arrived to explain everything and show us to our room.",1,2016-06-03
3459,194907,5,"Naha is a big city, and not ideal for what we came for: seeing the incredible biodiversity of these islands.",0,2016-06-03
3459,194907,6,"However, everyone was pleasant and helpful, and we enjoyed our brief stay at this hotel. A good choice for a place to stay on initial entry to the country.",1,2016-06-03
1099,137319,2,Beautiful Japanese cypress building which was built for the uncle of the Emperor. Make no mistake this is a very expensive room at almost $600au per night plus meals.,1,2016-10-14
1099,137319,3,The bathroom facilities are shared with other guests and futons are the only beds. Paper thin sliding screens for door which forces you to be quiet. whilst it's a Japanese experience it's far from 5 star. I would have expected more service and breakfast included in the price. Have been and seen but will not be back for this kind of money,0,2016-10-14
1300,159383,1,"Again, it was my 2nd visit to this hotel on my way to Tokyo. Pros : - Nicely located, close to shopping hub of Kyoto and old Gion; - Close to restaurants, bar and shops - spacious room for Japan standard - Very helpful staff (++++) - Cleaaaan rooms - Reasonable room rate",1,2014-07-16
1300,159383,2,Cons: - Almost None,0,2014-07-16
1300,159383,3,Highly recommended and will stay again if visiting Kyoto,1,2014-07-16
297,84777,1,"This is an airport hotel, so its purpose is to allow transiting travellers a good rest before journeying onto another flight or another city.",1,2015-06-23
297,84777,2,"If u r thinking of a vacation hotel, forget this.",0,2015-06-23
297,84777,3,"The hotel is clean, and has reasonably good bfast spread. It is also close to a 7-11 and Lawson marts and you buy all sorts of bentos that you can re-heat at the hotel to eat.",1,2015-06-23
297,84777,4,"The lobby/ room wifi does not work at all, during my this trip.",0,2015-06-23
293,84687,1,"Location - check Comfort - check Wifi - Check Breakfast - Check Cleanliness - do we have to spell it out, Japanese are neat freak, so as this hotel's management English Speaking Staff - Check",1,2015-06-25
293,84687,3,"the hotel is very convenient in so many levels.. It is walking distance from the bus station, subway and train, there are lots of establishments around it, you will never go hungry. Wifi is free and breakfast is served at the restaurant in the building, food is nice. If you put up the DND sign and you miss housekeeping for that day, they leave fresh set of towels and bathrobe on your door to make sure you get a clean set :-) They also have English speaking reception staff for foreign travelers. I would recommend this business hotel not just for business travelers but also to tourists looking for comfort and a reasonably priced place to stay in.",1,2015-06-25
5064,217853,2,"This is a good standard Sheraton with very high quality rooms. I selected the hotel because of other Trip Advisor recommendations and its proximity to the railway station (and to our convenience the tram system, which is great for getting around Hiroshima). I paid extra for a corner king room. It was large, very well appointed to an excellent standard and had all the conveniences you would expect of a modern business hotel. The bed was very comfortable, and gave a great nights sleep. The bathroom was also large with separate bath and toilet. There was a good selection of toiletries, however, they were light on the towels at one (smallish) bath towel each. I connected to the Internet via cable, it was fast",1,2012-09-02
5064,217853,3,but there was a charge of 1000 for the privilege for 24 hours.,0,2012-09-02
5064,217853,4,Wireless was also available ,1,2012-09-02
5064,217853,5,but charegeable everywhere.,0,2012-09-02
5064,217853,6,"I arrived at 11.30 in the morning, and was told by the bell desk that I had to return at 3.00 pm to check in (those are the rules!).",0,2012-09-02
5064,217853,7,"I had lunch in the restaurant and then tried the reception desk, who were happy to check me in. I asked for a late check out of 2 hours until 2.00 pm. That was no problem,",1,2012-09-02
5064,217853,8,but would be an extra cost of 30% of the room rate  unreasonable and unnecessary (but those are the rules!).,0,2012-09-02
5064,217853,9,I ate lunch and breakfast in the restaurant.,1,2012-09-02
5064,217853,10,"Mediocre quality, not particularly inspiring,",0,2012-09-02
5064,217853,11,but found sufficient that I would want to eat.,1,2012-09-02
5064,217853,12,"Beer at 1200 a bottle, was way over priced.",0,2012-09-02
5064,217853,13,"On balance a good stay  it was very easy and worked for me. Gave everything you would expect of a global chain. I paid 179,000 for a corner room, an advance purchase rate. It was about the right rate for this room. If we returned to Hiroshima, I would certainly consider staying again.",1,2012-09-02
845,113340,1,This hotel is close to subway stations and other major tourist attractions such as Gion and Teramachi shopping arcade.,1,2011-06-14
845,113340,2,The room I stayed in was not big,0,2011-06-14
845,113340,3,"but clean, very comfortable and quiet. It has a bar and two restaurants although there are many other eateries in the neighbourhood for all kinds of budget.",1,2011-06-14
845,113340,4,The hotel does not have a gym or a swimming pool,0,2011-06-14
845,113340,5,"but there is a spa service in the tenth floor. The staff are friendly and speak English. The hotel can arrange bicycle rent. If you are after a good night sleep after a full day walk/tour, then this is a hotel for you.",1,2011-06-14
3369,192082,1,"As people have previously reviewed, it's a great location and close to the monorail station for the airport.",1,2016-03-30
3369,192082,2,"By the way, the station name is confusing.",0,2016-03-30
3369,192082,4,"Sorry I can't be more accurate, that's the reason for this review. I don't speak any Japanese, I struggled with reading the Romanized lettering, and only vaguely understand the english that the Japanese speak! What hope for me I hear you cry.",0,2016-03-30
3369,192082,5,"This hotel has reception staff who really really try, and succeed. I showed them a picture of snorkelling and said that we needed to go tomorrow or the next day. They tried until they found a place, we then tried to get picked up. When that was not possible, two members of staff went to the trouble of writing the bus itinerary in english, with translations in Japanese for people and the bus driver to help us. All this effort and with a smile and courtesy, and speed so we had time to think about what we were doing. Needless to say, we had a great time snorkelling with MARINE CLUB UMI, who have a great guy called CJ, who spoke english and looked after us. I am so pleased to have had a great time in Naha and saved so much money by not staying in a beach resort, then again we were only here for 2 days. This hotel gave us a great time and rest and relaxation. Note to the hotel management, the staff member who was excellent is Hayato Nema, and his colleague who started work at 19:00 who spoke english to a good standard, they deserve special praise from you for making our holiday of 2 days one of the best ever, and the reason I would come back to this hotel and look to book others in your chain.",1,2016-03-30
944,130805,1,"The location was great, really close to the train station. It was perfect to explore the area around Kyoto. We selected it specifically so that we could travel to Nara, come back to Kyoto, go to Koyasan, come back, then travel to Tokyo. The train station had a lots of places to eat, including an Isetan department store, which had tons of restaurants and an excellent 'depachika', and the hotel was so close that going there for a quick bite or breakfast was super-easy. Also, the staff was really nice. When we asked to change rooms, they were very nice and helpful, and showed us all the available rooms so we could choose what we wanted.",1,2014-10-15
