Keyword,KeywordList,WordValue,POS_Tag
reservation,positive,subject,NN
reserve,positive,subject,NN
respect,positive,subject,NN
responsive,positive,subject,JJ
restuarant,positive,subject,NN
retire,positive,subject,VB
return,positive,subject,NN
reviews,positive,subject,NNS
revisit,positive,subject,VB
reward,positive,subject,NN
richmond,positive,grammatical,NNP
ride,positive,subject,NN
right,positive,grammatical,UH
ritz,positive,grammatical,NN
river,positive,subject,NN
rock,positive,subject,NN
rooftop,positive,subject,NN
roomy,positive,subject,NN
ropeway,positive,subject,NN
roppongi,positive,grammatical,NNS
rotenburo,positive,subject,RB
rough,positive,subject,JJ
roughly,positive,subject,RB
round,positive,subject,RB
route,positive,subject,NN
royal,positive,subject,JJ
rush,positive,subject,NN
ryonkan,positive,grammatical,JJ
sake,positive,subject,NN
salad,positive,subject,NN
salmon,positive,subject,NN
salt,positive,subject,NN
sample,positive,subject,NN
san,positive,grammatical,FW
sand,positive,subject,NN
sandwich,positive,subject,NN
sanga,positive,grammatical,NN
sannomiya,positive,grammatical,NN
sanoya,positive,grammatical,NN
sapporo,positive,grammatical,NNP
sashimi,positive,subject,NN
satisfactory,positive,subject,JJ
satisfied,positive,subject,JJ
satisfy,positive,subject,VB
sauna,positive,subject,NN
save,positive,subject,VB
scale,positive,subject,NN
scene,positive,subject,NN
scenery,positive,subject,NN
scenic,positive,subject,JJ
schedule,positive,subject,NN
screen,positive,subject,NN
seafood,positive,subject,NN
seamless,positive,subject,JJ
seat,positive,subject,NN
second,positive,subject,RB
section,positive,subject,NN
select,positive,subject,VB
selection,positive,subject,NN
self,positive,subject,NN
sell,positive,subject,NN
send,positive,subject,VB
sendai,positive,grammatical,NNP
senior,positive,subject,JJ
sensation,positive,subject,NN
sensational,positive,subject,JJ
separate,positive,subject,JJ
separated,positive,subject,VBN
seperate,positive,subject,JJ
serene,positive,subject,JJ
served,positive,subject,VBN
server,positive,subject,NN
seto,positive,subject,NN
setting,positive,subject,NN
sex,positive,subject,NN
shampoo,positive,subject,NN
shell,positive,subject,NN
shibuya,positive,grammatical,NNS
shikanoyu,positive,grammatical,NNP
shimanami,positive,grammatical,NNS
shimbashi,positive,grammatical,NNP
shinagawa,positive,grammatical,NN
shingawa,positive,grammatical,NNP
shinjuku,positive,grammatical,NNP
shinkansen,positive,subject,NN
shinsaibashi,positive,grammatical,NNS
shiomi,positive,grammatical,NNS
ship,positive,subject,NN
shiseido,positive,grammatical,NN
shoe,positive,subject,NN
shoot,positive,subject,NN
shop,positive,subject,NN
shopping,positive,subject,NN
short,positive,subject,JJ
showa,positive,subject,NN
shrimp,positive,subject,NN
shrine,positive,subject,NN
shutter,positive,subject,NN
shuttle,positive,subject,NN
sight,positive,subject,NN
sightseeing,positive,subject,NN
signal,positive,subject,NN
significantly,positive,subject,RB
simple,positive,subject,JJ
simply,positive,subject,RB
sincere,positive,subject,JJ
sink,positive,subject,NN
site,positive,subject,NN
situate,positive,subject,VB
skewer,positive,subject,NN
skiing,positive,subject,NN
sky,positive,subject,NN
slide,positive,subject,NN
slip,positive,subject,NN
slipper,positive,subject,NN
slope,positive,subject,NN
snack,positive,subject,NN
snow,positive,subject,NN
snowboard,positive,subject,NN
soak,positive,subject,VB
soap,positive,subject,NN
sock,positive,subject,NN
sofa,positive,subject,NN
solo,positive,subject,NN
soon,positive,subject,RB
soothe,positive,subject,VB
soothing,positive,subject,JJ
sophistication,positive,subject,NN
soup,positive,subject,NN
south,positive,subject,RB
souvenir,positive,subject,NN
spacious,positive,subject,JJ
spade,positive,subject,NN
speaker,positive,subject,NN
special,positive,grammatical,JJ
specially,positive,subject,RB
specialty,positive,subject,NN
specifically,positive,subject,RB
spectacular,positive,subject,JJ
speed,positive,subject,NN
speedy,positive,subject,JJ
spend,positive,subject,VB
spending,positive,subject,NN
split,positive,subject,NN
splurge,positive,subject,NN
spoiled,positive,subject,JJ
sponge,positive,subject,NN
spot,positive,subject,NN
spotless,positive,subject,JJ
spotlessly,positive,subject,RB
spread,positive,subject,NN
spring,positive,subject,NN
staff,positive,subject,NN
stair,positive,subject,NN
standing,positive,subject,VBG
starbucks,positive,subject,NNS
states,positive,subject,NNS
steak,positive,subject,NN
steam,positive,subject,NN
step,positive,subject,NN
stock,positive,subject,NN
stone,positive,subject,NN
stop,positive,subject,VB
store,positive,subject,NN
story,positive,subject,NN
stove,positive,subject,NN
straight,positive,subject,RB
stranger,positive,subject,NN
strategically,positive,subject,RB
stream,positive,subject,NN
street,positive,subject,NN
strength,positive,subject,NN
string,positive,subject,NN
stroll,positive,subject,NN
strongly,positive,subject,RB
study,positive,subject,NN
stunning,positive,subject,JJ
stylish,positive,subject,JJ
subway,positive,subject,NN
suffice,positive,subject,VB
sufficient,positive,subject,JJ
suggest,positive,subject,VBP
suggestion,positive,subject,NN
suit,positive,subject,NN
suite,positive,subject,NN
summer,positive,subject,NN
sun,positive,subject,NN
sunrise,positive,subject,NN
sunroute,positive,grammatical,NN
sunset,positive,subject,NN
super,positive,grammatical,RB
superb,positive,subject,JJ
superior,positive,subject,JJ
supermarket,positive,subject,NN
supper,positive,subject,NN
supply,positive,subject,NN
support,positive,subject,NN
surely,positive,subject,RB
surpass,positive,subject,VB
surprise,positive,subject,NN
surprised,positive,subject,JJ
surprising,positive,subject,JJ
surprisingly,positive,subject,RB
surround,positive,subject,VB
surrounding,positive,subject,VBG
sushi,positive,subject,NN
suspicious,positive,subject,JJ
susukino,positive,grammatical,NN
sweet,positive,subject,JJ
system,positive,subject,NN
tad,positive,subject,NN
takayama,positive,grammatical,NN
taki,positive,grammatical,NN
talented,positive,subject,JJ
tanukikoji,positive,grammatical,NNS
taste,positive,subject,NN
tastefully,positive,subject,RB
tasty,positive,subject,JJ
tatami,positive,subject,NNS
team,positive,subject,NN
technically,positive,subject,RB
teenager,positive,subject,NN
temple,positive,subject,NN
tempura,positive,subject,NN
tend,positive,subject,VBP
tenjin,positive,grammatical,NN
tennoji,positive,grammatical,NNS
teppanyaki,positive,subject,NNS
teramachi,positive,grammatical,NNS
term,positive,subject,NN
terminal,positive,subject,JJ
terrace,positive,subject,NN
terrific,positive,subject,JJ
thank,positive,grammatical,VBP
thankfully,positive,subject,RB
that,positive,grammatical,DT
theme,positive,subject,NN
thorough,positive,subject,JJ
thoroughly,positive,subject,RB
though,positive,subject,RB
thought,positive,subject,NN
thousand,positive,subject,CD
thumb,positive,grammatical,NN
thus,positive,subject,RB
thw,positive,grammatical,NN
ticket,positive,subject,NN
tidy,positive,subject,JJ
tile,positive,subject,NN
tip,positive,subject,NN
toast,positive,subject,NN
tobu,positive,grammatical,NN
toddler,positive,subject,NN
toei,positive,grammatical,NN
together,positive,subject,RB
toilet,positive,subject,NN
toiletry,positive,subject,NN
tokyu,positive,grammatical,NNP
ton,positive,subject,NN
tool,positive,subject,NN
tooth,positive,subject,NN
toothbrush,positive,subject,NN
toothpaste,positive,subject,NN
top,positive,subject,RB
totally,positive,subject,RB
touch,positive,subject,NN
towel,positive,subject,NN
tower,positive,subject,NN
town,positive,subject,NN
toya,positive,grammatical,NN
toyama,positive,grammatical,NN
toyoko,positive,grammatical,NN
track,positive,subject,NN
tradition,positive,subject,NN
traditional,positive,subject,JJ
traffic,positive,subject,NN
trail,positive,subject,NN
train,positive,subject,NN
tram,positive,subject,NN
tranquil,positive,subject,JJ
tranquility,positive,subject,NN
transfer,positive,subject,NN
transit,positive,subject,NN
translate,positive,subject,VB
translation,positive,subject,NN
transportation,positive,subject,NN
traveller,positive,subject,NN
treasure,positive,subject,NN
treat,positive,subject,NN
treatment,positive,subject,NN
tree,positive,subject,NN
trek,positive,subject,NN
trip,positive,subject,NN
tripadvisor,positive,subject,NNP
triple,positive,subject,JJ
true,positive,grammatical,JJ
truly,positive,subject,RB
tsukiji,positive,grammatical,NNP
tsuruga,positive,subject,NNP
tub,positive,subject,NN
tube,positive,subject,NN
tuck,positive,subject,NN
turn,positive,subject,NN
tvs,positive,subject,NNS
twin,positive,subject,JJ
type,positive,subject,NN
ueno,positive,grammatical,NN
umbrella,positive,subject,NN
unbeatable,positive,subject,JJ
unbelievable,positive,subject,JJ
underground,positive,subject,RB
unique,positive,subject,JJ
united,positive,subject,JJ
universal,positive,subject,JJ
unlimited,positive,subject,JJ
unload,positive,subject,VB
uno,positive,grammatical,NN
unobtrusive,positive,subject,JJ
unusual,positive,subject,JJ
unwind,positive,subject,VB
upgrade,positive,subject,VB
upper,positive,subject,JJ
upstairs,positive,subject,RB
useful,positive,subject,JJ
usj,positive,grammatical,NNP
usuki,positive,subject,NNP
vacation,positive,subject,NN
valet,positive,subject,NN
valley,positive,subject,NN
value,positive,subject,NN
vanity,positive,subject,NN
variety,positive,subject,NN
various,positive,subject,JJ
veggies,positive,subject,NNS
vending,positive,subject,VBG
venture,positive,subject,NN
venue,positive,subject,NN
video,positive,subject,NN
villa,positive,subject,NN
village,positive,subject,NN
virtually,positive,subject,RB
visit,positive,subject,NN
volcanic,positive,subject,JJ
voucher,positive,subject,NN
waffle,positive,subject,NN
waiter,positive,subject,NN
walking,positive,subject,VBG
wander,positive,subject,VBP
warehouse,positive,subject,NN
warm,positive,subject,JJ
warmer,positive,subject,JJR
warmly,positive,subject,RB
wash,positive,subject,NN
washer,positive,subject,NN
washing,positive,subject,NN
washington,positive,grammatical,NNP
wasnt,positive,grammatical,NN
waterfall,positive,subject,NN
wave,positive,subject,NN
wedding,positive,subject,NN
welcome,positive,subject,UH
well,positive,grammatical,UH
westerner,positive,subject,NN
wheel,positive,subject,NN
white,positive,subject,JJ
wide,positive,subject,RB
wife,positive,subject,NN
willing,positive,subject,JJ
wine,positive,subject,NN
wing,positive,subject,NN
winner,positive,subject,NN
wise,positive,subject,JJ
wish,positive,subject,NN
woman,positive,subject,NN
wonder,positive,subject,NN
wonderful,positive,grammatical,JJ
wonderfully,positive,subject,RB
wood,positive,subject,NN
wooden,positive,subject,JJ
worker,positive,subject,NN
world,positive,subject,NN
worry,positive,subject,NN
worth,positive,subject,JJ
worthwhile,positive,subject,JJ
worthy,positive,subject,JJ
wrong,positive,subject,JJ
year,positive,subject,NN
yokohama,positive,grammatical,NNP
young,positive,subject,JJ
younger,positive,subject,JJR
yukata,positive,subject,NN
yummy,positive,subject,JJ
ability,negative,subject,NN
abit,negative,grammatical,NN
accidentally,negative,subject,RB
accord,negative,subject,NN
accurate,negative,subject,JJ
advanced,negative,subject,JJ
affair,negative,subject,NN
affect,negative,subject,VB
aircon,negative,subject,NN
annoying,negative,subject,JJ
argue,negative,grammatical,VBP
aware,negative,grammatical,JJ
awkward,negative,subject,JJ
background,negative,subject,NN
backpacker,negative,subject,NN
ball,negative,subject,NN
bang,negative,subject,NN
bare,negative,subject,JJ
barely,negative,grammatical,RB
basically,negative,grammatical,RB
bedside,negative,subject,NN
blanket,negative,subject,NN
bother,negative,grammatical,VB
bottled,negative,subject,JJ
burger,negative,subject,NN
camping,negative,subject,NN
carpet,negative,subject,NN
carrying,negative,subject,VBG
cigarette,negative,subject,NN
claim,negative,grammatical,NN
claustrophobic,negative,subject,JJ
concrete,negative,subject,NN
confuse,negative,subject,VB
correct,negative,subject,JJ
cottage,negative,subject,NN
cramped,negative,subject,JJ
crap,negative,subject,NN
crazy,negative,grammatical,JJ
crew,negative,subject,NN
criticism,negative,subject,NN
cry,negative,subject,NN
cupboard,negative,subject,NN
curtain,negative,subject,NN
dangerous,negative,subject,JJ
dated,negative,subject,VBN
dead,negative,subject,JJ
device,negative,subject,NN
dirty,negative,subject,JJ
disappointing,negative,grammatical,JJ
disappointment,negative,subject,NN
disturb,negative,subject,VB
dog,negative,subject,NN
downside,negative,grammatical,NN
drain,negative,subject,NN
drawback,negative,subject,NN
dresser,negative,subject,NN
drunk,negative,subject,JJ
dusty,negative,subject,JJ
duvet,negative,subject,NN
electrical,negative,subject,JJ
elsewhere,negative,grammatical,RB
european,negative,grammatical,NNP
exciting,negative,grammatical,JJ
existent,negative,grammatical,JJ
fashion,negative,subject,NN
feedback,negative,subject,NN
folk,negative,subject,NN
friday,negative,grammatical,NNP
fry,negative,subject,NN
funny,negative,subject,JJ
garbage,negative,subject,NN
gesture,negative,subject,NN
gotemba,negative,grammatical,NNP
gripe,negative,subject,NN
handful,negative,subject,NN
hanger,negative,subject,NN
hilton,negative,grammatical,NN
horrible,negative,grammatical,JJ
hotspot,negative,subject,NN
improve,negative,grammatical,VB
improvement,negative,subject,NN
inch,negative,subject,NN
inconsistent,negative,subject,JJ
initially,negative,subject,RB
insist,negative,subject,VB
involve,negative,grammatical,VB
joke,negative,subject,NN
lighting,negative,subject,NN
liking,negative,subject,VBG
london,negative,grammatical,NNP
meat,negative,subject,NN
mediocre,negative,subject,JJ
minor,negative,subject,JJ
mixed,negative,subject,JJ
mold,negative,subject,NN
neck,negative,subject,NN
negative,negative,grammatical,JJ
neither,negative,grammatical,CC
noticeably,negative,subject,RB
obviously,negative,grammatical,RB
opinion,negative,grammatical,NN
outdated,negative,subject,JJ
packet,negative,subject,NN
pain,negative,subject,NN
paint,negative,subject,NN
paper,negative,subject,NN
patch,negative,subject,NN
patron,negative,subject,NN
plastic,negative,subject,NN
plate,negative,subject,NN
plug,negative,subject,NN
policy,negative,subject,NN
poor,negative,grammatical,JJ
prepay,negative,subject,VB
pricey,negative,subject,JJ
pricing,negative,subject,NN
pricy,negative,subject,NN
problematic,negative,subject,JJ
putt,negative,subject,NN
refuse,negative,grammatical,NN
remind,negative,subject,VB
renovation,negative,subject,NN
reviewer,negative,subject,NN
ridiculous,negative,grammatical,JJ
ridiculously,negative,grammatical,RB
rollaway,negative,subject,JJ
romantic,negative,subject,JJ
rude,negative,subject,JJ
rule,negative,subject,NN
sachet,negative,subject,NN
sense,negative,grammatical,NN
sharp,negative,subject,JJ
shelf,negative,subject,NN
shock,negative,subject,NN
sierra,negative,grammatical,NNS
similarly,negative,subject,RB
skip,negative,subject,VB
slow,negative,subject,RB
smallest,negative,subject,JJS
smallish,negative,subject,JJ
social,negative,subject,JJ
softness,negative,subject,NN
somewhat,negative,grammatical,RB
sorry,negative,grammatical,UH
soundproofing,negative,subject,NN
stain,negative,subject,NN
stale,negative,subject,JJ
stick,negative,subject,NN
sticky,negative,subject,JJ
stiff,negative,subject,JJ
stressful,negative,subject,JJ
struggle,negative,subject,NN
stuffy,negative,subject,JJ
suffer,negative,subject,VB
sunday,negative,grammatical,NNP
tear,negative,subject,NN
terrible,negative,grammatical,JJ
tonne,negative,subject,NN
tough,negative,subject,JJ
training,negative,subject,NN
translator,negative,subject,NN
trash,negative,subject,NN
troublesome,negative,subject,JJ
ugly,negative,subject,JJ
unable,negative,grammatical,JJ
unacceptable,negative,grammatical,JJ
uncomfortable,negative,subject,JJ
unfriendly,negative,subject,JJ
unreasonable,negative,grammatical,JJ
unsure,negative,grammatical,JJ
urgently,negative,subject,RB
useless,negative,subject,JJ
waitress,negative,subject,NN
waive,negative,subject,VB
walkway,negative,subject,NN
wardrobe,negative,subject,NN
warning,negative,subject,NN
waste,negative,subject,NN
weird,negative,subject,JJ
wet,negative,subject,JJ
working,negative,subject,VBG
worse,negative,subject,JJR
worst,negative,grammatical,JJS
wouldn,negative,grammatical,NN
write,negative,grammatical,NN
yellow,negative,subject,JJ
