keyword,0: All Prices,1: 0 to 5000 yen,"2: 5000 to 10,000 yen","3: 10,000 to 15,000 yen","4: 15,000 to 20,000 yen","5: 20,000 to 100,000 yen","6: 100,000 to 200,000 yen"
worst food,2,0,0,0,0,2,0
worst gym,2,0,0,0,0,2,0
worst hotel,43,0,0,4,8,30,0
worst hyatt,2,0,0,0,0,2,0
worst lounge,2,0,0,0,0,0,0
worst meal,3,0,0,0,0,3,0
worst night,2,0,0,0,0,2,0
worst part,15,0,0,0,2,12,0
worst place,2,0,0,0,0,2,0
worst problem,2,0,0,0,0,0,0
worst quality,2,0,0,0,0,0,0
worst room,9,0,2,0,0,6,0
worst sandwich,2,0,0,0,0,2,0
worst service,10,0,0,0,2,7,0
worst stay,2,0,0,0,0,0,0
worst thing,10,0,0,2,0,6,0
wouldn,2,0,0,0,0,2,0
write,126,0,0,9,14,90,12
yellow,31,0,2,4,4,21,0
yellow light,2,0,0,0,0,0,0
yellow line,2,0,0,0,0,0,0
yellow sign,3,0,0,0,0,2,0
yellow stain,2,0,0,0,0,0,0
yellow wall,2,0,0,0,0,2,0
