hotel_id,username,language,comment_id,comment,score,date
1,REDACTED,en,156,"I extended myself , with exec book then received a confirmation email for the amount, PLUS TAXes and Service. OK But following confirmation, I then received another email confirming, that while the booking confirmed was for 2 adults and one child, it will be an extra $87 per night for the fold out bed. Beware of the shock, they say it is their policy, but not shown or written for viewing.",2,2017/10/02
1,REDACTED,en,157,"The hotel is very well located and is about 1km walk from Shinjuku station. Rooms are reasonable size and the service is very good. It also has a free shuttle bus to station every 20 min.

The Club Lounge is set up nicely enough but the food is boring and menu does not change often.

Overall it is a good hotel and well priced for Japan.",4,2017/10/02
1,REDACTED,en,158,"We stayed here for 4 nights when we first arrived in Tokyo. The room was a decent size, for a city, but clean and comfortable. Location was pretty good, although it was very confusing to navigate from Shinjuku station to the Hilton on foot with luggage. If you follow signs for the Tokyo government building, that gets you on a nice underground pathway most of the way. 

As a gold member, we had lounge access and this is one of the best hotel lounges I've ever seen. The evening hors d'oeuvres were fine, but the breakfast was just fantastic. Maybe it was the jet lag, but we loved it every single morning. They do made to order omelets, plus a seemingly never-ending buffet of both western and Japanese food. We kept discovering more things to try. On a clear day, you also have a view of Mount Fuji.

The elevators were super slow, which was a slight annoyance. Lots of stops along the way at certain times of day.",5,2017/10/02
1,REDACTED,en,159,"Centrally located big rooms excellent staff always smiling and helpfull. Nice big rooms excellent breakfast with good spread of food hotel has room service too underground parking not very far from shinju ku station. 
Value for money
",5,2017/10/02
1,REDACTED,en,160,My husband and I recently stayed here for a week with our two teenagers. What a lovely experience. We were greeted by Ernesto who made sure all of our needs were met regarding rooms. Everything was perfect. Rooms were quiet. Rooms were clean. Fresh bottled water provided daily. Internet was good. Free breakfast was outstanding (great start every morning as we explored Tokyo). Beds were comfy. Hotel is located within walking distance of the subway and Shinjuku Not a single complaint.,5,2017/10/02
1,REDACTED,en,161,"Excellent service and good location! About 20mins walk to shopping centre. 
The hotel also has shuttle bus drive you to the centre. 
They also offered Japanese breakfasts for room guests but will have to place order to secure your place.",5,2017/10/01
1,REDACTED,en,162,"Title says it all: The service from check-in to check-out was top-notch, the breakfast buffet was sumptuous! The rooms are nice and have a nice view. Nevertheless, they could be refurnished and also the lights could be slightly improved. All in all recommended!",4,2017/10/01
1,REDACTED,en,163,6 of us were there for the UFC Fight as my son Alex Morono fought. We had so much fun in and around the hotel eating shopping and exploring Tokyo Japan. Staff was so helpful and everyone spoke English!!!,5,2017/09/28
1,REDACTED,en,164,"We stayed 2 nights here in the Junior suite. It is very spacious and the sofa is so big that both kids could sleep on it. We had lounge access and that was worth the little extra money. We had breakfast one day on the ground floor--it had a huge selection but very crowded. Another day we had in the lounge-the selection was a bit less but better quality and less people. We could check out faster as well. Kids enjoyed the free drinks in the lounge.
Staff were very helpful and friendly.
There is a shuttle bus to and from Shinjuku station every 20 mins, its very convenient. The bus stops outside Keio department store, if you want to know. We didnt know so we walked to the hotel the first day and that was quite a walk with luggages.",4,2017/09/28
1,REDACTED,en,165,"From the welcome to the room everything was so silky smooth. Great helpful and courteous staff in all areas of the hotel. The lifts were prompt and advised which lift was arriving. Just flawless.
The room was great with 5 star facilities and fittings. No 240 volt but the 100 volt was able to charge phone and computer ok.
Breakfast was extensive and well catered for most guests of various nationalities. Cannot recommend any more highly our comfortable and pleasant experience. Rail sub way under the hotel and a 10 minute walk to major shopping and entertainment if you prefer to walk. 10/10",5,2017/09/28
1,REDACTED,en,166,A great place to stay on our first trip to Japan and Tokyo. Close to everything you want to see and do. Excellent food and service. Easy access to JR and Metro Trains. Highly recommended. Staff in the restaurant at dinner really made for a memorable stay,5,2017/09/27
1,REDACTED,en,167,"I spent 4 nights with my family at Hilton Tokyo during our holiday in Japan. The location of hotel is great with direct buses (paid service) from Narita Airport and free shuttle buses to Shinjuku station. 
When check-in to the hotel, the receptionist asked me for upgrade to the executive floor. I agree to pay for that but it was not such beneficial. The service of executive lounge is not very good. We could not book breakfast at the Japanese restaurant because it was just a little late after the requested time. Hope the management will get it better in the future. 
The Hilton Tokyo is a very big hotel and lobby is always full by guests. Many times we couldn't find seats. However, staff are very helpful and professional.",5,2017/09/24
1,REDACTED,en,168,"I am a SPG Lifetime Platinum, and currently also a Hilton Diamond and a GHA Black. Stayed in many 5 star hotels amongst the groups, around the world. Been travelling a lot, in last 20 years, for both business and leisure.

The key, in my humble opinion, are its people, and when things go wrong, the effort and reaction by its people, speaks volume on a great hotel. Thank you Takahiro Aono San, for rectifying the issue at the Marble Lounge and handling it in a very professional way.

This is my second stay here in 6 months, and this time, I took my family along, booking a Junior Suite for them n I got upgraded to a Junior Suite myself, based on my status. Everything worked like clockwork, from arriving in lobby, being greeted by the same lady in grey 6 months ago, to the staff in Club Lounge, to the free buses at Shinjuku, to even losing a simple Subway card and retrieving it for me. 

Simple things? yes indeed, but add it all up? Greatness. 

Thank you Hilton Tokyo, sincerely.",5,2017/09/24
1,REDACTED,en,169,"Everything one expects from Hilton - excellent service, great facilities, and an outstanding breakfast buffet. Easy to reach by airport bus from Haneda or Narita, and the hotel provides convenient free shuttle service to Shinjuku Station.",5,2017/09/23
1,REDACTED,en,170,"Stayed 4 nights on business.
Good service
Good breakfast 
Room a little small but comfortable and cosy
Near Shinjuku station and subway next to it.
I land mall beside it was my office building and had many small eateries that were reasonably priced
A 24hr super market nearby was great too, very convenient 
A pharmacy nearby too and even a park to jog if you feel like.
Highly recommended",4,2017/09/23
1,REDACTED,en,171,"Excellent customer service! With Gold HHonors membership, I was upgraded to the upper floor and received an access to the executive lounge. The room was so clean and had a nice city view. It appeared the room was recently renovated. It was rainy in the evening; the lounge was full, however the staff called me to let me know the seat was available within short minutes. Snack in the lounge was very good. Breakfast was excellent, too. Professional hotel staffs were quite impressive!",5,2017/09/21
1,REDACTED,en,172,"We stayed in this place 4 nights and it was all in all not too bad but not great either hence the average rating. 

Plus:
Nice room
Friendly staff
Friendly airport limousine service pick up outside the hotel
Shuttle service to Shinjuku train station
Lounge had nice champagne

Minus:
Location for us was not great and having to depend on shuttle was a bit annoying for us (we stayed in other hotels in more convenient locations for your liking)

Lounge.. where to start.. it wars VERY CROWDED at pretty much all times we were there and of course at major times like breakfast, afternoon tea and happy hour. At one stage we were turned away and had to go to our room until they called us when there was a free table. Breakfast was very busy and hectic.

The food offerings was crap for vegetarians or anyone with any specific dietary requirements. Very poor labeling as so often. But I do expect different from an international hotel. 
There was hardly any food for vegetarians (again, international hotel.) also e.g. At breakfast the cheese was in the same box as the salmon, which is a big no no as people who are not considerate would use the same serving device for cheese and salmon. I tend to use my own fork and pick cheese from the very back, hoping it has not been touched by meat/fish serving devices.

Hotel restaurant and bar were soooo expensive. I know it's the area but honestly. Usd 14 for a small beer??? That is just a rip off. Btw there is always beer available in the lounge, not just at happy hour

There's a few restaurants in the underground, one is an Indian which does the usual veg option and they speAk English, also a Starbucks is round the corner fro the hotel. 

Would we stay here again, probably not.. 

Lounge hours
Breakfast till 10
Afternoon tea with cakes etc 15:00 - 17.00
Happy hour 18:00-20:00 with snacks. You can fill up if you eat meat and fish but not if you are a vegetarian...
",3,2017/09/21
1,REDACTED,en,173,"Rooms are great, staff is great, but the public areas have ""air cleaners"" that pump out large amounts of perfume which not only gives me a headache but also ruins any dining experience in the open areas (ground floor). There really isn't any need for this extra scent, a simple ozone machine would do fine to keep the air ""clean.""",4,2017/09/20
1,REDACTED,en,174,"It's a good hotel with good service. Room is bigger than the average hotel room in Tokyo. Location is not right at the centre of Shinjuku, probably requires 5-10 minutes walk to where the busiest Shinjuku centre, however, you can still find food easily as restaurants are everywhere in Tokyo anyway.",3,2017/09/20
1,REDACTED,en,175,I stayed in the Hilton for 4 nights while in Tokyo with work. Hotel was beautiful with great conference facilities. Staff were really helpful and friendly. Great location within walking distance to all the shopping. Definitely recommend,5,2017/09/19
1,REDACTED,en,176,"The Hilton Tokyo is located right on a subway line, making it easy to get to anywhere in the city. The rooms are clean and comfortable. The majority of the hotel staff speaks English. The hotel breakfast buffet was delicious and was mostly western food. We really enjoyed our stay.",5,2017/09/19
1,REDACTED,en,177,"I am totally satisfied. This hotel location is pretty close to central station of Tokyo. And their business manner or service is beyond description. Greatly, satisfied and will chose same hotel next time I visit Japan. And I will definitely recommend this hotel to my colleagues or friends for both short or long stay.",5,2017/09/18
1,REDACTED,en,178,Stayed at this hotel. Breakfast is not extensive for vegetarians. They leave the check even before you start eating and never leave a pen for you to sign. Despite being elite member they did not give me late check out time I requested. I stayed there for 8 nights and my flight was at 10 PM I think a hotel like that should give consideration to the elite members in such cases,3,2017/09/17
1,REDACTED,en,179,Fantastic property in Shinjuku! Clean rooms. Excellent staff that cares for their clients and a lounge that is second to none. I had a great time at this hotel. The location is perfect to launch your discovery of Tokyo and it is close to several train stations. Cannot recommend enough!,5,2017/09/17
1,REDACTED,en,180,"I like Hilton's shuttle bus service. It's free and extremely convenient. In addition, the room is great. I checked in in advance on the internet and I can choose high floor by myself. However it's bit expensive per night. Even thought I booked one night via the half-price campaign, it's still very expensive...",5,2017/09/17
1,REDACTED,en,181,"I spent 6 days in Tokyo to go to the Soka Gakkai Hall of the Great Vow visit with friends and see some sites. The room was large and spacious, the staff was unbelievably great. Even though I spoke no Japanese I had no problems, the staff told the taxi driver where I wanted to go (when I took a taxi) and the concierge services explained everything I need to know. I can't say enough about the service or the room.",5,2017/09/17
1,REDACTED,en,182,Rooms were small but doable. Beds are comfortable. Staff is helpful. The restaurants were really expensive and they charged us for a cup of coffee in the morning. Shuttle was great to train station and airport.,4,2017/09/16
1,REDACTED,en,183,"I'm a Hilton Diamond member and have stayed at hotels around the world but I have never met anyone that is as attentive as Waki in the executive lounge. Not only is he attentive, but he is friendly and has engaging personality. My hat is off to the hotel management for such outstanding service.",5,2017/09/16
1,REDACTED,en,184,"Comfortable rooms and toilet arrangement. Only downside was that toilet is just beside the bed separated just by a glass panel, could be loud when using the shower in the middle of the night. But Good sound proofing as couldn't hear anything from outside of room. Hotel staffs were very helpful in the long queue that formed when checking into hotel. Did offer additional information about the food options available in the hotel as well. Saw a long queue for the desert buffet and was told it's very well received. 
Have free shuttle bus that runs every 20 mins to shinjuku station, and it's a very nice option. Many foods and cafe within a 10 min walk as well.",5,2017/09/16
1,REDACTED,en,185,"We stayed for 2 nights on the 38th floor.
The room was spacious, wayyyy too big for 2 people. The decoration was plain and minimum, the room has great view though.

I tried breakfast at the executive lounge, wasn't that impressed. The food was quite average with limited choices.

The hotel is located not far from Shinjuku, it's within walking distance, you can walk to shinjuku in 10 mins or less. Or you could also take the hotel bus to Shinjuku station, the hotel staff can provide you with hotel bus schedule (leaves every 20 mins of i remember correctly)

Another thing i like about the hotel is that it's a airport bus stop, meaning you could hop on the airport bus and go to Narita directly from the hotel. Very convenient",4,2017/09/15
1,REDACTED,en,186,"At the check in, they were kindly offered us an exec floor so no problem what so ever, but I was told that possessing gold member does not necessarily means we are granted to access Exec Lounge.. Humm something I should be thinking in the future.
Otherwise great service, lounge is good, room is good (I like Hilton in Japan, they are old building but they DO look after and renovate them in timely manner).. one thing though, please turn down the music at the breakfast on ground floor.. not everyone want to hear up lifting cheesy jazz on full blast at 6am!!",4,2017/09/15
1,REDACTED,en,187,"I've stayed here for 4 nights and it was fantastic. I like the room quite spacious and the have a mix touch of modern Japanese + traditional Japanese. Nothing to complaint about the room, it was perfectly great for my stay and rest in the room after the long day of work. And view from my room was stunning facing the road and skycrapers with great lighting due to near to Christmas.

The hotel staff are very friendly and helpful, always help you with smile.

The location is near Shinjuku and hotel is providing shuttle bus which is free to mid town Shinjuku which I think very convinience for the guest.

The breakfast was great however not able to spare sometime to try out their restaurant for lunch or dinner. Maybe next time.

Overall I enjoyed my stay here with Hilton.",5,2017/09/15
1,REDACTED,en,188,"Hilton is extremely beautiful and the service is out of this world 
First time in Japan and loved their culture 
People are so respectful and the place is spanking clean 
The Bullet Train is a must goes 180MPH
And you don't feel like going that fast",5,2017/09/14
1,REDACTED,en,189,"There was an issue with the directions upon arrival to Shinjuku station. Little bit of service issues. The location ended up perfect for me to get around. The executive floor lounge had great variety for food and drinks. I wish there more typical items like sushi. It would be difficult to beat this place,",4,2017/09/13
1,REDACTED,en,190,"Looking for a hotel that would work well for business and leisure I booked this hotel based on reviews inc on TripAdvisor. It was/is a great choice as I here now.

From arrival and check in the servoce has been imaculate and generous, the restaurant are some of the best I have seen in any hotel in the world and very popular with Tokyo locals, especially the themed afternoon teas where people come in theme dresss. Speaking with the German Exec Chef Thomas they serve some 400 afternoon teas per day. 

Pool, gym, Exec lounge all good and exceptionally well connected to the Tokyo subway/metro",4,2017/09/13
1,REDACTED,en,191,"A very good three night stay whilst in Tokyo. The Hotel is in a very handy location for all facilities, the hotels free shuttle bus, which runs like clockwork, can have you in the City Centre within minutes . We had a Club Room which was in excellent condition and allowed us access to the Club lounge, a great facility for breakfast, afternoon Tea and Pre dinner drinks and refreshments. The hotel hosts a number of good restaurants and eatery's well worth a look. In all the hotel was very good value for money.
The only downside to my stay and is a warning to others using a Qantas Cash card for payment is: I had the local currency ""Yen"" loaded for payment on my card to pay the bill, I obtained my bill in Yen and payed in full. However this Hotel Group prefer to be payed in US dollars and their system through Mastercard took the other currency's ie US and Australian dollars out of my card instead of the Yen I had authorized, this leaving me with only the Yen for my next bill in another country.
Check fully before you leave, as it is a nightmare after. I have since cut my Qantas Card up.",5,2017/09/11
1,REDACTED,en,192,"Stayed here for 3 nights in sept 2017. Very easy to get to with a bus direct from Narita. The rooms are spacious and spotless, the service extremely good. Delighted to be upgraded to club level where the food and drink as well as the lounge itself were a real bonus. Will def retaurn if in tokyo",5,2017/09/11
1,REDACTED,en,193,"Feel at home, the rooms and other facilities like gym and pool were very comfortable. 
The quality & food variety makes easy a long stay. Different teas an coffees every day.
Walking there are beautiful places to see, park and very close subway station",5,2017/09/11
1,REDACTED,en,194,"Quite a delayed review, I've meaning to get around to writing the reviews for our Japan trip but work kept getting in the way. Anyway, we stayed here at the beginning and end of out tour and the service from start to finish was excellent. We used the limo bus from Haneda airport which was convenient and as to be expected in Japan, very efficient. Check-in was rapid with our room being made available before out allocated time. One thing I can highly recommend is the Japanese breakfast, this requires booking in advance but was absolutely delicious.",5,2017/09/10
1,REDACTED,en,195,"We had booked two nights at this hotel after going around Japan for two weeks and just before our cruise on the Diamond Princess. Well, this hotel is a knockout from the food to the more than friendly service from the wonderful staff. We were booked to leave on Green Tomato and the service when leaving was just as good in leaving as arriving. Breakfast was probably the best we had in all Japan and we stayed at quite a few hotels.Rooms were well appointed and beds very comfortable. The only bit of a pain, it is located in the heart of the business district and had to either get the free shuttle (every 20mins) or get a cab. The shuttle ran like clockwork and was not a real hassle.",5,2017/09/08
1,REDACTED,en,196,"We had a great 2 night stay at the hotel on our 8th time to Tokyo. Location was great, an easy 5 minute walk from Tochomae and Nishi-Shinjuku metro stations and a 15 minute walk from the hustle and bustle of Shinjuku. The surroundings were quiet but we had plenty of options for food and drinks in the area a short walk away. 
Service in the hotel was good and prompt and staff spoke English well so no issues with language barriers there. Gym was well equipped with an adjacent indoor pool and we had a great view with a quiet room on the 18th floor. 
Only negative was that third party sites were offering better rates than the Hilton site, otherwise no other issues that we could think of. Would stay there again the next time round.",5,2017/09/07
1,REDACTED,en,197,"This is one of the best hotels I have stayed, since the service is great, the facility is well maintained and the cleanliness is impeccable. It is a fancy hotel, which is quite expensive, but it was so comfortable staying there. My wife and me stayed for a 7 days and would stay there again.
This hotel is closer to the Haneda airport, than the Narita Airport. It has convenient location to use the metro that gets you anywhere in the city.
If you are a Hilton Diamond you will automatically get upgraded to a luxury suite.",5,2017/09/07
1,REDACTED,en,198,"We had a great stay the the Tokyo Hilton. It is in a great location that is close to transport, great dining options and entertainment. We stayed the last 2 nights of our month long trip and really enjoyed our stay.",5,2017/09/02
1,REDACTED,en,199,"Hilton Tokyo located at Nishishinjuku, Shinjuku, Tokyo, almost at the center of downtown. Its perfect situated quite centrally and provides good walking access to a lot of popular destinations, such the city, and shops and off course good restaurants, the Shinjuku subway station is only a 3 minute walk. The check in was charming and the room was spacious and comfortable with a very comfortable bed, with a nice bathroom. The view was amazing from our 22nd floor, and off course the fitness area was sensational, with a 2 lane lap pool, spa, sauna, and fitness room, all you wanted to keep fit. Generous Breakfast buffet on offer had an incredible range of dishes, both Japanese style and Western. The staff where extremely helpful and friendly, could not do enough for us. This is one of the best hotel in Tokyo. I would absolutely stay here again because of its location and quality for the price. Have no hesitations to recommend to our friends.",5,2017/09/02
1,REDACTED,en,200,"Our one night stay here was awesome. The room was clean, the beds really comfortable, nice bathroom.We had a great view from 22nd floor. If anything is wrong with your stay they will try to fix it, even the zipper on my case! The staff are amongst the best I have encountered anywhere. The fitness area was great, with a 2 lane lap pool, spa( very hot), sauna, fitness room. Breakfast buffet had an incredible range of dishes, both Japanese style and Western. If travelling there I would recommend the easy 3 minute walk from nishi-Shinjuku subway station rather than the much larger and busier Shinjuku. There are shuttles to both airports, reasonably priced. If you want a quiet area, there is a nice park nearby with a small waterfall, turtles, beautiful chiming bells, flowers, very peaceful. Highly recommended hotel!",5,2017/09/01
1,REDACTED,en,201,"The hotel is situated less than 10 minutes away from Shinjuku Station (worlds busiest). With a free shuttle bus from the station (west exit in front of Keio Department Store) to the hotel was a great advantage. 

Arriving at the hotel, staff were friendly and made check-in a breeze. Hotel in general was beautiful with a great atmosphere.

Our room on the 30th floor was immaculate and gave us a great view of the hotels surrounding.

We booked from JAPANiCAN.com which was a lot cheaper than through Hiltons own website.

Definitely recommend if your looking for a great place to stay with great food in Tokyo.

",5,2017/08/28
1,REDACTED,en,202,"From the moment we arrived until the moment we left, this was a first class hotel experience.
Loved the breakfast buffet, it was perfect for my North American breakfast .. and some surprises..... the staff were the best part, so very friendly and helpful and spoke English... I recommend this hotel for a great Shinjuku and Tokyo experience.",5,2017/08/28
1,REDACTED,en,203,"Welcoming and engaging staff on the reception, quick and easy check-in using Hilton online app! 
Gym facilities great, room very clean and well appointed. 
Excellent breakfast but expensive 
Looking forward to my next visit",5,2017/08/27
1,REDACTED,en,204,"This is a wonderful location and a beautiful hotel. The service is superb. There are plenty of restaurants to go and close to subway station near by and plenty of shopping. 

We were offered free upgrade to a Jr. Suite. (I am gold status) However, since they didn't have a king size bed available, we opt to stay in the original reserved room as the size was similarly to the Jr. Suite just with out the extra large sofa. frpnt desk apologized and simply gave us the Execitive Lounge access which is what we were looking for anyway. 
I highly recommend staying here!",5,2017/08/26
1,REDACTED,en,205,"My girlfriend and I had a great stay at the Hilton Tokyo. The hotel is very clean with lots of amenities. What stuck out to me the most was how the staff went out of their way to ensure our stay was as comfortable and enjoyable as possible. The concierge desk especially was extremely helpful in making restaurant reservations prior to our arrival, recommending restaurants during our stay, and even making phone calls to a pharmacy at 5am to ensure the pharmacist understood which medicine I needed when I arrived at the store. I highly recommend this hotel!!",5,2017/08/26
1,REDACTED,en,206,"Comfortable hotel with great amenities to the usual Hilton high standard
Walking distance to underground station with access to all of Tokyo and walking distance to the main shopping district of Shinjuku.
Surrounded by restaurants with endless dining options.
Another great Hilton experience.",5,2017/08/26
1,REDACTED,en,207,"love this hotel. the staff are awesome and friendly. the breakfast downstairs is very nice as well. the rooms are very clean and quiet. It is in an awesome location and has a nice bus that you can take to Shinjuku, though it is a pleasant 25 min or so walk to the area. lots of great food and things to do in the area. my only issue was with the lounge it was always very crowded, and even the ""diamond"" lounge was very crowded. but this is a petty gripe. The hotel and staff are awesome and I will definitely be back.",4,2017/08/25
1,REDACTED,en,208,"I was in Tokyo by the end of May and I spent 5 nights at this Hilton property. In short it was an excellent stay. The hotel is well located, just a short walk to the public transport and Shinjuku Station (a shuttle bus is also available) and also part of the Limousine Bus Stops from Narita. Modern, efficient and clean. The staff is wonderful: always ready to help with a smile and the right tip. For those with an Executive Room, check-in and check-out formalities can be arranged in the executive lounge on the 38th Floor. The room was very well kept and very cleans, the bed very comfy and the view amazing. The lounge provides excellent refreshments and great breakfast (egg dishes are cooked on demand and served at your table) with a breathtaking panorama on the surrounding skyline. The Pub downstairs is a nice meeting point with live music and a nice selection of drinks, the steakhouse was nice with an impressive setting though I had better steaks to be honest.
A gym is also part of the establishment as well as a PC corner
Thanks to the Japanese hospitality my stay was just perfect; I felt safe and well looked after. I will definitely be back again when in town and with no doubt I can recommend this hotel to anyone.",5,2017/08/25
1,REDACTED,en,209,"This is my first stay in Hilton Tokyo. Great location, service and environment but doesn't mean it is not a busy hotel. The first day we checked in and we already gave them a big problem to solve. My friend forget to bring his daily medicine and needs to get those in Tokyo. Luckily we met Ernesto , the guest relationship manager and he gave us a great help. Arranged him to see a doctor and to get the prescribed meds. This let us to have a really relax 6 days holidays in Japan. Ernesto even worked overtime to make sure everything alright! Also the whole team in Hilton made us a pleasant stay.",5,2017/08/25
1,REDACTED,en,210,Very nice stay in comfort room on 34 floor. Super breakfasts in continental and japanese styles. Helpful staff and Best sushi bar. Close to metro station and perfect connection with airports using limousine bus,5,2017/08/25
1,REDACTED,en,211,"Suite at the top floor. Great view from 38th fl, the suite is large, very quiet (even the air con makes absolutely no noise) with excellent bedding. A little disappointed by the exec lounge, which is very crowded and offers a limited choice of food and drinks.",4,2017/08/22
1,REDACTED,en,212,"Loved Hilton Tokyo. Really close to everything but at a quiet part of town. All employees were extremely nice and helpful. Gym is very modern and pool was small but great. Airport Limousine bus dropped us at the hotel. Breakfast was amazing. Nothing to complaint, we will come back",5,2017/08/21
1,REDACTED,en,213,"The Hilton Tokyo places a decisive emphasis on guest experience. From the moment you are greeted at the curb to the day you bid farewell, you and your experience of the property is the staff's top priority.

Rooms are well appointed in an understated and tasteful way. The desks are spacious for work and have good lighting. Bedding is lush and the pillows are very good. The washrooms are fantastic (as one would expect in Japan) featuring a Toto Washlet, a lively shower and a deep, relaxing tub.

The cocktail lounge on the hotel mezzanine is not its strong suit, but there is so much else to do in Tokyo that you shouldn't be spending all your time in the hotel anyway. Although, I would suggest a few nice drinks in St-George's Bar in the lobby - it's quite an interior design experience.

Before heading out for a night on the city, pop by and see the nattily clad concierges for recommendations and hand written notes that you can show your cab driver so that you get to your destination (and back to the Hilton!)

You'll be sad to say goodbye to the warm and friendly staff at the Tokyo Hilton, but if they've done their job right (and in my experience they always do) you'll surely be back again soon.",4,2017/08/20
1,REDACTED,en,214,"When i started my visit to Japan. I was scared by everyone that its very expensive. Yes it is of you are not wise! I was wise and got Hilton Tokyo a bit at higher cost. But then be wise and search for more options. You will get many budget luxurious hotels in good price. Eat wise and travel wise and you save money for sure. Hilton was really nice to me. Gave me early check in at 8am and late check out (On request). The breakfast is awesome!
Japan is a country full of enthusiasm and colors.",4,2017/08/20
1,REDACTED,en,215,"The Hotel is located in the mid of Shinjuku, one of the major business centers of Tokyo. It´s a modern and clean Hotel with Restaurants, Tennis place on a Roof and Meeting rooms. The Restaurants are expensive, but the meal is good. Close to the Hotel are lot of other opportunities to have dinner for an appropriate price. The Train Station Shinjuku is one of the larger staions with Trains in each direction and it is very conveniant to get around.",4,2017/08/18
1,REDACTED,en,216,"Pros:
+ Very clean
+ Amazing staff (I struggled a bit but we managed to communicate in Japanese, Chinese and English)
+ Very convenient limousine bus to the airport.
+ They allowed me to stay a bit late (check out) given that I participate on the honors program.
+ Delicious food.
+ Bedding is just top tier at Hilton hotels, both here and in Osaka.

Cons:
- Some of the furniture looked a bit outdated.",4,2017/08/18
1,REDACTED,en,217,"We had a really good stay here !Our son lives here and works nearby so he could come for dinner out with us several times. We had a BIG room on the 36th floor with a wonderful view, enormous bed,slept great each night!The only thing I could fault in the room is not loads of space.This would not bother me ,but we stayed a long 10 days. I do not think most folks stay that long just in Tokyo itself.Eyeland across the street had loads of restaurants, the hgotel has a shuttle to the Shinjuku Train station that takes 5 minutes to get there, and next to that are worlds of department stores.The weather was horrible(August always is) but the room was cool and refreshing. I used the pool and that was great too. Staff is friendly. The breakfast is probably the best I have ever had in a Hilton,which are always good!
The only things I was not crazy about were in the lobby. It is a huge hotel and huge lobby,and there are 9 bench seats and one chair.People do not sit here after shopping or have a visit.Some friends came for me and we had to go directly out in the heat.The other thing was the super lemony tea smell in the lobby, like a beauty parlor hair spray in the 50s.. Horrible. Rooms had no smell,thank heavens,LOL.My husband went to a conference for 5 days a couple blocks away, perfect easy walk.",5,2017/08/17
