keyword,translated_keyword,0: All Prices,1: 0 to 2500,2: 2500 to 5000 yen,"3: 5000 to 10,000 yen","4: 10,000 to 15,000 yen","5: 15,000 to 20,000 yen","6: 20,000 to 30,000 yen","7: 30,000 to 50,000 yen","8: 50,000 to 100,000 yen","9: 100,000 to 200,000 yen"
中文,Chinese,1582,0,37,471,682,58,273,33,28,0
五星级,Five star,226,0,0,17,48,18,107,15,21,0
五星级 品质,Five-star quality,2,0,0,0,0,0,0,0,0,0
五星级 大堂,Five-star lobby,2,0,0,0,2,0,0,0,0,0
五星级 宾馆,Five-star hotel,4,0,0,0,0,0,3,0,0,0
五星级 房间,Five-star room,2,0,0,0,0,0,2,0,0,0
五星级 标准,Five-star standard,11,0,0,0,0,2,9,0,0,0
五星级 水平,Five-star level,3,0,0,0,0,0,2,0,0,0
五星级 酒店,five star hotel,155,0,0,12,28,11,74,14,16,0
交通,traffic,6966,0,255,2379,2681,280,1148,101,122,0
享用,Enjoy,58,0,0,21,7,15,13,2,0,0
人员,personnel,1816,0,98,640,495,100,362,52,69,0
价格,price,3028,0,198,1184,878,184,440,55,89,0
住,live,12528,0,454,3898,3966,784,2778,265,383,0
便利,convenient,2847,0,104,978,1080,113,461,46,65,0
便利 中心,Convenience Center,3,0,0,0,0,0,2,0,0,0
便利 交通,Convenient transportation,1715,0,60,569,662,73,283,26,42,0
便利 份,Convenience,2,0,0,0,0,0,0,0,0,0
便利 优点,Convenience,3,0,0,0,2,0,0,0,0,0
便利 位置,Convenient location,184,0,13,72,59,7,25,3,5,0
便利 公交车,Convenience,3,0,0,0,2,0,0,0,0,0
便利 出行,Convenience,96,0,3,45,27,3,15,2,0,0
便利 卫生,Convenience and hygiene,2,0,0,0,0,0,0,0,0,0
便利 吃住行,Convenience,4,0,0,4,0,0,0,0,0,0
便利 吃饭,Convenience,19,0,0,7,7,0,4,0,0,0
便利 周围,Convenience,14,0,0,9,3,0,0,0,0,0
便利 周边,Convenience,26,0,0,15,8,2,0,0,0,0
便利 商场,Convenience shopping mall,3,0,0,0,2,0,0,0,0,0
便利 商店,Convenience store,3,0,0,0,3,0,0,0,0,0
便利 地方,Convenient place,10,0,0,4,4,2,0,0,0,0
便利 地段,Convenience,5,0,0,0,3,0,0,0,0,0
便利 地点,Convenient location,4,0,0,0,2,0,0,0,0,0
便利 地铁,Convenient subway,9,0,0,0,5,0,2,0,0,0
便利 地铁站,Convenient subway station,6,0,0,0,5,0,0,0,0,0
便利 大巴,Convenient bus,6,0,0,0,6,0,0,0,0,0
便利 家,Convenience,3,0,0,0,0,0,0,0,0,0
便利 对面,Convenient opposite,5,0,0,0,4,0,0,0,0,0
便利 屋,Convenience,3,0,0,0,3,0,0,0,0,0
便利 巴士,Convenient bus,4,0,0,2,0,0,0,0,0,0
便利 巴士站,Convenient bus stop,2,0,0,0,2,0,0,0,0,0
便利 店,Convenience store,11,0,0,4,3,0,0,0,0,0
便利 度,Convenience,2,0,0,0,0,2,0,0,0,0
便利 房间,Convenience Room,8,0,0,2,5,0,0,0,0,0
便利 早餐,Convenience breakfast,2,0,0,0,0,0,0,0,0,0
便利 服务,Convenience service,5,0,0,0,0,0,4,0,0,0
便利 机场,Convenience airport,3,0,0,0,2,0,0,0,0,0
便利 楼下,Convenient downstairs,3,0,0,0,2,0,0,0,0,0
便利 步行,Convenient on foot,3,0,0,0,3,0,0,0,0,0
便利 热情,Convenience and passion,2,0,0,0,0,0,2,0,0,0
便利 环境,Convenient environment,8,0,0,3,4,0,0,0,0,0
便利 生活,Convenient life,12,0,0,5,5,0,2,0,0,0
便利 站,Convenience station,2,0,0,2,0,0,0,0,0,0
便利 罗森,Convenience Rosen,3,0,0,2,0,0,0,0,0,0
便利 美食,Convenience,2,0,0,0,0,0,0,0,0,0
便利 设施,Conveniences,6,0,0,3,2,0,0,0,0,0
便利 购物,Convenience shopping,83,0,0,23,46,2,10,0,0,0
便利 超市,Convenience supermarket,4,0,0,2,2,0,0,0,0,0
便利 车站,Convenient station,3,0,0,2,0,0,0,0,0,0
便利 酒店,Convenience Hotel,45,0,2,15,17,0,9,0,0,0
便利 重要,Convenient important,3,0,0,0,2,0,0,0,0,0
便利 铁线,Convenience,2,0,0,0,2,0,0,0,0,0
便利 附近,Convenient nearby,5,0,0,3,0,0,0,0,0,0
便利 餐饮,Convenience,15,0,0,0,12,0,0,0,0,0
便利 饮食,Convenience,4,0,0,3,0,0,0,0,0,0
便利 鸡,Convenience chicken,2,0,0,0,2,0,0,0,0,0
冷淡 多,Much colder,3,0,0,0,3,0,0,0,0,0
出行,Travel,2555,0,93,855,943,97,482,30,55,0
华人,Chinese,33,0,2,8,12,0,9,0,0,0
卫生,health,2564,0,169,1153,819,77,291,30,24,0
可以,can,9551,0,575,3249,2793,795,1774,154,211,0
吃,eat,3431,0,149,1146,1024,459,524,62,67,0
周边,Surrounding,3421,0,148,1190,1082,288,586,70,57,0
园林,garden,9,0,0,4,0,0,2,0,0,0
地方,local,2431,0,130,866,775,167,408,42,43,0
地理,geography,4131,0,168,1465,1572,164,641,50,71,0
地铁,subway,5018,0,189,1885,1881,140,781,54,88,0
地铁站,subway station,3433,0,168,1288,1213,82,558,54,70,0
坐,sit,2412,0,147,871,741,170,425,23,35,0
塔楼,tower,29,0,0,2,13,0,0,13,0,0
多,many,6094,0,259,1987,1879,541,1186,107,135,0
多 一,One more,2,0,0,0,2,0,0,0,0,0
多 下面,More below,2,0,0,0,0,0,0,0,0,0
多 东西,Many things,122,0,7,41,45,12,11,0,6,0
多 中国,Much China,2,0,0,0,2,0,0,0,0,0
多 之类,Many things,2,0,0,0,0,0,0,0,0,0
多 乘客,Multiple passengers,2,0,0,0,2,0,0,0,0,0
多 买,Buy more,4,0,0,0,3,0,0,0,0,0
多 交通,More traffic,2,0,0,2,0,0,0,0,0,0
多 交通费,More transportation,2,0,0,0,0,0,2,0,0,0
多 京都,Much Kyoto,2,0,0,2,0,0,0,0,0,0
多 亮点,Many highlights,4,0,0,0,0,0,0,0,0,0
多 人,Multiple people,451,0,11,90,146,63,127,9,5,0
多 人员,Multiple people,9,0,0,5,0,0,2,0,0,0
多 人士,Many people,6,0,4,0,0,0,0,0,0,0
多 人数,More people,8,0,0,6,0,0,0,0,0,0
多 人间,Multiple room,2,0,0,0,0,0,0,0,0,0
多 什么,More what,3,0,0,0,0,0,0,0,0,0
多 价,Multi-price,3,0,2,0,0,0,0,0,0,0
多 价格,Much price,10,0,0,3,5,0,0,0,0,0
多 优点,Many advantages,5,0,0,2,0,0,2,0,0,0
多 位置,Multiple locations,11,0,0,0,5,0,5,0,0,0
多 住,Live more,17,0,0,9,6,0,0,0,0,0
多 住宿,Multiple accommodation,2,0,0,0,0,0,0,0,0,0
多 便利店,Convenience store,10,0,0,6,0,2,0,0,0,0
多 公交,Multiple bus,4,0,0,4,0,0,0,0,0,0
多 公交车,Multiple buses,5,0,0,2,2,0,0,0,0,0
多 公司,Multiple company,4,0,0,0,0,0,2,0,0,0
多 公园,Multiple park,2,0,0,0,0,0,0,0,0,0
多 内地,Much Mainland,2,0,0,0,0,0,2,0,0,0
多 内容,Much content,10,0,0,2,5,0,3,0,0,0
多 冤枉路,Much wrong way,2,0,0,0,0,0,0,0,0,0
多 出口,More export,6,0,0,3,0,0,2,0,0,0
多 出差,More business trip,3,0,0,0,3,0,0,0,0,0
多 出门,Go out more,4,0,0,0,0,0,0,0,0,0
多 分钟,Many minutes,38,0,0,13,10,8,7,0,0,0
多 办公室,Multiple office,2,0,0,2,0,0,0,0,0,0
多 办公楼,Office building,2,0,0,0,0,0,0,0,0,0
多 区,Multi-zone,3,0,0,0,0,0,2,0,0,0
多 华人,Many Chinese,2,0,0,2,0,0,0,0,0,0
多 单人间,Multiple Single Room,2,0,0,0,0,0,0,0,0,0
多 卫生,Much health,5,0,0,4,0,0,0,0,0,0
多 卫生间,Multiple toilets,2,0,0,0,0,0,0,0,0,0
多 原因,Many reasons,2,0,0,0,0,0,0,0,0,0
多 去,More go,3,0,0,2,0,0,0,0,0,0
多 口感,More taste,3,0,0,0,0,0,3,0,0,0
多 台湾人,Many Taiwanese,2,0,0,0,0,0,0,0,0,0
多 台阶,Multiple steps,2,0,0,2,0,0,0,0,0,0
多 吃,Eat more,168,0,8,62,67,10,17,2,2,0
多 吃喝玩乐,Eat and drink more,6,0,0,2,0,2,0,0,0,0
多 吃饭,Eat more,27,0,4,9,11,0,2,0,0,0
多 同胞,Multiple siblings,3,0,0,0,2,0,0,0,0,0
多 后面,Much back,2,0,0,0,0,0,0,0,0,0
多 周围,Around,26,0,0,10,10,0,5,0,0,0
多 周边,Surrounding,58,0,0,18,26,3,9,0,0,0
多 咖啡,More coffee,2,0,0,0,0,0,0,0,0,0
多 咖啡馆,Multiple cafe,2,0,0,0,2,0,0,0,0,0
多 品牌,Multiple brands,5,0,0,0,2,0,2,0,0,0
多 品种,multi breed,190,0,4,76,59,19,26,5,0,0
多 品类,Multiple categories,4,0,0,3,0,0,0,0,0,0
多 商业街,Many commercial streets,2,0,0,0,0,0,0,0,0,0
多 商场,Many malls,49,0,0,14,21,4,10,0,0,0
多 商城,Multiple mall,5,0,0,0,5,0,0,0,0,0
多 商家,Multiple businesses,5,0,0,3,2,0,0,0,0,0
多 商店,Multiple stores,26,0,0,10,11,0,3,0,0,0
多 商户,Multiple merchants,2,0,0,0,0,0,2,0,0,0
多 商铺,Multiple shops,3,0,0,0,0,0,0,0,0,0
多 团队,Multiple team,8,0,0,3,3,0,2,0,0,0
多 国人,Multinational,8,0,0,0,4,0,2,0,0,0
多 国内,Domestic,2,0,0,0,0,0,2,0,0,0
多 国家,Many countries,2,0,0,0,2,0,0,0,0,0
多 地方,Many places,298,0,14,103,101,19,51,5,5,0
多 地点,Multiple locations,2,0,0,0,0,0,0,0,0,0
多 地铁,More subway,6,0,0,0,5,0,0,0,0,0
多 地铁站,Multiple subway station,2,0,0,0,0,0,0,0,0,0
多 块,Multiple pieces,6,0,0,2,2,0,2,0,0,0
多 处,Many places,4,0,0,3,0,0,0,0,0,0
多 外国人,Many foreigners,14,0,0,3,6,0,3,0,0,0
多 大,How big,6,0,0,0,2,0,0,0,0,0
多 大堂,Multiple lobby,2,0,0,0,0,0,0,0,0,0
多 大巴,How big bus,2,0,0,0,2,0,0,0,0,0
多 女士,Multiple ladies,2,0,0,0,2,0,0,0,0,0
多 好,Much good,2,0,0,2,0,0,0,0,0,0
多 好吃,So delicious,16,0,0,6,6,2,2,0,0,0
多 好评,Much praise,4,0,0,0,0,2,0,0,0,0
多 子,Many sons,4,0,0,0,3,0,0,0,0,0
多 学生,Multiple students,5,0,0,2,3,0,0,0,0,0
多 孩子,Many kids,3,0,0,0,0,0,2,0,0,0
多 客,Many customers,8,0,0,0,4,2,0,0,0,0
多 客人,Multiple guests,62,0,0,15,20,3,23,0,0,0
多 家庭,Multiple families,2,0,0,0,0,0,0,0,0,0
多 宽敞,Much spacious,2,0,0,0,0,0,0,0,0,0
多 小吃,Multiple snacks,7,0,0,2,0,0,3,0,0,0
多 小吃店,Multiple snack bar,9,0,0,8,0,0,0,0,0,0
多 小店,Many small shops,8,0,0,5,2,0,0,0,0,0
多 小时,More hours,2,0,0,0,2,0,0,0,0,0
多 小酒店,Much small hotel,2,0,0,0,0,2,0,0,0,0
多 小酒馆,Much tavern,2,0,0,0,0,0,0,0,0,0
多 就餐,Eat more,2,0,0,0,0,0,2,0,0,0
多 层,Multi-layer,3,0,0,0,2,0,0,0,0,0
多 居酒屋,Multiple izakaya,26,0,0,16,6,0,3,0,0,0
多 巨,Much huge,2,0,0,0,0,0,2,0,0,0
多 希尔顿,Multiple hilton,2,0,0,0,0,0,0,0,0,0
多 平方,Multi square,2,0,0,0,0,0,0,0,0,0
多 平米,Multiple square meters,7,0,0,0,0,0,2,0,4,0
多 床,Multiple beds,3,0,0,2,0,0,0,0,0,0
多 店,Multi shop,152,0,7,72,49,4,20,0,0,0
多 店家,Many stores,3,0,0,0,0,0,0,0,0,0
多 店铺,Multiple shops,9,0,0,6,3,0,0,0,0,0
多 建筑,Multiple buildings,3,0,0,0,0,0,0,0,0,0
多 开,More open,2,0,0,0,0,2,0,0,0,0
多 态度,More attitude,3,0,0,2,0,0,0,0,0,0
多 性价比,Much cost-effective,3,0,0,0,0,0,0,0,0,0
多 情况,Many situations,4,0,0,0,2,0,0,0,0,0
多 想象,More imagination,2,0,0,0,0,0,2,0,0,0
多 感觉,Feel more,6,0,0,0,3,0,2,0,0,0
多 我们,Much we,3,0,0,0,0,0,0,0,0,0
多 房,Multiple rooms,11,0,0,5,5,0,0,0,0,0
多 房价,Multiple house prices,8,0,0,3,2,0,2,0,0,0
多 房费,More room rate,2,0,0,2,0,0,0,0,0,0
多 房间,Multiple rooms,56,0,4,18,13,5,16,0,0,0
多 折扣,More discount,5,0,0,0,5,0,0,0,0,0
多 指示,More instructions,2,0,0,0,2,0,0,0,0,0
多 插座,Multiple sockets,4,0,0,3,0,0,0,0,0,0
多 改进,More improvement,2,0,0,0,0,0,0,0,0,0
多 数,Most,2,0,0,0,0,0,0,0,0,0
多 数量,Much quantity,2,0,0,0,0,0,2,0,0,0
多 新宿站,Shinjuku Station,3,0,0,0,0,0,3,0,0,0
多 方,Multiple,2,0,0,2,0,0,0,0,0,0
多 方便,Much convenient,10,0,0,3,4,0,2,0,0,0
多 方面,Many aspects,4,0,0,3,0,0,0,0,0,0
多 旁边,Much beside,6,0,0,0,3,0,0,0,0,0
多 旅客,Multiple travelers,5,0,0,0,5,0,0,0,0,0
多 旅游团,Multiple tours,3,0,0,0,0,0,0,0,0,0
多 旅行团,Multiple tours,10,0,0,2,5,0,3,0,0,0
多 日元,Much yen,13,0,0,2,0,0,9,0,0,0
多 日币,Multi Japanese Yen,6,0,0,0,2,2,0,0,0,0
多 日本,Much japan,2,0,0,0,0,0,0,0,0,0
多 早餐,Multiple breakfast,17,0,0,9,2,2,2,0,0,0
多 早饭,More breakfast,3,0,0,2,0,0,0,0,0,0
多 时候,Many times,8,0,0,4,2,0,0,0,0,0
多 时间,Much time,9,0,0,2,3,0,3,0,0,0
多 星,Many stars,2,0,0,0,2,0,0,0,0,0
多 晚,How late,2,0,0,0,0,0,2,0,0,0
多 景点,Multiple attractions,16,0,7,2,2,4,0,0,0,0
多 有,Many have,3,0,0,0,0,0,0,0,3,0
多 朋友,Many friends,8,0,0,0,6,0,0,0,0,0
多 服务,Multiple services,9,0,0,3,6,0,0,0,0,0
多 服务员,Multiple waiters,6,0,0,0,3,0,2,0,0,0
多 本身,Much itself,2,0,0,0,0,0,0,0,0,0
多 机场,Multiple airport,2,0,0,0,0,0,0,0,0,0
多 李,Much lee,2,0,0,0,2,0,0,0,0,0
多 来,More come,3,0,0,2,0,0,0,0,0,0
多 样子,Much look,4,0,0,0,0,2,0,0,0,0
多 样式,Multiple styles,2,0,0,0,0,0,0,0,0,0
多 桥,Multi bridge,2,0,0,0,2,0,0,0,0,0
多 楼,Multi floor,3,0,0,0,0,0,0,0,0,0
多 楼下,Downstairs,3,0,0,0,0,0,2,0,0,0
多 款式,multiple styles,4,0,0,0,0,0,0,0,0,0
多 步行,More walking,5,0,2,3,0,0,0,0,0,0
多 水,Much water,3,0,0,2,0,0,0,0,0,0
多 水果,Multiple fruits,6,0,0,0,3,0,0,0,0,0
多 沙滩,Much beach,2,0,0,0,0,0,0,0,0,0
多 洋人,Many foreigners,2,0,0,0,0,0,0,0,0,0
多 活动,Multiple activities,2,0,0,0,0,2,0,0,0,0
多 流浪汉,Multiple tramp,3,0,2,0,0,0,0,0,0,0
多 游客,Many tourists,47,0,0,8,22,2,12,0,0,0
多 潮,Much tide,2,0,0,2,0,0,0,0,0,0
多 灰尘,Dusty,2,0,0,2,0,0,0,0,0,0
多 物品,Multiple items,2,0,0,2,0,0,0,0,0,0
多 特色,Many features,2,0,0,0,0,0,0,0,0,0
多 玩,Play more,5,0,0,0,3,0,0,0,0,0
多 环境,Multiple environment,2,0,0,0,0,0,0,0,0,0
多 班次,Multiple shifts,13,0,0,0,9,0,0,0,0,0
多 班车,Multiple shuttle,7,0,0,0,0,0,6,0,0,0
多 用品,More supplies,3,0,0,0,0,0,0,0,0,0
多 电梯,Multiple elevators,3,0,0,0,3,0,0,0,0,0
多 百货,Department store,5,0,0,0,3,0,2,0,0,0
多 真,How true,6,0,0,4,0,0,0,0,0,0
多 种类,Many kinds,95,0,6,40,24,6,16,2,0,0
多 空间,Multiple space,6,0,0,2,0,0,2,0,0,0
多 站,More stations,3,0,0,2,0,0,0,0,0,0
多 箱子,Multiple boxes,3,0,0,2,0,0,0,0,0,0
多 米,Many meters,12,0,2,6,3,0,0,0,0,0
多 类,Multiple types,7,0,0,3,0,0,2,0,0,0
多 线,Multi-line,2,0,0,2,0,0,0,0,0,0
多 线路,Multiple lines,13,0,0,5,7,0,0,0,0,0
多 缘故,More sake,2,0,0,0,2,0,0,0,0,0
多 缺点,Many disadvantages,5,0,0,0,0,2,2,0,0,0
多 美人,How beautiful,4,0,0,0,0,0,2,0,0,0
多 美女,Many beauties,4,0,0,0,2,0,0,0,0,0
多 美食,More gourmet,36,0,0,13,7,5,7,0,4,0
多 老外,Much foreigner,9,0,0,4,2,0,0,0,2,0
多 老年人,Multiple elderly,2,0,0,2,0,0,0,0,0,0
多 肥牛,More fat cow,2,0,0,0,0,0,2,0,0,0
多 背包客,Multiple backpackers,2,0,0,0,2,0,0,0,0,0
多 花样,Multiple,5,0,0,0,0,3,0,0,0,0
多 药妆,Multiple cosmeceuticals,3,0,0,2,0,0,0,0,0,0
多 药店,Multiple pharmacies,3,0,0,0,2,0,0,0,0,0
多 菜,More dishes,3,0,0,0,0,0,0,0,0,0
多 菜品,More dishes,2,0,0,0,0,0,2,0,0,0
多 蔬菜,More vegetables,3,0,0,3,0,0,0,0,0,0
多 行李,Much luggage,105,0,10,31,42,3,17,2,0,0
多 街,Multiple street,2,0,0,0,0,0,0,0,0,0
多 衣服,Multiple clothes,3,0,0,0,2,0,0,0,0,0
多 衣柜,Multiple wardrobe,2,0,0,0,0,0,0,0,0,0
多 西,Dorsey,2,0,0,0,0,0,0,0,0,0
多 设施,Multiple facilities,24,0,0,6,8,5,5,0,0,0
多 话,Chatty,40,0,8,16,4,6,4,2,0,0
多 购物,More shopping,5,0,0,0,3,0,0,0,0,0
多 购物点,More shopping spots,8,0,0,2,6,0,0,0,0,0
多 超市,Multi supermarket,23,0,0,13,4,0,4,0,0,0
多 距离,Multiple distance,3,0,0,2,0,0,0,0,0,0
多 路,Multiple,5,0,0,3,0,0,0,0,0,0
多 路线,Multiple routes,2,0,0,2,0,0,0,0,0,0
多 车,Multiple cars,2,0,0,0,0,0,0,0,0,0
多 车子,Many cars,2,0,0,0,0,0,0,0,0,0
多 车次,Multiple trains,4,0,0,0,3,0,0,0,0,0
多 车站,More station,3,0,0,3,0,0,0,0,0,0
多 边上,Much side,6,0,0,3,0,0,2,0,0,0
多 选择,multiple choice,94,0,2,21,32,11,18,7,3,0
多 选择性,Multiple selectivity,2,0,0,0,2,0,0,0,0,0
多 选项,Multiple options,2,0,0,0,0,0,0,0,0,0
多 逛,More shopping,10,0,0,3,6,0,0,0,0,0
多 道顿堀,Dotonbori,2,0,0,2,0,0,0,0,0,0
多 配套,More matching,4,0,0,0,3,0,0,0,0,0
多 酒吧,Multiple bars,4,0,0,0,3,0,0,0,0,0
多 酒店,Multiple hotels,78,0,3,27,23,6,17,0,2,0
多 酒馆,Multiple pub,2,0,0,2,0,0,0,0,0,0
多 里面,Much inside,5,0,0,0,5,0,0,0,0,0
多 量,A lot,2,0,0,0,0,2,0,0,0,0
多 钟,Many bells,2,0,0,2,0,0,0,0,0,0
多 钱,Rich,4,0,0,0,0,0,2,0,0,0
多 银座,More Ginza,2,0,0,0,0,0,0,0,0,0
多 门口,Multiple doorways,3,0,0,0,0,0,0,0,0,0
多 问题,Multiple problems,2,0,0,0,0,0,0,0,0,0
多 附近,Many nearby,14,0,2,4,4,0,4,0,0,0
多 面积,Much area,3,0,0,0,0,0,0,0,0,0
多 项目,Multiple items,10,0,0,0,3,7,0,0,0,0
多 预算,More budget,2,0,0,0,0,0,0,0,0,0
多 频道,Multiple channels,3,0,0,0,0,0,0,0,0,0
多 风景,Many scenery,2,0,0,0,0,0,0,0,0,0
多 食店,Many restaurants,3,0,0,0,2,0,0,0,0,0
多 食物,More food,2,0,0,0,0,0,0,0,0,0
多 食肆,Many restaurants,3,0,0,2,0,0,0,0,0,0
多 餐厅,Multiple restaurants,82,0,0,17,27,7,28,0,0,0
多 餐饮,More meals,24,0,0,11,6,0,6,0,0,0
多 餐饮店,Many restaurants,6,0,0,5,0,0,0,0,0,0
多 餐馆,Many restaurants,36,0,0,14,17,3,2,0,0,0
多 饭店,Many restaurants,60,0,2,24,19,12,3,0,0,0
多 饭馆,Many restaurants,16,0,2,8,5,0,0,0,0,0
多 饮料,Multiple drinks,2,0,0,0,2,0,0,0,0,0
多 饮食,More diet,4,0,0,0,2,0,0,0,0,0
多 饮食店,Many restaurants,11,0,0,4,7,0,0,0,0,0
多 高楼,Many tall buildings,4,0,0,0,2,0,2,0,0,0
多 ！！,many ! !,2,0,0,0,0,0,0,0,0,0
大,Big,10855,0,514,3628,3163,784,2249,221,296,0
大 1,Big 1,13,0,0,0,8,4,0,0,0,0
大 2,Big 2,3,0,0,0,0,0,2,0,0,0
大 a,Big a,3,0,0,0,0,0,0,0,3,0
大 c,Big c,2,0,0,2,0,0,0,0,0,0
大 l,Large l,8,0,0,3,2,0,2,0,0,0
大 o,Big o,3,0,0,2,0,0,0,0,0,0
大 r,Big r,3,0,0,0,2,0,0,0,0,0
大 s,Big s,2,0,0,0,0,2,0,0,0,0
大 t,Big t,2,0,0,0,0,0,0,0,0,0
大 一,Big one,96,0,5,39,32,8,12,0,0,0
大 一些,Bigger,12,0,0,5,5,0,0,0,0,0
大 一如既往,Big as always,2,0,0,0,0,0,0,0,0,0
大 一点,bigger,4,0,0,2,0,0,0,0,0,0
大 一点点,Big a little bit,3,0,0,0,2,0,0,0,0,0
大 上,Big up,3,0,0,0,0,0,2,0,0,0
大 不少,A lot,3,0,0,0,2,0,0,0,0,0
大 不足,Big insufficient,6,0,0,0,3,2,0,0,0,0
大 不错,Big good,4,0,0,0,0,0,0,0,0,0
大 世界,Big world,4,0,3,0,0,0,0,0,0,0
大 东,Dadong,3,0,0,0,2,0,0,0,0,0
大 东京,Greater Tokyo,4,0,0,0,0,0,2,0,0,0
大 东西,Big stuff,2,0,0,0,2,0,0,0,0,0
大 两,Big two,12,0,0,3,5,0,0,0,0,0
大 个,Big one,2,0,0,2,0,0,0,0,0,0
大 中华,Greater China,3,0,0,0,2,0,0,0,0,0
大 中国,Great China,2,0,0,0,0,0,0,0,0,0
大 中心,Big center,30,0,0,11,7,9,3,0,0,0
大 中转站,Big transfer station,3,0,0,0,2,0,0,0,0,0
大 主楼,Main building,4,0,0,0,2,0,0,0,0,0
大 书店,Big bookstore,2,0,0,0,0,0,0,0,0,0
大 了,Big,2,0,0,0,2,0,0,0,0,0
大 井町,Oimachi,3,0,0,3,0,0,0,0,0,0
大 井町站,Oimachi Station,4,0,0,4,0,0,0,0,0,0
大 些,bigger,6,0,0,2,3,0,0,0,0,0
大 交通,Big traffic,5,0,0,0,4,0,0,0,0,0
大 享受,Great enjoyment,4,0,0,0,3,0,0,0,0,0
大 京都,Greater Kyoto,5,0,0,4,0,0,0,0,0,0
大 京都站,Kyoto Station,5,0,0,5,0,0,0,0,0,0
大 亮点,Big highlights,29,0,0,10,4,3,9,2,0,0
大 人,grown ups,26,0,0,6,10,2,6,0,0,0
大 人员,Large staff,4,0,0,0,0,0,2,0,0,0
大 人家,Lord,2,0,0,2,0,0,0,0,0,0
大 人间,Big world,18,0,0,8,3,0,4,0,0,0
大 什么,Big what,2,0,0,0,0,0,0,0,0,0
大 仓,Okura,21,0,0,2,0,2,15,0,0,0
大 件,Large piece,3,0,0,0,0,0,0,0,0,0
大 价,Big price,2,0,0,0,0,0,0,0,0,0
大 价位,Big price,2,0,0,0,0,0,0,0,0,0
大 价格,Big price,15,0,0,9,2,2,2,0,0,0
大 优势,Big advantage,39,0,5,10,18,0,6,0,0,0
大 优点,Big advantage,31,0,2,14,13,0,2,0,0,0
大 位置,Great location,15,0,0,5,5,2,0,0,0,0
大 住,Big live,16,0,0,9,5,0,0,0,0,0
大 余地,Large room,10,0,0,2,0,0,5,0,0,0
大 便利,Great convenience,20,0,0,10,6,0,4,0,0,0
大 停车场,Large parking lot,3,0,0,0,2,0,0,0,0,0
大 公交,Big bus,3,0,0,3,0,0,0,0,0,0
大 公司,big company,20,0,0,7,6,0,6,0,0,0
大 公园,Big park,9,0,0,2,0,0,4,0,0,0
大 公寓,Large apartment,2,0,0,0,2,0,0,0,0,0
大 关系,Big relationship,2,0,0,0,0,0,0,0,0,0
大 关键,Big key,6,0,0,4,0,0,0,0,0,0
大 冬天,Big winter,12,0,0,8,2,0,0,0,0,0
大 冰箱,Large refrigerator,2,0,0,0,0,0,0,0,0,0
大 出口,Big exit,2,0,0,0,0,0,0,0,0,0
大 出水量,Large water output,2,0,0,0,0,0,0,0,0,0
大 出行,Big trip,2,0,0,2,0,0,0,0,0,0
大 函馆,Great Hakodate,9,0,6,0,0,3,0,0,0,0
大 分,Oita,3,0,0,0,0,0,0,0,0,0
大 分站,Osub Station,4,0,0,4,0,0,0,0,0,0
大 前台,Big front desk,4,0,0,2,2,0,0,0,0,0
大 力度,Great strength,4,0,0,0,0,0,3,0,0,0
大 力气,Great strength,2,0,0,0,0,0,0,0,0,0
大 动静,Big movement,2,0,0,0,0,0,0,0,0,0
大 包,Big bag,52,0,2,9,21,0,19,0,0,0
大 区,Region,8,0,0,4,3,0,0,0,0,0
大 区别,Big difference,5,0,0,0,0,0,3,0,0,0
大 区域,Large area,5,0,0,0,0,2,0,0,0,0
大 半,Most,2,0,0,0,0,0,0,0,0,0
大 单人,Big single,2,0,0,0,0,0,0,0,0,0
大 单人房,Large single room,2,0,0,2,0,0,0,0,0,0
大 单人间,Large single room,8,0,0,8,0,0,0,0,0,0
大 卖场,Hypermarket,10,0,2,4,4,0,0,0,0,0
大 卖点,Big selling point,3,0,0,2,0,0,0,0,0,0
大 卧室,Large bedroom,4,0,0,3,0,0,0,0,0,0
大 卫生,Great hygiene,3,0,0,0,0,0,0,0,0,0
大 卫生间,Big toilet,110,0,3,38,27,13,14,2,13,0
大 印象,Big impression,2,0,0,0,0,0,0,0,0,0
大 厕所,Big toilet,11,0,0,3,3,0,2,0,0,0
大 厨房,Big kitchen,2,0,0,2,0,0,0,0,0,0
大 去,Big go,3,0,0,0,3,0,0,0,0,0
大 友,Big friend,4,0,0,0,4,0,0,0,0,0
大 双人床,Large double bed,5,0,0,4,0,0,0,0,0,0
大 双人房,Large double room,4,0,0,0,3,0,0,0,0,0
大 双人间,Large double room,6,0,0,4,0,0,0,0,0,0
大 反差,Great contrast,4,0,0,0,0,0,3,0,0,0
大 变化,Big change,2,0,0,2,0,0,0,0,0,0
大 号,Large number,5,0,0,0,2,0,0,0,0,0
大 吃,Big eat,3,0,0,2,0,0,0,0,0,0
大 名气,Big fame,2,0,0,0,0,0,2,0,0,0
大 吕,Da Lu,2,0,0,0,0,0,0,0,0,0
大 吸烟室,Big smoking room,2,0,0,2,0,0,0,0,0,0
大 周边,Surrounding,2,0,0,0,0,0,0,0,0,0
大 味,Big taste,4,0,0,3,0,0,0,0,0,0
大 味儿,Big taste,2,0,0,0,0,0,0,0,0,0
大 味道,Big taste,30,0,0,11,10,3,5,0,0,0
大 品牌,famous brand,29,0,0,0,12,2,12,0,0,0
