RID,HotelID,CommentPage,CommentID,SentenceNumber,Sentence
923,2507661,2,87340482,1,日本 的 酒店 ， 除了 和 洋 室 大 一些 ， 其他 的 真的 是 麻雀 虽 小 五脏俱全 ， 位置 不错 ， 离 博多站 很 近 ， 方便
924,2507661,2,83928019,1,酒店有点味道，窗户不知道怎么开
925,2507661,2,97602284,1,很 好
926,2507661,3,89675660,1,酒店 地理 位置 不错 ， 离 博多 J R 站 走路 很近 ， 就 是 由于 酒店 开业 不久 ， 房间 内 还 是 有 一些 味道 ， 早餐 也 不错
927,2507661,3,94601345,1,从 机场 到 博多 J R 站 还 是 很 方便 的 ， J R 站 筑 紫 口出 走 去 酒店 也 就 五 分钟 路程 ， 房间 虽 小 但 很 干净
928,219171,1,90848643,1,环境 整洁 ， 服务 到位 ， 空气 宜人
929,3743004,1,148422988,1,酒店 很 不错
930,3743004,1,148422988,2,老板娘 会 说英语 ， 待 人 也 非常 热情 ， 进 门 会 请 你 喝茶 并 给 你 一 张 周边 地图 介绍 你 可以 去 的 地方
931,3743004,1,148422988,3,酒店 有 自带 温泉 ， 虽然 不大 但是 很 舒服
932,3743004,1,148422988,4,第二 天 有 专车 送 去 地狱谷 看 雪 猴 ， 行李 还 可以 免费 送 到 汤田中 车站
933,3743004,1,148422988,5,唯一 的 不足 是 晚上 会 有点冷 ， 可能 空调 出 了 点 问题
934,6276729,1,90932678,1,老板 、 老板娘 、 老板 的 母亲 还有 帮忙 的 工人 一共 四 个 人
935,6276729,1,90932678,2,老板 很 健谈 很 有趣 ， 老板娘 人 很 好 ， 知道 原先 房间 信号 不好 主动 帮忙 换 一 件 信号 好 的 房间
936,6276729,1,90932678,3,老板 的 母亲 很 慈祥 很 和善
937,3176794,1,92151955,1,我们 本来 这次 北海道 滑雪 之 旅 向 入驻 T o m a m u 的 星 野 ， 但是 星 野 没有 空房 ， 随后 就 找到 了 这家 G r a c e y T o m a m u
938,3176794,1,92151955,2,酒店 没有 星 野 豪华 ， 但 还 是 很 温馨 的 ， 房间 里 的 暖气 打开 后 非常 温暖
939,3176794,1,92151955,3,酒店 距离 T o m a m u 的 火车站 不 远 ， 但是 和 星 野 不 是 一个 方向 ， 在 到达 之前 一定 记得 要 给 酒店 电话 ， 这样 酒店 才 能 安排 小车 到 车站 来 接 客人 ， 另外 去 滑雪 的 时候 也 要 同 酒店 确认 接送 的 时间 ， 不 会日语 的 朋友 们 来 这家 酒店 可能 不 方便 哦
940,3176794,1,92151955,4,虽说 是 家庭 酒店 ， 但是 相比 这里 附近 其他 的 家庭 酒店 而言 ， 这家 算是 规模 比较 大 ， 设施 较 好 的 了 ， 风格 也 非常 淳朴 、 温馨
941,3176794,1,92151955,5,酒店 按时 提供 搭配 好 的 早 晚餐 ， 每天 的 菜单 会 稍微 有 些 变化 ， 一般 早餐 有 面包 、 鸡蛋 、 色拉 、 也 有 牛奶 、 咖啡 ， 晚餐 有 烤羊肉 、 烤 三文鱼 ， 这里 适合 不 挑食 的 朋友 ， 除了 每天 配好 的 菜单 以外 没有 其他 套餐 可以 选
942,3176794,1,90563439,1,非常 不错 的 雪原 小 木屋
943,3176794,1,90563439,2,里面 有点冷 ， 毕竟 不 是 地 暖 供热
944,3176794,1,90563439,3,不过 人 都 很 好
945,7193465,1,65083113,1,惠 光 院 位置 很 好 ， 放 了 行李 可以 步行 至 奥之院
946,7193465,1,65083113,2,订 了 双人间 ， 含 半 食宿 ， 即 包括 晚餐 和 早餐 ， 餐点 尽管 只 是 斋 菜 ， 但 精致 美味
947,7193465,1,65083113,3,入 住 时 寺庙 内 小 师傅 会 告诉 住 客 寺庙 的 时间表 ， 包括 冥想 ， 抄 经 ， 晚饭 ， 晚上 关灯 ， 次日 早课 ， 早餐 等 时间 ， 没 听 清楚 也 没关系 ， 因为 房间 内 有 本 资料 册 ， 可以 慢慢 看
948,7193465,1,65083113,4,小 师傅 按时 送 餐 至 房间 ， 用餐 完 电话 他们 ， 又 会 来 收拾 餐具 和 铺床 ， 始终 不 是 酒店 ， 觉得 很 麻烦 他们
949,7193465,1,65083113,5,唯一 有点 不 习惯 是 日式 房间 ， 隔音 较 差 ， 说话 一直 不 敢 太 大声 怕 影响 邻 房
950,7193465,1,79728009,1,非常 棒 的 体验
951,7193465,1,79728009,2,穷 游 上 力荐 的 住宿
952,7193465,1,79728009,3,那里 的 和尚 会讲 英文 ， 沟通 非常 方便
953,7193465,1,79728009,4,夜游 奥 之 园 的 经验 很 难得 ， 还有 其它 一些 仪式
954,7193465,1,79728009,5,晚饭 和 早饭 都 很 合口味 ， 尤其 是 豆腐 ， 是 这 辈子 尝过 最 好吃 的 豆腐
955,348245,1,76666163,1,适合 背包 族 ， 与 想象 中 的 日式 旅店 有 差距
956,6515964,1,94769925,1,干净 ， 独立 分离 卫 浴 ， 离 车站 也 很 近 ， 赶 广岛 飞机 的 首选 住宿 点
957,6515965,1,125955953,1,托马斯 的 主题 房 没 订 上 ， 觉得 普通 房间 没必要 了 ， 就 选择 了 这家 酒店 ， 离 富士 急 乐园 还 算 近 ， 因为 第二 天 一早 要 从 乐园 的 第二 入口 坐 公交车 去 御 殿场 奥特 莱斯 ， 所以 是 从 这个 入口 走 到 的 酒店 ， 没有 尝试 第一 入口 的 距离 ， 根据 G o o g l e 地图 导航 过去 的 ， 步行 20 分钟 ， 还 能 接受
958,6515965,1,125955953,2,酒店 附近 吃饭 很 方便 ， 有 很多 餐厅 ， 马路 对面 就 是 一个 很 大 的 7-11 ， 所以 酒店 不 提供 早餐 也没有 影响
959,6515965,1,125955953,3,而且 酒店 可以 泡澡 ， 老公 去 体验 了 ， 感觉 很 好
960,6515965,1,140861993,1,距离 富士 急 乐园 的 巴士 车站 走路 十 分钟 的 距离 ， 沿着 马路 边 走 就 行 ， 附近 有 全家 、 7-11 及 激 安 殿堂
961,6515965,1,140861993,2,房间 里 的 按摩椅 很 不错 ， 就 是 要 早上 10 点 要 离 店 有 点 早....
962,6515965,1,105411031,1,从 富士 急 乐园 到 酒店 步行 10 分钟 ， 很 方便
963,6515965,1,105411031,2,酒店 边上 有 很多 吃饭 的 地方 ， 都 开 到 很 晚
964,6515965,1,105411031,3,门口 就 是 一个 全家 ， 挺 方便
965,6515965,1,105411031,4,看 其他 的 点评 说 房间 有 按摩 仪 ， 可能 带 了 小朋友 的 关系 吧 ， 没有 提供 这个 设备 ， 可能 是 怕 被 玩 坏 了 ， 呵呵
966,6515965,1,105411031,5,服务 也 不错 有 免费 泡汤 ， 不 带 娃 者 ， 建议 尝试
967,6515965,1,111165956,1,很 好 ， 离 富士 急 乐园 很近 ， 运气 好 的 话 可以 打开 窗帘 就 能 看到 超大 的 富士山 ， 酒店 有 自带 温泉 ， 还是 不错 的 选择
968,6515965,1,92841285,1,酒店 在 富士 急 乐园 旁边 酒店 房间 可以 看到 富士山 早到 了 也 提前 让 我 办理 了 入 住 真 的 很 不错
969,6515965,1,169297994,1,很 好 服务 热情 温泉 也 很 好 富士山 温泉 的 水 真的 好 棒 好 喜欢 啊 下次 在 去 日本 这个 地方 还 会 住 的 给 一个 赞
970,348407,1,86418908,1,完全 是 一 家 住户 ， 母子 俩 把 剩余 的 房间 出租 ， 算 不 上 民 宿 ， 他 应该 在 a i r b n b 注册 比较 合适
971,348407,1,86418908,2,房间 是 榻榻米 带 卫生间 ， 浴室 在 一 层
972,348407,1,86418908,3,房间 内 没有 烧开水 设备 ， 要 与 房东 说 ， 有 他 给 烧
973,348407,1,86418908,4,离 指 宿 车站 的 距离 不近 ， 要 走 20 分钟 ， 且不 好找 ， 没有 明显 的 标记 ， 多亏 了 谷歌 导航
974,1651331,1,95868388,1,不错 的 酒店 ， 房间 都 是 海景 ， 喜欢 蓝 白 的 色调 ， 服务 挺 好 的 ， 晚饭 很 精致 ， 温泉 是 室内 的 ， 两 个 池子 ， 其中 有 个 是 按摩 池 ， 很 舒服
975,1651331,1,95868388,2,傍晚 海边 散散 步 ， 早上 去 沙 蒸 ， 人少
976,1651331,1,95868388,3,交通 方便 ， 价格 也 不贵 ， 很 满意
977,1651331,1,95740975,1,"服务 态度 相当 不错 , 就 是 酒店 设施 稍 显 陈旧 , 晚上 被 安排 在 走廊 尽头 的 房间 , 没有 走廊 灯 , 有 点 可怕 , 呵呵"
978,1651331,1,74441976,1,比较 冷门 的 旅游 酒店 ， 人少 算是 优点
979,1651331,1,90521289,1,酒店 位于 海边 ， 推开 窗户 就 是 大海
980,1651331,1,90521289,2,酒店 的 晚攴 非常 丰盛 ， 性价比 很 高
981,1651331,1,90521289,3,酒店 的 客房 很 宽敞 ， 带 客厅 ， 是 和式 的 ， 卧室 是 洋式 的
982,1651331,1,53673360,1,酒店 给 我 想像 的 差 ， 房间 浴室 有 味道 ， 而且 很骯
983,1651331,1,53673360,2,熱水 开 了 很 久 才 熱一 点 ， 基本 不可以 在 房间 冼澡
984,1651331,1,53673360,3,位置 是 很 不错 ， 走 5 分钟 就是 沙浴 的 地方
985,348411,1,146909978,1,塔 玛雅 青 旅 环境 不错 ， 床 上 用品 干净 ， 淋浴 热水 充足 ， 卫生间 的 设施 品质 高 ， 住宿 价格 经济 实惠 ， 在 附近 的 便利店 用餐 购物 方便 快捷
986,6256122,1,138817698,1,环境 非常 好 ， 挺 安静 的 …… 下次 来 这边 还要 来 这家 酒店 这个 是 a p a 酒店 旗 下 的 ！！ ！！
987,6256122,1,156239986,1,位置 就 在 南 彦 根 火车站 旁边 ， 相距 不 到 一分钟 的 距离 ， 非常 方便
988,6256122,1,156239986,2,但是 酒店 的 级别 也 就 最 多 国内 的 如 家 汉 庭 之类 ， 不要 有 太 高 期望
989,6256122,1,156239986,3,服务 一般 ， 小小的 前台 就 一个 人 ， 说 着 谁 都 听 不 懂 的 英文
990,6256122,1,156239986,4,卫生 肯定 是 好 的 ， 日本 人 的 优点
991,6514198,1,58901326,1,这 是 一 家 位于 河口 湖 浅 见 御 室 神社 附近 的 家庭 旅馆 ， 位置 稍微 有 些 偏 ， 不过 很 是 安静 ， 而且 景色 宜人
992,6514198,1,58901326,2,3月 中旬 住 的 人 不 多 ， 房间 很 日式 ， 都 是 推拉门 ， 桌子 和 坐垫 也 都 是 和式 的 ， 和式 的 早餐 非常 赞
993,6514198,1,58901326,3,公共 温泉 是 无色 的 ， 很 舒服
994,6514198,1,58901326,4,老板 人 很 好 ， 提供 私家车 接 送站 （ 河口 湖 站 ） 服务
995,6514198,1,61892203,1,"酒店 虽然 看 不 到 富士山 , 但是 出门 就 可 看到 河口 湖 , 风景 优美 , 环境 清新"
996,6514198,1,61892203,2,"房间 比 我 想像 的 要 大 , 而且 很 干净. 还 专门 准备 私人 房间 用 早餐 , 而且 早餐 很 是 美味"
997,6996473,1,157958534,1,我们 到 的 时间 差不多 快 12 点 了 ， 通过 和 老板 邮件 联系 ， 老板 还 是 来 接 了 我们 ， 感谢 ， 只是 住宿 的 地方 在 山脚下 ， 偏偏 有 点 偏 ， 但是 小 别墅 差不多 啥 都 有 了 ， 厨房 用具 比较 齐全 ， 总体 还可以
998,6447817,1,168098668,1,但 马 屋民 宿 酒店 位置 较 好 ， 第二 天 拖行 李 乘 巴士 去 木 津 川 站 只 要 朝下 走 到 路口 右转 米 左右 就 可以 看到 车 站牌 ， 这 价格 包 2 餐 食宿 性价比 可以 的
999,6447817,1,93597487,1,非常 好 的 民宿 ， 屋子 本身 就 是 一个 古董 ， 超过 120年 ， 布置 得 简洁 古朴
1000,6447817,1,93597487,2,老板 非常 热情 ， 会 一点 英语 ， 还 会 在 晚饭 期间 唱歌 跳舞 ， 很 有 意思
1001,6447817,1,93597487,3,我们 是 到 马 笼 中央 车站 ， 距 民 宿 2 k m 路 ， 事先 联系 好 ， 老板 开车 来接 的 哦 ， 走 的 时候 也 是 老板 送 的
1002,6447817,1,93597487,4,老板娘 的 厨艺 不错 ， 早餐 和 晚餐 都 很 地道 ， 住 了 三 个 晚上 ， 居然 三 次 早 晚餐 都 不 重样
1003,6447817,1,93597487,5,人 不 多 ， 很 安静 ， 住宿 的 不 是 当地人 就 是 西洋人 ， 素质 都 很 高
1004,6447817,1,93597487,6,房间 也 很 大 ， 两 间 ， 一 室 一 厅 ， 尽管 卫生间 和 浴室 都 是 公用 的 ， 但是 人少 ， 都 很 方便 ， 唯一 的 缺点 ， 卫生间 有 点 冷 ， 暖气 不 很 足 ， 因为 没有 中央 供暖 ， 都 是 局部 供暖 ， 免 不 了 有 遗漏 ， 毕竟 环保 也 重要
1005,6447817,1,93597487,7,马 笼 宿 和 妻 笼 宿 值得 推荐 ， 人少 ， 景美 ， 世外桃源
1006,6998397,1,62006460,1,这 是 第二 次 去 日本 ， 在 奈良 订 不 到 我 满意 的 酒店 ， 就 想 去 住 一 下 这个 有 两百 年 历史 的 旅馆 吧 ， 价格 真心 是 不便 宜 的 ， 到 了 才 发现 欲哭无泪 ， 我们 大约 晚上 7点 到 了 地方 ， 发现 要 拖 着 行李箱 爬 好久 的 山路 才 能 到 旅馆 ， 又 冷 又 恐怖 ， 真是 够 惊魂 ， 到 了 之后 发现 房间 非常 简单 ， 设施 也 很 一般 ， 最 可怜 的 是 我们 晚上 折腾 的 那么 晚 才 睡 ， 早上 九点 去 吃早餐 的 时候 ， 服务员 已经 帮 我们 把 地铺 都 收走 了 ， 回来 面对 空荡荡 的 房间 也 是 想 哭 ， 又 拖 着 一 堆 行李 做 缆车 下山 （ 白天 是 有 缆车 的 ） ， 更 搞笑 的 事情 我 放 在 最后 讲 ， 办 入 住 的 时候 服务员 收走 了 我们 的 护照 ， 直到 第二 天 早上 离 店 也 忘记 还 给 我们 ， 然后 我们 自己 也 因为 太 累 忘记 了 没有 取 走 护照 这 件 事 ， 都 做 了 两 个 小时 的 地铁 离开 了 才 发现 护照 丢 了 ， 吓死 了 ， 后 电话 过去 艰难 的 沟通 后 才 商量 好 店家 负责 寄 到 下 一 家 酒店 ~ 下次 吧 我 应该 是 不 会 选择 这种 旅馆 了 ~ 如果 你 预备 住 好多 天 度假 ， 那 倒是 不要 听我 的 ~
1007,6998397,1,59391299,1,没有 成功 入 住 ， 因为 酒店 员工 说 查 不 到 我 的 预定 信息 ， 把 我 拒之门外 ， 但是 后来 却说 因为 我 没有 按 约定 入 住 而 要 罚款 ， 几 经 交涉 无用 ， 便 擅自 扣除 了 我 的 预定 保证金
1008,1643152,1,85488705,1,酒店 倒是 挺 好 ， 不过 特别 说 一 下 ， 他们 这儿 全楼 禁烟 ， 抽烟 去 楼下 抽 ， 这 点 不 太 方便
1009,1643152,1,85488705,2,另外 位置 简直 太差 了 ， 离 火车站 很 远 ， 在 上诹 访 和 茅 野 之间 ， 你 去 那里 ， 打车 能 打 破产 ； 坐 公交车 ， 公交车 没有 电子 报 站屏 ， 司机 口头 报 站 ， 日语 不好 你 敢 坐 吗
1010,1643152,1,85488705,3,而且 公交 还 不 是 各 停 的 ， 很多 班次 在 酒店 门口 不 停 ， 你 得 走 两 站 才 能 赶上 公交车
1011,1643152,1,85488705,4,周围 吃饭 的 地方 倒是 有 一点 的 ， 虽然 远离 火车站 ， 但是 相对 繁华
1012,1643152,1,85488705,5,酒店 的 温泉 是 人工 的 ， 特别 注意 一 下
1013,1643152,1,85488705,6,你 想 泡 温泉 最 好 就 别住 这儿 了
1014,1643152,1,85488705,7,早餐 吃 的 还 不错 吗 ， 品种 挺 全 的
1015,1643152,1,85488705,8,不 是 很 推荐 这家 酒店 ……
1016,6253697,1,67321522,1,若是 不 开车 的 自助 游 ， 不 推荐 该 酒店
1017,6253697,1,67321522,2,位置 离 b u s 总站 太 远 ， 我们 走 了 一 段 路 ， 在 “ 湖畔莊 ” 边上 的 小饭店 打车 到 b u s t e r m i n a l 总站 花费 了 1200 日元 ， 不 打车 得 走 1.5 到 2 个 小时
1018,6253697,1,67321522,3,附近 也 有 b u s 车站 ， 但 一 天 就 几 趟 ， 赶 不 上 就 很 抓瞎
1019,6253697,1,67321522,4,该 酒店 没有 温泉 ， 想 泡汤 的 话 需 到 附近 的 酒店
1020,6253697,1,67321522,5,实际上 这 是 个 青年 旅社 ， 睡 榻榻米 比较 有 意思
1021,6253697,1,67321522,6,看 洞 爷湖 风景 还 是 住 在 b u s t e r m i n a l 总站 附近 的 饭店 较 好
1022,6253697,1,67321522,7,该 青年 旅社 离 火山口 和 熊 乐园 比较 近 ， 因 时间 原因 这 两 个 景点 我们 都 没有 去 ， 但 从 酒店 出来 走 几 步 就 能 远远 地 看到 火山口 ， 一直 冒 着 火山 气体
1023,6995399,1,68749480,1,强力 推荐
1024,6995399,1,68749480,2,那里 人 休息 得 早 ， 我 和 朋友 最晚 到 店 的 ， 老板娘 一直 在 等 我们 ， 但是 看到 我们 还 是 异常 热情 ， 第二 天 早早 地 就 把 丰盛 的 早餐 给 我们 准备 好 了 ， 很 有 一 种 家 的 感觉
1025,6995399,1,68749480,3,而且 这个 酒店 位置 很 好 ， 门前 就 是 洞 爷湖 ， 交通 也 很 方便 ， 下次 去 还 会 入 住 哦
1026,6995399,1,87583159,1,很 好 、 环境 、 服务 、 交通 、 用餐 都 很 好
1027,6691559,1,155250838,1,位置 取胜 ， 环境 一般 ， 设施 有待 提高
1028,6691559,1,155250838,2,老板 夫妇 服务 周到 ， 详细 画 出 路线图 往返 时间 点 都 仔细 标注
1029,6691559,1,155250838,3,第一 次 住民 宿 ， 有 点 不 习惯 ， 更喜欢 旅馆
1030,6691559,1,125285140,1,位置 很 好 ， 能 看到 天 使 之 路 ， 房间 小 ， 设施 旧了 ， 但 老板 很 热情 ， 会 接送 客人 去 码头 ， 还 会 介绍 周边 方便 的 吃饭 购物 的 地方 ， 价位 偏 高 了 这样 的 房间 ， 可能 岛 上 就 是 这样的
1031,2254562,1,159302506,1,酒店 去 滑雪 的 地方 10 分钟 以内 可以 走 到 ， 房间 在 三 楼 ， 温泉 也 在 三 楼 ， 安静 ， 服务 好 ， 最后 一 天 才 发现 在 酒店 买 滑雪场 门票 比 去 滑雪场 现场 买 便宜 ， 不错 ， 下次 还 会 选择 ， 巴士 起点站 就 在 酒店 门口
1032,2254562,1,96779146,1,酒店 的 空间 还是 蛮 大 的 ， 周围 的 景色 也 特别 漂亮 ， 地板 看 着 挺 舒服 ， 床 睡 起来 也 比较 舒服 ， 温泉 不 能 再 棒 了 ， 酒店 里 边 特别 的 暖和 ， 而且 服务 温柔 ， 酒店 员工 很 让 人 喜欢 ， 附近 环境 宜人 感觉 挺 舒服 的 ， 商场 超市 在 附近 ， 酒店 地理 位置 也 非常 优越 ， 厨师 真心 的 热情 ， 菜品 做 的 还 是 很 好 吃 的 ， 喜欢 吃 酒店 提供 的 自助 早餐 ， 有毛巾
1033,2254562,1,96779142,1,酒店 感觉 特别 的 安静 ， 房间 里面 的 卫生 做 得 挺 干净 的 ， 房间 价格 也 很 超值 ， 不过 浴室 差 ， 但是 有 泡澡 的 浴缸 ， 不过 房间 里 的 淋浴 条件 特 差 ， 但是 酒店 感觉 比较 大 气 ， 不过 需要 改进 的 就 是 电视 节目 实在 是 太 少 了 ， 但是 内 设有 冰箱 ， 供应 早 点 ， 就 是 自助餐 不 好吃 ， 但是 有 苹果 ， 而且 服务 人员 合格 ， 整体 服务 质量 也 相当 好 ， 周围 环境 很 不错 感觉 很 舒适 ， 还有 温泉 可以 用 ， 就 是 餐厅 比较 挤 ， 但是 商场 超市 在附近
1034,2254562,1,96779136,1,这家 酒店 还 算是 比较 好 找 的 ， 有 椅子 可以 坐 ， 酒店 在 卫生 方面 做 得 非常 不错 ， 而且 酒店 规模 感觉 非常 大 ， 工作 人员 还 是 很 友善 很 热情 的 ， 房间 里边 还 是 很 好 的 ， 餐饮 做 的 都 非常 好 ， 酒店 餐厅 的 饭菜 也 非常 可口 ， 酒店 里 挺 安静 的 ， 温泉 挺 漂亮 的
1035,2254562,1,96779134,1,觉得 这家 酒店 很 有 特色 ， 有 个 小小的 温 泉池 ， 就 是 床 比较 窄 ， 但是 床 让 人 感觉 很 舒服 ， 而且 早饭 也挺 丰盛 的 ， 房门 锁 也 很 好 ， 就 是 室内 寒冷 ， 但是 服务员 的 态度 比较 热情 感觉 很 贴心
1036,2254562,1,96779140,1,房间 里面 很 好 ， 就 是 休息 区 有 点儿 挤 ， 但是 酒店 所 在 的 位置 非常 的 便利 ， 而且 周边 的 环境 感觉 还 可以 ， 还有 洗 衣服 的 服务
1037,2254562,1,96779138,1,房间 还 是 相当 大 的 ， 房间 值得 推荐 ， 浴室 一应俱全 ， 酒店 的 员工 也 非常 热情
1038,2254562,1,96779126,1,服务员 看 着 很 专业 的 感觉 ， 菜品 也 很 好吃 ， 整体 来 说 这家 酒店 各 方面 都 挺 好 的
1039,2254562,2,96779128,1,附近 相对 比较 有趣 ， 酒店 装备 齐全 ， 而且 服务 人员 都 非常 的 热情 好客 ， 菜品 也 非常 好吃
1040,2254562,2,96779144,1,房间 极其 不 舒服 ， 但是 周围 环境 很 不错 感觉 很 舒适
1041,2254562,2,96779122,1,这家 酒店 的 性价比 相对 来讲 还是 很 好 的 ， 这家 酒店 的 房间 也 非常 好 ， 而且 提供 的 自助 早餐 挺 好吃 的 ， 就 是 酒店 的 饭 不 好吃 ， 服务 令 人 失望
1042,348776,1,47888149,1,酒店 离 J R 站 很 近 ， 步行 5 分钟
1043,348776,1,47888149,2,卫生间 里 水龙头 居然 跟 我家 老 房子 里 的 一模一样 ， 惊喜
1044,348776,1,47888149,3,老板 很 热情 ， 介绍 做 花 开 螃蟹 的 餐馆 ， 还 亲自 领 我们 过去
1045,348776,1,47888149,4,楼下 有 一 家 餐馆 ， 附近 也 有 很多 吃 的 ， 斜对面 是 一 家 超市
1046,348776,1,47888149,5,值得一提的是 酒店 的 名字 ， 明明 就 是 “ 三洋 馆 ” 三 个 汉字 ， 却 不知 被 谁 翻译 成 了 “ 萨伊 永康 酒店 ” ， 害 得 我们 围 着 酒店 不 停 地 转 ， 最后 幸运 地 被 一 群 热情 的 学生 带 到 目的地
1047,5494183,1,168221537,1,没 啥 说 的 一个 字 差差差 到 了 酒店 前台 没 人 打电话 没 人 接 591一 晚 房间 和 中国 三十一 晚 的 小旅馆 没 差别 没有 单独 卫生间 号称 高端 无语 了 都 洗澡 水 是凉 的 一 肚子 火 找 了 携 程 是 没用 的
1048,1500479,1,111852362,1,很 好 的 酒店 ， 服务 及 设施 都 是 一流 的 ， 环境 更 是 没的说 ， 希望 下次 还 会 有 机会 入 住
1049,1500479,1,92026859,1,还 可以 ， 不错 ！！ ！！！！
1050,1500479,1,170317127,1,私 汤 很 超值
1051,1500479,1,111852329,1,很 好 的 酒店 ， 服务 及 设施 都 是 一流 的 ， 环境 更 是 没的说 ， 希望 下次 还 会 有 机会 入 住
1052,1658548,1,152806555,1,我 给 高 半 店 全优 评 ， 不 是 说 酒店 量化 比对 最 好 ， 而 是 我 心里 感觉 超 爽 ， 手 拨号 电话机 有人 认为 老旧 落后 ， 我 却 感觉 得 情调 不错
1053,1658548,1,152806555,2,2月 23日 晚 从 越 后 汤 沢站 有 意 步行 到 店 ， 景 不错 ， 办 入店 手续 后 一 老爷子 管理员 领 我 参观 了 川端康成 馆 ， 后送 我 入 客房
1054,1658548,1,152806555,3,第5 层 客房 居高临下 景色 超 好 ， 我 是 个 极 简 主义者 ， 不怎么 带 东西 出行 ， 我 要 的 应有尽有 ， 24 号 早饭 后送 我 去 雪 场 也 是 热情 周到 ， 心情 舒畅 ， 满满的 文艺 范 一一一 越 后 汤沢 温泉 高 半 酒店
1055,1658548,1,148913812,1,作为 川端康成 的 粉丝 ， 能够 入 住 他 曾经 住 过 的 旅馆 ， 便 有 一 种 情愫 弥漫 其中
1056,1658548,1,148913812,2,午夜 过 后 ， 露天 的 汤池 只 有 自己 ......
1057,1658548,1,89193870,1,环境 非常 好 ， 房间 很 大 ， 日式 榻榻米 ， 还有 免费 温泉
1058,5468920,1,71337145,1,老板 人 很 好 ， 房子 纯 和式 风格 ， 除了 地方 稍微 有 点 偏 ， 其他 都 不错
1059,7597987,1,60528360,1,旅馆 设施 乡间 招待所 的 赶 脚 ， 简单 陈旧 但 干净 ， 有 毛巾 有 一次性 牙具 没 牙膏 ， 老板 住 在 旅馆 隔壁 的 杂物 店 ， 会 讲 一点 法语 ， 早上 自助 把 钥匙 放 大门 旁边 桌几 上 就 行
1060,7597987,1,60528360,2,位置 在 马路 边 很 吵 ， 旅店 隔壁 就 是 全家
1061,7597987,1,60528360,3,离 大 和 小泉 车站 走 20 分钟
1062,7597987,1,60528360,4,如果 用 G o o g l e 导航 ， 注意 可能 会 指 到 附近 另 一个 小泉町 ， 那个 是 居民区 ， 这个 是 大 马路 旁 的 汽车 旅馆
1063,7597987,1,60528360,5,"离 法隆寺 距离 30 分钟 步行 ， 向 法隆寺 方向 走 过桥 有 b u s , 但 20 分钟 一 趟"
1064,7597987,1,60528360,6,不 建议 背包 ， 因为 法隆寺 不 能 存 行李
1065,7597987,1,60528360,7,开车 暂住 还行
1066,7597987,1,60777570,1,附近 可以 步行 半 小时 到 法隆寺 ， 走走 周边 体验 一下 日本 乡镇 生活 ， 步行 去 铁路 站 10 分钟 ， 去 奈良 中心 2 站 路
1067,7597987,1,60777570,2,否则 ， 可以 选择 的 话 ， 也 不 太 建议
1068,6245441,1,135891357,1,一般 吧 ， 也 说 不 上 不好
1069,6245441,1,135891357,2,在 我 住 过 的 酒店 里 ， 算 差 的
1070,6245441,1,135891357,3,希望 以后 能够 更 好 一些 ， 位置 还 是 很 好 ， 就 在 火车站 对面
1071,6245441,1,79331155,1,中 规中矩 的 商务 酒店 ， 一 出 J R 就 能 看到 ， 价格 不 算 便宜
1072,6245441,1,79330869,1,中 规中矩 的 日本 商务 酒店 ， 一 出 J R 就 能 看见 ， 价格 一般 ， 不 算 便宜
1073,6346442,1,121464027,1,山上 小店 ， 离 著名 的 森 之 计时 咖啡馆 、 风 公园 、 精灵 阳台 等 景点 步行 可 达
1074,6346442,1,121464027,2,卫生间 、 浴室 公用 ， 很 不 方便
1075,6346442,1,121464027,3,老板 还 和善 ， 但 只 会 日文
1076,6346442,1,121464027,4,好在 相对 便宜
1077,6346442,1,117397286,1,这个 酒店w 卫生 比较 干净 ， 因为 去 到 的 时间 比较 晚 ， 入 住 的 时候 老板 要求 5 岁 的 小孩 多加 3000 日元 ， 但 在 携 程 订 的 时候 明明 写 了 入 住 有 一个 小孩 的 ， 小孩 不 需要 另外 加 钱 已经 包含 在 房间 费用 里面 的
1078,6346442,1,117397286,2,但 到达 入 住 却 被 老板 临时 要求 加 钱 ， 感觉 老板 不 老实 ， 印象 不好
1079,6346442,1,43401916,1,离 富良 野 J R 站 比较 远 ， 我们 是 打的 过去 的
1080,6346442,1,43401916,2,找 了 好久 才 找到
1081,6346442,1,43401916,3,夫妻 俩 服务 很 好 ， 不过 由于 我们 当时 住 房间 临近 洗漱间 ， 房间 隔音 不 好 ， 一 晚上 都 听到 人 来来回回 走 的 声音 ， 一 晚 都 没 睡好
1082,371672,1,108359712,1,老板 是 一 家 三 口 、 空调 2200-0900 、 离 国际 通 步行 5 分钟 、 离 单轨 电 车站 走路 也 不 算 太 远
1083,371672,1,125535454,1,这 是 一 起 交通 事故 现场 处理
1084,371672,1,125535454,2,我 的 心中无数
1085,371672,1,125535454,3,你 就 可以 接受 失败 后 我 要 不 过 我 要 做梦 梦见 了 我 的 心中 都 有 自己的
1086,373495,1,161679322,1,真 的 很 温馨 的 旅店 ， 第一 次 来 阿苏 ， 真 想 不 到 有 那么 好 的 旅店 ， 很 舒服 ， 翻 看 之前 几 年 住 客 的 留言簿 ， 很 有 意思
1087,373495,1,161679322,2,晚餐 ～ 自做 的 乌 冬 鲜 虾面
