RID,Ctrip_HotelID,HotelName,EnglishHotelName,HotelScore,LocationScore,tripadvisor_hotel_id,ServicesScore,FacilitiesScore,HealthScore,HotelPrice,hotel_name,hotel_url,hotel_rating,city_id,postal_code,prefecture,locality,street,ext_address,address,price_lower,price_upper,rooms
1145,703887,"成田丽笙酒店
Radisson Hotel Narita",Radisson Hotel Narita,4.3,4.5,17545,4.5,4.5,4.4,11649.0,Radisson Hotel Narita,https://www.tripadvisor.com/Hotel_Review-g1021270-d307195-Reviews-Radisson_Hotel_Narita-Tomisato_Chiba_Prefecture_Kanto.html,4.0,495,286-0221,千葉県,富里市,七栄650-35,,〒286-0221 千葉県富里市七栄650-35,8155,18767,490
1146,703889,"佐贺新大谷酒店
Hotel New Otani Saga",Hotel New Otani Saga,3.9,4.3,12341,4.0,4.2,4.1,10129.0,Hotel New Otani Saga,https://www.tripadvisor.com/Hotel_Review-g298227-d301322-Reviews-Hotel_New_Otani_Saga-Saga_Saga_Prefecture_Kyushu_Okinawa.html,4.0,193,840-0047,佐賀県,佐賀市,与賀町1-2,,〒840-0047 佐賀県佐賀市与賀町1-2,10291,23602,102
1169,703917,"福岛西知乡舍酒店
Chisun Inn Fukushima Nishi IC",Chisun Inn Fukushima Nishi IC,4.3,4.5,6988,4.3,4.2,4.3,4980.0,Chisun Inn Fukushima Nishi IC,https://www.tripadvisor.com/Hotel_Review-g298244-d1086438-Reviews-Chisun_Inn_Fukushima_Nishi_IC-Fukushima_Fukushima_Prefecture_Tohoku.html,4.0,65,960-1108,福島県,福島市,成川字杵清水20-1,,〒960-1108 福島県福島市成川字杵清水20-1,5600,12097,98
1181,703935,"京都灿路都大饭店
Hotel Sunroute Kyoto",Hotel Sunroute Kyoto,4.7,4.7,853,4.6,4.7,4.7,7889.0,Hotel Sunroute Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d325769-Reviews-Hotel_Sunroute_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.0,2,600-8027,京都府,京都市下京区,下京区河原町通松原下ル難波町406,,〒600-8027 京都府京都市下京区下京区河原町通松原下ル難波町406,4775,25652,144
1187,703942,"瑞斯尔皮亚阿塔米酒店
Hotel Resorpia Atami",Hotel Resorpia Atami,4.1,4.0,5112,3.8,3.9,3.9,32512.0,Hotel Resorpia Atami,https://www.tripadvisor.com/Hotel_Review-g298122-d1102409-Reviews-Hotel_Resorpia_Atami-Atami_Shizuoka_Prefecture_Chubu.html,3.5,36,413-0012,静岡県,熱海市,東海岸町13-93,,〒413-0012 静岡県熱海市東海岸町13-93,16234,58889,196
1188,703943,"伊塔奇塔噶鲁特旅馆
Hotel Route-Inn Hitachitaga",Hotel Route-Inn Hitachitaga,3.8,3.8,12505,3.6,3.8,3.8,6034.0,Hotel Route-Inn Hitachitaga,https://www.tripadvisor.com/Hotel_Review-g303154-d1059684-Reviews-Hotel_Route_Inn_Hitachitaga-Hitachi_Ibaraki_Prefecture_Kanto.html,3.5,200,316-0003,茨城県,日立市,多賀町2-15-11,,〒316-0003 茨城県日立市多賀町2-15-11,6935,13647,113
1198,703954,"米库拉斯酒店
Hotel Micuras",Hotel Micuras,4.6,4.5,5109,4.4,4.7,4.5,21379.0,Hotel Micuras,https://www.tripadvisor.com/Hotel_Review-g298122-d1063960-Reviews-Hotel_Micuras-Atami_Shizuoka_Prefecture_Chubu.html,4.0,36,413-0012,静岡県,熱海市,東海岸町3-19,,〒413-0012 静岡県熱海市東海岸町3-19,19928,96619,62
1204,703960,"金泽站前伊可诺酒店
Hotel Econo Kanazawa Ekimae",Hotel Econo Kanazawa Ekimae,3.9,3.9,5731,3.6,3.8,3.8,3967.0,Hotel Econo Kanazawa Ekimae,https://www.tripadvisor.com/Hotel_Review-g298115-d1083033-Reviews-Hotel_Econo_Kanazawa_Ekimae-Kanazawa_Ishikawa_Prefecture_Chubu.html,3.5,42,920-0852,石川県,金沢市,此花町8-8,,〒920-0852 石川県金沢市此花町8-8,5486,12763,105
1206,703963,"清水远景酒店
Hotel Vista Shimizu",Hotel Vista Shimizu,4.4,4.4,6820,4.3,4.7,4.4,6452.0,Hotel Vista Shimizu,https://www.tripadvisor.com/Hotel_Review-g298124-d1126196-Reviews-Hotel_Vista_Shimizu-Shizuoka_Shizuoka_Prefecture_Chubu.html,4.0,60,424-0816,静岡県,静岡市,清水区真砂町1-23,,〒424-0816 静岡県静岡市清水区真砂町1-23,4030,19816,152
1213,703975,"松本微笑酒店
Smile Hotel Matsumoto",Smile Hotel Matsumoto,3.3,3.3,2930,3.4,3.3,3.3,6135.0,Smile Hotel Matsumoto,https://www.tripadvisor.com/Hotel_Review-g298118-d1130095-Reviews-Smile_Hotel_Matsumoto-Matsumoto_Nagano_Prefecture_Chubu.html,3.5,14,390-0812,長野県,松本市,県1-1-1,,〒390-0812 長野県松本市県1-1-1,,,78
1216,703980,"UNIZO旅馆-仙台
UNIZO INN Sendai",UNIZO INN Sendai,4.8,4.5,5840,4.0,4.5,4.4,6000.0,UNIZO INN Sendai,https://www.tripadvisor.com/Hotel_Review-g298249-d482006-Reviews-UNIZO_INN_Sendai-Sendai_Miyagi_Prefecture_Tohoku.html,3.0,43,980-0021,宮城県,仙台市青葉区,中央4-8-7,,〒980-0021 宮城県仙台市青葉区中央4-8-7,4478,15226,250
1230,704003,"仙台法华俱乐部酒店
Hotel Hokke Club Sendai",Hotel Hokke Club Sendai,4.4,4.4,5807,4.3,4.4,4.3,5723.0,Hotel Hokke Club Sendai,https://www.tripadvisor.com/Hotel_Review-g298249-d479515-Reviews-Hotel_Hokke_Club_Sendai-Sendai_Miyagi_Prefecture_Tohoku.html,4.0,43,980-0014,宮城県,仙台市青葉区,本町2-11-30,,〒980-0014 宮城県仙台市青葉区本町2-11-30,5150,15562,151
1248,704030,"东京巨蛋酒店
Tokyo Dome Hotel",Tokyo Dome Hotel,4.8,4.8,26,4.7,4.9,4.8,13478.0,Tokyo Dome Hotel,https://www.tripadvisor.com/Hotel_Review-g1066442-d307395-Reviews-Tokyo_Dome_Hotel-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,112-8562,東京都,文京区,後楽1-3-61,,〒112-8562 東京都文京区後楽1-3-61,14214,37091,1006
1256,704039,"新泻上越艺术酒店
Art Hotel Joetsu",Art Hotel Joetsu,4.5,5.0,9359,3.0,5.0,4.4,6070.0,Art Hotel Joetsu,https://www.tripadvisor.com/Hotel_Review-g1021353-d1081962-Reviews-Art_Hotel_Joetsu-Joetsu_Niigata_Prefecture_Chubu.html,4.0,108,943-0832,新潟県,上越市,本町5-1-11,,〒943-0832 新潟県上越市本町5-1-11,8281,23389,192
1266,704050,"斯托尔可酒店
Hotel Stork",Hotel Stork,4.5,4.5,3373,4.3,4.5,4.5,3210.0,Hotel Stork,https://www.tripadvisor.com/Hotel_Review-g298224-d1509799-Reviews-Hotel_Stork-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,4.0,18,900-0006,沖縄県,那覇市,おもろまち2-6-40,,〒900-0006 沖縄県那覇市おもろまち2-6-40,3633,6165,130
1299,704090,"名古屋纳屋桥里士满酒店
Richmond Hotel Nagoya Nayabashi",Richmond Hotel Nagoya Nayabashi,4.6,4.6,3545,4.6,4.7,4.6,10653.0,Richmond Hotel Nagoya Nayabashi,https://www.tripadvisor.com/Hotel_Review-g298106-d1080773-Reviews-Richmond_Hotel_Nagoya_Nayabashi-Nagoya_Aichi_Prefecture_Chubu.html,4.0,20,460-0008,愛知県,名古屋市中区,栄1-2-7,,〒460-0008 愛知県名古屋市中区栄1-2-7,5504,22677,238
1301,704093,"日光尼克自然花园酒店
Hotel Natural Garden Nikko",Hotel Natural Garden Nikko,3.5,3.9,2663,3.7,3.9,3.8,6196.0,Hotel Natural Garden Nikko,https://www.tripadvisor.com/Hotel_Review-g298182-d1056517-Reviews-Hotel_Natural_Garden_Nikko-Nikko_Tochigi_Prefecture_Kanto.html,3.5,12,321-1435,栃木県,日光市,花石町1825-3,,〒321-1435 栃木県日光市花石町1825-3,8416,28128,35
1320,704131,"宫古岛和平岛酒店
Hotel Peace Island Miyakojima",Hotel Peace Island Miyakojima,4.9,4.5,5225,4.1,4.1,4.4,8675.0,Hotel Peace Island Miyakojima,https://www.tripadvisor.com/Hotel_Review-g680765-d1825812-Reviews-Hotel_Peace_Island_Miyakojima-Miyakojima_Okinawa_Prefecture_Kyushu_Okinawa.html,4.0,37,906-0012,沖縄県,宮古島市,平良西里310,,〒906-0012 沖縄県宮古島市平良西里310,7053,16010,93
1328,704143,"大雪山远景酒店
La Vista Daisetsuzan",La Vista Daisetsuzan,4.6,4.6,18104,4.6,4.6,4.6,41313.0,La Vista Daisetsuzan,https://www.tripadvisor.com/Hotel_Review-g1120349-d1167009-Reviews-La_Vista_Daisetsuzan-Higashikawa_cho_Kamikawa_gun_Hokkaido.html,4.5,545,071-1472,北海道,上川郡東川町,旭岳温泉,,〒071-1472 北海道上川郡東川町旭岳温泉,26586,60545,85
1341,704165,"贝尔帕瑞埃颂度假酒店
Resort Hotel Bel Paraiso",Resort Hotel Bel Paraiso,2.9,3.3,9152,3.1,3.3,3.2,11429.0,Resort Hotel Bel Paraiso,https://www.tripadvisor.com/Hotel_Review-g1025647-d1125230-Reviews-Resort_Hotel_Bel_Paraiso-Nakijin_son_Kunigami_gun_Okinawa_Prefecture_Kyushu_Okinawa.html,3.5,100,905-0403,沖縄県,国頭郡今帰仁村,運天1069,,〒905-0403 沖縄県国頭郡今帰仁村運天1069,11526,31558,84
1356,704185,"长崎蒙特利酒店
Hotel Monterey Nagasaki",Hotel Monterey Nagasaki,4.6,4.5,7931,4.4,4.5,4.5,6295.0,Hotel Monterey Nagasaki,https://www.tripadvisor.com/Hotel_Review-g298568-d324011-Reviews-Hotel_Monterey_Nagasaki-Nagasaki_Nagasaki_Prefecture_Kyushu_Okinawa.html,4.0,78,850-0918,長崎県,長崎市,大浦町1-22,,〒850-0918 長崎県長崎市大浦町1-22,5824,22625,123
1367,704197,"大阪法华俱乐部酒店
Hotel Hokke Club Osaka",Hotel Hokke Club Osaka,4.2,4.6,1264,4.5,4.6,4.5,8157.0,Hotel Hokke Club Osaka,https://www.tripadvisor.com/Hotel_Review-g298566-d1092197-Reviews-Hotel_Hokke_Club_Osaka-Osaka_Osaka_Prefecture_Kinki.html,4.0,3,530-0056,大阪府,大阪市北区,兎我野町12-19,,〒530-0056 大阪府大阪市北区兎我野町12-19,6885,15769,220
1369,704200,"与论岛普利西亚度假酒店
Pricia Resort Yoron",Pricia Resort Yoron,3.7,3.6,16952,3.6,3.6,3.6,16781.0,Pricia Resort Yoron,https://www.tripadvisor.com/Hotel_Review-g1121611-d1124287-Reviews-Pricia_Resort_Yoron-Oshima_gun_Yoron_cho_Yoron_jima_Kagoshima_Prefecture_Kyushu_Okina.html,3.5,448,891-9302,鹿児島県,大島郡与論町,立長358-1,,〒891-9302 鹿児島県大島郡与論町立長358-1,13628,41890,120
1392,704234,"那霸AZAT酒店
Hotel Azat",Hotel Azat,4.7,4.6,3372,4.4,4.7,4.6,9041.0,Hotel Azat,https://www.tripadvisor.com/Hotel_Review-g298224-d1094112-Reviews-Hotel_Azat-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,4.0,18,902-0067,沖縄県,那覇市,安里2-8-8,,〒902-0067 沖縄県那覇市安里2-8-8,5945,16513,172
1395,704237,"UNIZO酒店-福冈天神
HOTEL UNIZO Fukuoka Tenjin",HOTEL UNIZO Fukuoka Tenjin,4.8,4.2,3184,4.3,4.7,4.5,9492.0,HOTEL UNIZO Fukuoka Tenjin,https://www.tripadvisor.com/Hotel_Review-g298207-d1054992-Reviews-HOTEL_UNIZO_Fukuoka_Tenjin-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.0,17,810-0021,福岡県,福岡市中央区,今泉1-22-14,,〒810-0021 福岡県福岡市中央区今泉1-22-14,9137,27191,159
1397,704239,"福冈天神东横酒店
Toyoko Inn Fukuoka Tenjin",Toyoko Inn Fukuoka Tenjin,4.6,4.2,3241,4.2,4.5,4.4,8208.0,Toyoko Inn Fukuoka Tenjin,https://www.tripadvisor.com/Hotel_Review-g298207-d1799520-Reviews-Toyoko_Inn_Fukuoka_Tenjin-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,3.5,17,810-0004,福岡県,福岡市,中央区渡辺通5-15-14,,〒810-0004 福岡県福岡市中央区渡辺通5-15-14,6935,10788,33
1415,704261,"那霸大酒店
Naha Grand Hotel",Naha Grand Hotel,4.8,4.7,3437,4.2,4.6,4.6,10679.0,Naha Grand Hotel,https://www.tripadvisor.com/Hotel_Review-g298224-d1092946-Reviews-Naha_Grand_Hotel-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,3.5,18,900-0014,沖縄県,那覇市,松尾1-5-7,,〒900-0014 沖縄県那覇市松尾1-5-7,5064,12880,125
1419,704267,"箱根酒店
Hakone Hotel",Hakone Hotel,4.5,4.3,2124,4.1,4.4,4.3,44580.0,Hakone Hotel,https://www.tripadvisor.com/Hotel_Review-g298171-d1126040-Reviews-Hakone_Hotel-Hakone_machi_Ashigarashimo_gun_Kanagawa_Prefecture_Kanto.html,4.0,7,250-0521,神奈川県,足柄下郡箱根町,箱根65,富士屋ホテルレイクビューアネックス,〒250-0521 神奈川県足柄下郡箱根町箱根65富士屋ホテルレイクビューアネックス,20266,54264,49
1421,704269,"箱根芦之湖王子酒店
The Prince Hakone Lake Ashinoko",The Prince Hakone Lake Ashinoko,4.6,4.7,2080,4.7,4.8,4.7,29511.0,The Prince Hakone Lake Ashinoko,https://www.tripadvisor.com/Hotel_Review-g298171-d300901-Reviews-The_Prince_Hakone_Lake_Ashinoko-Hakone_machi_Ashigarashimo_gun_Kanagawa_Prefecture_Kant.html,4.0,7,250-0592,神奈川県,足柄下郡箱根町,元箱根144,,〒250-0592 神奈川県足柄下郡箱根町元箱根144,22259,70543,92
1422,704271,"箱根汤元温泉 南风荘酒店
Hotel Nanpuso",Hotel Nanpuso,4.6,4.5,2144,4.6,4.7,4.6,27000.0,Hotel Nanpuso,https://www.tripadvisor.com/Hotel_Review-g298171-d479518-Reviews-Hotel_Nanpuso-Hakone_machi_Ashigarashimo_gun_Kanagawa_Prefecture_Kanto.html,4.0,7,250-0312,神奈川県,足柄下郡箱根町,湯本茶屋179,,〒250-0312 神奈川県足柄下郡箱根町湯本茶屋179,21988,66519,108
1431,704285,"湘南藤泽法华俱乐部酒店
Hotel Hokke Club Shonan Fujisawa",Hotel Hokke Club Shonan Fujisawa,4.6,4.7,15585,4.6,4.7,4.6,4862.0,Hotel Hokke Club Shonan Fujisawa,https://www.tripadvisor.com/Hotel_Review-g1021277-d1036565-Reviews-Hotel_Hokke_Club_Shonan_Fujisawa-Fujisawa_Kanagawa_Prefecture_Kanto.html,4.0,350,251-0025,神奈川県,藤沢市,鵠沼石上1-6-1,,〒251-0025 神奈川県藤沢市鵠沼石上1-6-1,6256,16533,160
1441,704299,"和平之地酒店
Hotel Peace Land",Hotel Peace Land,3.8,3.8,3450,3.6,3.9,3.8,5368.0,Hotel Peace Land,https://www.tripadvisor.com/Hotel_Review-g298224-d1090664-Reviews-Hotel_Peace_Land-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,3.5,18,900-0016,沖縄県,那覇市,前島3-23,,〒900-0016 沖縄県那覇市前島3-23,4954,12109,51
1448,704309,"泰拉酒店
Hotel Taira",Hotel Taira,3.9,3.9,3445,3.5,3.8,3.8,4541.0,Hotel Taira,https://www.tripadvisor.com/Hotel_Review-g298224-d1092883-Reviews-Hotel_Taira-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,3.5,18,900-0032,沖縄県,那覇市,松山1-14-13,,〒900-0032 沖縄県那覇市松山1-14-13,4073,10568,95
1449,704310,"横滨辛克亚苏站前东横旅馆
Toyoko Inn Yokohama Shinkoyasu Ekimae",Toyoko Inn Yokohama Shinkoyasu Ekimae,4.7,5.0,4837,4.7,5.0,4.8,9504.0,Toyoko Inn Yokohama Shinkoyasu Ekimae,https://www.tripadvisor.com/Hotel_Review-g298173-d1495512-Reviews-Toyoko_Inn_Yokohama_Shinkoyasu_Ekimae-Yokohama_Kanagawa_Prefecture_Kanto.html,3.5,33,221-0021,神奈川県,横浜市,神奈川区子安通2-240-32,,〒221-0021 神奈川県横浜市神奈川区子安通2-240-32,7389,10412,173
1478,704360,"富山大和ROYNET酒店
Daiwa Roynet Hotel Toyama",Daiwa Roynet Hotel Toyama,4.4,4.6,8263,4.4,4.5,4.5,5264.0,Daiwa Roynet Hotel Toyama,https://www.tripadvisor.com/Hotel_Review-g298126-d1078569-Reviews-Daiwa_Roynet_Hotel_Toyama-Toyama_Toyama_Prefecture_Chubu.html,4.0,84,930-0028,富山県,富山市,荒町6-1,,〒930-0028 富山県富山市荒町6-1,7050,20591,227
1479,704363,"富山东急饭店
Toyama Excel Hotel Tokyu",Toyama Excel Hotel Tokyu,4.6,4.5,8258,4.3,4.4,4.4,8103.0,Toyama Excel Hotel Tokyu,https://www.tripadvisor.com/Hotel_Review-g298126-d505895-Reviews-Toyama_Excel_Hotel_Tokyu-Toyama_Toyama_Prefecture_Chubu.html,4.0,84,930-0002,富山県,富山市,新富町1-2-3,CICビル,〒930-0002 富山県富山市新富町1-2-3CICビル,12645,38048,210
1488,704379,"新冲绳酒店
Hotel New Okinawa",Hotel New Okinawa,4.8,4.7,3406,4.2,4.5,4.6,5284.0,Hotel New Okinawa,https://www.tripadvisor.com/Hotel_Review-g298224-d1080174-Reviews-Hotel_New_Okinawa-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,3.5,18,900-0014,沖縄県,那覇市,松尾1-4-5,,〒900-0014 沖縄県那覇市松尾1-4-5,5284,14751,74
1491,704384,"河口湖瑞吉娜酒店
Hotel Regina Kawaguchiko",Hotel Regina Kawaguchiko,4.6,4.7,2429,4.6,4.7,4.6,30372.0,Hotel Regina Kawaguchiko,https://www.tripadvisor.com/Hotel_Review-g1165976-d729719-Reviews-Hotel_Regina_Kawaguchiko-Fujikawaguchiko_machi_Minamitsuru_gun_Yamanashi_Prefecture_Ch.html,4.0,9,401-0301,山梨県,南都留郡富士河口湖町,船津5239-1,,〒401-0301 山梨県南都留郡富士河口湖町船津5239-1,14436,44864,68
1497,704398,"河口湖酒店
Kawaguchiko Hotel",Kawaguchiko Hotel,4.6,4.4,2410,3.8,4.2,4.3,12018.0,Kawaguchiko Hotel,https://www.tripadvisor.com/Hotel_Review-g1165976-d1169206-Reviews-Kawaguchiko_Hotel-Fujikawaguchiko_machi_Minamitsuru_gun_Yamanashi_Prefecture_Chubu.html,3.0,9,401-0301,山梨県,南都留郡富士河口湖町,船津200,,〒401-0301 山梨県南都留郡富士河口湖町船津200,8749,45072,38
1513,704426,"广岛智慧酒店别馆
Hiroshima Intelligent Hotel Annex",Hiroshima Intelligent Hotel Annex,3.8,3.8,4962,3.8,3.8,3.8,7633.0,Hiroshima Intelligent Hotel Annex,https://www.tripadvisor.com/Hotel_Review-g298561-d653350-Reviews-Hiroshima_Intelligent_Hotel_Annex-Hiroshima_Hiroshima_Prefecture_Chugoku.html,3.5,34,732-0827,広島県,広島市南区,南区稲荷町3番27号,,〒732-0827 広島県広島市南区南区稲荷町3番27号,5822,17801,225
1515,704431,"冲绳孙酒店
Hotel Sun Okinawa",Hotel Sun Okinawa,4.8,4.5,3393,4.2,4.5,4.5,,Hotel Sun Okinawa,https://www.tripadvisor.com/Hotel_Review-g298224-d1080202-Reviews-Hotel_Sun_Okinawa-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,4.0,18,900-0015,沖縄県,那覇市,久茂地1-5-15,,〒900-0015 沖縄県那覇市久茂地1-5-15,9027,23558,200
1523,704444,"UNIZO旅馆-广岛
UNIZO INN Hiroshima",UNIZO INN Hiroshima,3.6,3.7,4946,3.8,4.0,3.8,11534.0,UNIZO INN Hiroshima,https://www.tripadvisor.com/Hotel_Review-g298561-d558105-Reviews-UNIZO_INN_Hiroshima-Hiroshima_Hiroshima_Prefecture_Chugoku.html,3.5,34,730-0012,広島県,広島市中区,上八丁堀7-25,,〒730-0012 広島県広島市中区上八丁堀7-25,5486,15002,171
1525,704447,"古色石垣岛酒店
Hotel Patina Ishigakijima",Hotel Patina Ishigakijima,4.2,4.0,4160,4.1,4.2,4.1,16672.0,Hotel Patina Ishigakijima,https://www.tripadvisor.com/Hotel_Review-g298223-d1087899-Reviews-Hotel_Patina_Ishigakijima-Ishigaki_Okinawa_Prefecture_Kyushu_Okinawa.html,4.5,24,907-0011,沖縄県,石垣市,八島町1-8-5,,〒907-0011 沖縄県石垣市八島町1-8-5,11086,20045,27
1554,704496,"鸟取新大谷酒店
Hotel New Otani Tottori",Hotel New Otani Tottori,4.6,4.5,11198,3.9,4.3,4.3,11519.0,Hotel New Otani Tottori,https://www.tripadvisor.com/Hotel_Review-g298138-d301318-Reviews-Hotel_New_Otani_Tottori-Tottori_Tottori_Prefecture_Chugoku.html,4.0,155,680-0822,鳥取県,鳥取市,今町2-153,,〒680-0822 鳥取県鳥取市今町2-153,7499,21043,137
1621,704596,"利索尔名古屋酒店
Hotel Resol Nagoya",Hotel Resol Nagoya,4.7,4.5,3575,4.3,4.6,4.5,16224.0,Hotel Resol Nagoya,https://www.tripadvisor.com/Hotel_Review-g298106-d320101-Reviews-Hotel_Resol_Nagoya-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,450-0002,愛知県,名古屋市中村区,名駅3-25-6,,〒450-0002 愛知県名古屋市中村区名駅3-25-6,7503,19933,101
1623,704599,"京都五条大宫东横旅馆
Toyoko Inn Kyoto Gojo-Omiya",Toyoko Inn Kyoto Gojo-Omiya,4.2,4.5,1098,4.3,4.8,4.4,8424.0,Toyoko Inn Kyoto Gojo-Omiya,https://www.tripadvisor.com/Hotel_Review-g298564-d1872360-Reviews-Toyoko_Inn_Kyoto_Gojo_Omiya-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,600-8362,京都府,京都市下京区,大宮通五条下る2丁目西側中堂寺前町502-5,,〒600-8362 京都府京都市下京区大宮通五条下る2丁目西側中堂寺前町502-5,8329,17768,156
1647,704633,"热海站前东横旅馆
Toyoko Inn Atami Ekimae",Toyoko Inn Atami Ekimae,4.2,3.7,5114,3.8,4.1,3.9,6588.0,Toyoko Inn Atami Ekimae,https://www.tripadvisor.com/Hotel_Review-g298122-d1497067-Reviews-Toyoko_Inn_Atami_Ekimae-Atami_Shizuoka_Prefecture_Chubu.html,3.5,36,413-0005,静岡県,熱海市,春日町12-4,,〒413-0005 静岡県熱海市春日町12-4,7949,10524,38
1654,704643,"稻取东海酒店汤苑
Inatori Tokai Hotel Yuen",Inatori Tokai Hotel Yuen,4.4,4.2,8026,4.0,4.6,4.3,32356.0,Inatori Tokai Hotel Yuen,https://www.tripadvisor.com/Hotel_Review-g1121205-d1125037-Reviews-Inatori_Tokai_Hotel_Yuen-Higashiizu_cho_Kamo_gun_Shizuoka_Prefecture_Chubu.html,4.0,80,413-0411,静岡県,賀茂郡東伊豆町,稲取1599-1,,〒413-0411 静岡県賀茂郡東伊豆町稲取1599-1,17346,51365,42
1674,704665,"名古屋公寓酒店
Hotel Livemax Nagoya",Hotel Livemax Nagoya,3.5,3.5,3616,3.4,3.6,3.5,,Hotel Livemax Nagoya,https://www.tripadvisor.com/Hotel_Review-g298106-d1520447-Reviews-Hotel_Livemax_Nagoya-Nagoya_Aichi_Prefecture_Chubu.html,3.0,20,454-0012,愛知県,名古屋市,中川区尾頭橋3-1-22,,〒454-0012 愛知県名古屋市中川区尾頭橋3-1-22,4591,37962,48
1679,704671,"第一富士酒店
Daiichi Fuji Hotel",Daiichi Fuji Hotel,4.6,4.0,3610,3.9,4.2,4.2,8890.0,Daiichi Fuji Hotel,https://www.tripadvisor.com/Hotel_Review-g298106-d628533-Reviews-Daiichi_Fuji_Hotel-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,453-0015,愛知県,名古屋市中村区,椿町13-17,,〒453-0015 愛知県名古屋市中村区椿町13-17,6495,15006,179
1696,704700,"秋田多米酒店
Hotel Dormy Inn Akita",Hotel Dormy Inn Akita,4.8,4.6,10853,4.8,4.8,4.8,9089.0,Hotel Dormy Inn Akita,https://www.tripadvisor.com/Hotel_Review-g298239-d1083393-Reviews-Hotel_Dormy_Inn_Akita-Akita_Akita_Prefecture_Tohoku.html,4.0,147,010-0001,秋田県,秋田市,中通2-3-1,,〒010-0001 秋田県秋田市中通2-3-1,7052,24065,297
1700,704706,"京都城市酒店
Urban Hotel Kyoto",Urban Hotel Kyoto,4.4,4.6,976,4.5,4.8,4.6,5031.0,Urban Hotel Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d639822-Reviews-Urban_Hotel_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,612-0029,京都府,京都市伏見区,深草西浦町4-59,,〒612-0029 京都府京都市伏見区深草西浦町4-59,5108,12993,199
1722,704758,"京都兰威特酒店
Aranvert Hotel Kyoto",Aranvert Hotel Kyoto,4.7,4.7,854,4.6,4.8,4.7,5892.0,Aranvert Hotel Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d582007-Reviews-Aranvert_Hotel_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.0,2,600-8107,京都府,京都市下京区,下京区五条通東錺屋町179,,〒600-8107 京都府京都市下京区下京区五条通東錺屋町179,6885,24764,183
1733,704776,"GrandPark帕奈克斯酒店-千叶
Grand Park Hotel Panex Chiba",Grand Park Hotel Panex Chiba,3.3,3.3,11572,3.3,3.1,3.2,4995.0,Grand Park Hotel Panex Chiba,https://www.tripadvisor.com/Hotel_Review-g298158-d1078584-Reviews-Grand_Park_Hotel_Panex_Chiba-Chiba_Chiba_Prefecture_Kanto.html,3.5,167,264-0036,千葉県,千葉市,若葉区殿台町123-4,,〒264-0036 千葉県千葉市若葉区殿台町123-4,5485,11417,72
1741,704791,"会津若松华盛顿酒店
Aizuwakamatsu Washington Hotel",Aizuwakamatsu Washington Hotel,4.4,4.4,10997,4.4,4.4,4.4,6601.0,Aizuwakamatsu Washington Hotel,https://www.tripadvisor.com/Hotel_Review-g780850-d1074121-Reviews-Aizuwakamatsu_Washington_Hotel-Aizuwakamatsu_Fukushima_Prefecture_Tohoku.html,3.5,151,965-0024,福島県,会津若松市,白虎町201,,〒965-0024 福島県会津若松市白虎町201,6268,16118,153
1744,704798,"美图海韵酒店
Hotel Sealuck Pal Mito",Hotel Sealuck Pal Mito,4.3,5.0,12890,4.8,4.8,4.7,5267.0,Hotel Sealuck Pal Mito,https://www.tripadvisor.com/Hotel_Review-g298166-d1057418-Reviews-Hotel_Sealuck_Pal_Mito-Mito_Ibaraki_Prefecture_Kanto.html,4.0,216,310-0852,茨城県,水戸市,笠原町600-60,,〒310-0852 茨城県水戸市笠原町600-60,5705,8837,161
1745,704800,"盛冈爱斯酒店
Hotel Ace Morioka",Hotel Ace Morioka,4.5,4.5,10808,3.8,4.3,4.3,8040.0,Hotel Ace Morioka,https://www.tripadvisor.com/Hotel_Review-g298247-d628342-Reviews-Hotel_Ace_Morioka-Morioka_Iwate_Prefecture_Tohoku.html,4.0,146,020-0021,岩手県,盛岡市,中央通2-11-35,,〒020-0021 岩手県盛岡市中央通2-11-35,5932,10074,275
