RID,Ctrip_HotelID,HotelName,EnglishHotelName,HotelScore,HotelPrice,tripadvisor_hotel_id,hotel_name,hotel_url,hotel_rating,city_id,postal_code,prefecture,locality,street,ext_address,address,price_lower,price_upper,rooms
1358,688213,Hotel Route Inn Osaka Honmachi(宾馆大坂本町路线酒店),Hotel Route Inn Osaka Honmachi,4.3,,1268,Hotel Route Inn Osaka Honmachi,https://www.tripadvisor.com/Hotel_Review-g298566-d1083227-Reviews-Hotel_Route_Inn_Osaka_Honmachi-Osaka_Osaka_Prefecture_Kinki.html,4.0,3,550-0005,大阪府,大阪市西区,西本町2-6-6,,〒550-0005 大阪府大阪市西区西本町2-6-6,7996,20433,346
1370,688224,Hotel Sunlife(阳光生活酒店),Hotel Sunlife,3.8,9796.0,1296,Hotel Sunlife,https://www.tripadvisor.com/Hotel_Review-g298566-d1093099-Reviews-Hotel_Sunlife-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,550-0004,大阪府,大阪市,西区靱本町3-3-6,,〒550-0004 大阪府大阪市西区靱本町3-3-6,5664,15436,63
1378,688233,Smile Hotel Tokyo Asagaya(东京阿佐谷微笑酒店),Smile Hotel Tokyo Asagaya,4.5,12528.0,325,Smile Hotel Tokyo Asagaya,https://www.tripadvisor.com/Hotel_Review-g1066458-d506000-Reviews-Smile_Hotel_Tokyo_Asagaya-Suginami_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,166-0004,東京都,杉並区,阿佐谷南3-37-11,,〒166-0004 東京都杉並区阿佐谷南3-37-11,6330,16657,112
1393,688254,Hotel Villa Fontaine Hamamatsucho(维拉喷泉酒店 滨松町),Hotel Villa Fontaine Hamamatsucho,4.0,6554.0,184,Hotel Villa Fontaine Hamamatsucho,https://www.tripadvisor.com/Hotel_Review-g1066451-d1439813-Reviews-Hotel_Villa_Fontaine_Hamamatsucho-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,105-0014,東京都,港区,芝1-6-5,,〒105-0014 東京都港区芝1-6-5,7551,20433,119
1395,688256,Hotel Grand Fresa Akasaka(赤坂Fresa大酒店),Hotel Grand Fresa Akasaka,4.4,9940.0,185,Hotel Grand Fresa Akasaka,https://www.tripadvisor.com/Hotel_Review-g1066451-d648195-Reviews-Hotel_Grand_Fresa_Akasaka-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,107-0052,東京都,港区,赤坂6-3-17,,〒107-0052 東京都港区赤坂6-3-17,7440,19878,136
1401,688263,Hotel JAL City Haneda Tokyo(东京羽田日航观光商务酒店),Hotel JAL City Haneda Tokyo,4.6,9753.0,38,Hotel JAL City Haneda Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066454-d543524-Reviews-Hotel_JAL_City_Haneda_Tokyo-Ota_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,144-0042,東京都,大田区,羽田旭町4-11,,〒144-0042 東京都大田区羽田旭町4-11,10550,19878,308
1403,688267,Hotel Sunroute Asakusa(浅草灿路都大饭店(旧名: 太阳道大酒店)),Hotel Sunroute Asakusa,4.4,8640.0,286,Hotel Sunroute Asakusa,https://www.tripadvisor.com/Hotel_Review-g1066461-d320580-Reviews-Hotel_Sunroute_Asakusa-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,111-0034,東京都,台東区,雷門1-8-5,,〒111-0034 東京都台東区雷門1-8-5,7218,18323,120
1419,688321,Ueno Terminal Hotel(上野车站酒店),Ueno Terminal Hotel,4.3,35000.0,330,Ueno Terminal Hotel,https://www.tripadvisor.com/Hotel_Review-g1066461-d632554-Reviews-Ueno_Terminal_Hotel-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,110-0015,東京都,台東区,東上野2-21-11,,〒110-0015 東京都台東区東上野2-21-11,6996,22210,73
1422,688348,Via Inn Asakusa(浅草Via Inn酒店),Via Inn Asakusa,4.5,10023.0,140,Via Inn Asakusa,https://www.tripadvisor.com/Hotel_Review-g1066461-d505287-Reviews-Via_Inn_Asakusa-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,111-0032,東京都,台東区,浅草2-33-7,,〒111-0032 東京都台東区浅草2-33-7,5552,16880,190
1426,688364,Sotetsu Fresa Inn Tokyo Kyobashi(相铁FRESA INN-东京京桥),Sotetsu Fresa Inn Tokyo Kyobashi,4.7,8927.0,78,Sotetsu Fresa Inn Tokyo Kyobashi,https://www.tripadvisor.com/Hotel_Review-g1066444-d2269017-Reviews-Sotetsu_Fresa_Inn_Tokyo_Kyobashi-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,104-0031,東京都,中央区,京橋2-11-1,,〒104-0031 東京都中央区京橋2-11-1,9550,27540,160
1434,688397,New Otani Inn Tokyo(东京新大谷Inn),New Otani Inn Tokyo,4.4,10297.0,224,New Otani Inn Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066854-d301294-Reviews-New_Otani_Inn_Tokyo-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,141-0032,東京都,品川区,大崎1-6-2,,〒141-0032 東京都品川区大崎1-6-2,11549,30428,427
1436,688402,Hotel Sunroute Shinagawa Seaside(品川海滨灿路都大饭店),Hotel Sunroute Shinagawa Seaside,4.7,8719.0,271,Hotel Sunroute Shinagawa Seaside,https://www.tripadvisor.com/Hotel_Review-g1066854-d648194-Reviews-Hotel_Sunroute_Shinagawa_Seaside-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,140-0002,東京都,品川区,東品川4-12-8,,〒140-0002 東京都品川区東品川4-12-8,7551,16657,300
1462,688486,Toyoko Inn Umeda Nakatsu(东横INN 梅田中津),Toyoko Inn Umeda Nakatsu,4.0,7074.0,1423,Toyoko Inn Umeda Nakatsu,https://www.tripadvisor.com/Hotel_Review-g298566-d1493260-Reviews-Toyoko_Inn_Umeda_Nakatsu-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,531-0072,大阪府,大阪市北区,豊崎3-20-4,,〒531-0072 大阪府大阪市北区豊崎3-20-4,7218,9550,169
1464,688493,HOTEL UNIZO Osaka Yodoyabashi(UNIZO酒店-大阪淀屋桥),HOTEL UNIZO Osaka Yodoyabashi,4.5,17750.0,1253,HOTEL UNIZO Osaka Yodoyabashi,https://www.tripadvisor.com/Hotel_Review-g298566-d1439005-Reviews-HOTEL_UNIZO_Osaka_Yodoyabashi-Osaka_Osaka_Prefecture_Kinki.html,4.0,3,541-0043,大阪府,大阪市中央区,高麗橋4-2-7,,〒541-0043 大阪府大阪市中央区高麗橋4-2-7,6663,19989,333
1465,688503,Toyoko Inn Shinsaibashi Nishi(东横INN 心齐桥西),Toyoko Inn Shinsaibashi Nishi,4.0,,1414,Toyoko Inn Shinsaibashi Nishi,https://www.tripadvisor.com/Hotel_Review-g298566-d1493257-Reviews-Toyoko_Inn_Shinsaibashi_Nishi-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,550-0014,大阪府,大阪市西区,北堀江1-9-22,,〒550-0014 大阪府大阪市西区北堀江1-9-22,7218,12215,143
1472,688534,Toyoko Inn Yodoyabashi-eki Minami(东横INN 淀屋桥站南),Toyoko Inn Yodoyabashi-eki Minami,4.2,9508.0,1357,Toyoko Inn Yodoyabashi-eki Minami,https://www.tripadvisor.com/Hotel_Review-g298566-d1132539-Reviews-Toyoko_Inn_Yodoyabashi_eki_Minami-Osaka_Osaka_Prefecture_Kinki.html,4.0,3,541-0046,大阪府,大阪市中央区,平野町3-4-6,,〒541-0046 大阪府大阪市中央区平野町3-4-6,7551,14103,376
1491,688579,UNIZO INN Asakusa(UNIZO旅馆-浅草),UNIZO INN Asakusa,4.0,7337.0,279,UNIZO INN Asakusa,https://www.tripadvisor.com/Hotel_Review-g1066461-d1085878-Reviews-UNIZO_INN_Asakusa-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,111-0032,東京都,台東区浅草,1-9-2,,〒111-0032 東京都台東区浅草1-9-2,5219,16435,121
1496,688586,Dai-ichi Hotel Tokyo(东京第一酒店),Dai-ichi Hotel Tokyo,4.7,20976.0,241,Dai-ichi Hotel Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066451-d307332-Reviews-Dai_ichi_Hotel_Tokyo-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,105-8621,東京都,港区,新橋1-2-6,,〒105-8621 東京都港区新橋1-2-6,21766,55303,278
1501,688623,HOTEL UNIZO Shibuya(UNIZO酒店-涩谷),HOTEL UNIZO Shibuya,4.3,12884.0,170,HOTEL UNIZO Shibuya,https://www.tripadvisor.com/Hotel_Review-g1066456-d1798147-Reviews-HOTEL_UNIZO_Shibuya-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,150-0042,東京都,渋谷区,宇田川町4-3,,〒150-0042 東京都渋谷区宇田川町4-3,12882,29095,186
1504,688626,Toyoko Inn Shinagawa Oimachi(东横INN品川大井町),Toyoko Inn Shinagawa Oimachi,4.1,8208.0,524,Toyoko Inn Shinagawa Oimachi,https://www.tripadvisor.com/Hotel_Review-g1066854-d1497073-Reviews-Toyoko_Inn_Shinagawa_Oimachi-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,140-0014,東京都,品川区,大井1-27-3,,〒140-0014 東京都品川区大井1-27-3,8440,11882,186
1506,688629,Toyoko Inn Monzen-nakacho Eitaibashi(东横INN 门前仲町永代桥),Toyoko Inn Monzen-nakacho Eitaibashi,3.9,9288.0,523,Toyoko Inn Monzen-nakacho Eitaibashi,https://www.tripadvisor.com/Hotel_Review-g1066449-d1115340-Reviews-Toyoko_Inn_Monzen_nakacho_Eitaibashi-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,135-0034,東京都,江東区,永代1-15-3,,〒135-0034 東京都江東区永代1-15-3,7551,11105,307
1510,688645,Toyoko Inn Kamata Higashi-guchi(东横INN 蒲田东口),Toyoko Inn Kamata Higashi-guchi,4.1,11448.0,375,Toyoko Inn Kamata Higashi-guchi,https://www.tripadvisor.com/Hotel_Review-g1066454-d1495478-Reviews-Toyoko_Inn_Kamata_Higashi_guchi-Ota_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,144-0052,東京都,大田区蒲田,5-18-4,,〒144-0052 東京都大田区蒲田5-18-4,8440,12771,90
1513,688649,Toyoko Inn Kanda Akihabara(东横INN神田秋叶原),Toyoko Inn Kanda Akihabara,4.5,8964.0,456,Toyoko Inn Kanda Akihabara,https://www.tripadvisor.com/Hotel_Review-g1066444-d1497074-Reviews-Toyoko_Inn_Kanda_Akihabara-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,103-0002,東京都,中央区,日本橋馬喰町2-2-4,,〒103-0002 東京都中央区日本橋馬喰町2-2-4,7773,10994,33
1527,699307,Shin Osaka Washington Hotel Plaza(新大坂华盛顿酒店),Shin Osaka Washington Hotel Plaza,5.0,9501.0,1270,Shin Osaka Washington Hotel Plaza,https://www.tripadvisor.com/Hotel_Review-g298566-d321002-Reviews-Shin_Osaka_Washington_Hotel_Plaza-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,532-0011,大阪府,大阪市淀川区,西中島5-5-15,,〒532-0011 大阪府大阪市淀川区西中島5-5-15,7218,19545,490
1529,703215,Hakuba Springs Hotel(白马泉酒店),Hakuba Springs Hotel,4.9,,1614,Hakuba Springs Hotel,https://www.tripadvisor.com/Hotel_Review-g1120615-d1803495-Reviews-Hakuba_Springs_Hotel-Hakuba_mura_Kitaazumi_gun_Nagano_Prefecture_Chubu.html,4.5,4,399-9301,長野県,北安曇郡白馬村,北城5090,,〒399-9301 長野県北安曇郡白馬村北城5090,33001,48394,35
1536,703251,Hotel Route-Inn Hofu Ekimae(ROUTE-INN酒店 防府站前),Hotel Route-Inn Hofu Ekimae,4.1,10319.0,17885,Hotel Route-Inn Hofu Ekimae,https://www.tripadvisor.com/Hotel_Review-g1023684-d1089548-Reviews-Hotel_Route_Inn_Hofu_Ekimae-Hofu_Yamaguchi_Prefecture_Chugoku.html,4.0,526,747-0801,山口県,防府市,駅南町1-45,,〒747-0801 山口県防府市駅南町1-45,6032,15304,207
1541,703319,Pearl Hotel Kawasaki(川崎珍珠酒店),Pearl Hotel Kawasaki,3.9,9224.0,9841,Pearl Hotel Kawasaki,https://www.tripadvisor.com/Hotel_Review-g298172-d1079543-Reviews-Pearl_Hotel_Kawasaki-Kawasaki_Kanagawa_Prefecture_Kanto.html,3.5,120,210-0023,神奈川県,川崎市川崎区,小川町16-9,,〒210-0023 神奈川県川崎市川崎区小川町16-9,6603,14996,96
1578,703397,Hotel Hokke Club Sapporo(札幌法华俱乐部酒店),Hotel Hokke Club Sapporo,4.4,7438.0,3757,Hotel Hokke Club Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d547198-Reviews-Hotel_Hokke_Club_Sapporo-Sapporo_Hokkaido.html,4.0,21,060-0002,北海道,札幌市中央区,中央区北2条西3,,〒060-0002 北海道札幌市中央区中央区北2条西3,6159,18029,146
1582,703405,APA Hotel Sapporo(APA酒店-札幌),APA Hotel Sapporo,3.8,6200.0,3777,APA Hotel Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d1082829-Reviews-APA_Hotel_Sapporo-Sapporo_Hokkaido.html,3.5,21,060-0062,北海道,札幌市中央区,南2条西7-10-1,,〒060-0062 北海道札幌市中央区南2条西7-10-1,4031,29227,261
1590,703422,Hotel Route-Inn Kushiro Ekimae(Route-Inn酒店 钏路站前),Hotel Route-Inn Kushiro Ekimae,4.5,9542.0,10317,Hotel Route-Inn Kushiro Ekimae,https://www.tripadvisor.com/Hotel_Review-g298147-d1091141-Reviews-Hotel_Route_Inn_Kushiro_Ekimae-Kushiro_Hokkaido.html,4.0,134,085-0015,北海道,釧路市,北大通13-2-10,,〒085-0015 北海道釧路市北大通13-2-10,6828,16006,220
1598,703465,Hokkaido Hotel(森林水疗度假区 北海道酒店),Hokkaido Hotel,4.6,30500.0,13821,Hokkaido Hotel,https://www.tripadvisor.com/Hotel_Review-g608507-d598294-Reviews-Hokkaido_Hotel-Obihiro_Hokkaido.html,4.5,260,080-0017,北海道,帯広市,西7条南19丁目1番地,,〒080-0017 北海道帯広市西7条南19丁目1番地,12752,26622,117
1604,703471,Hotel Clubby Sapporo(札幌克拉比酒店),Hotel Clubby Sapporo,4.3,7874.0,3733,Hotel Clubby Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d1082462-Reviews-Hotel_Clubby_Sapporo-Sapporo_Hokkaido.html,4.5,21,060-0032,北海道,札幌市中央区,北2条東3,,〒060-0032 北海道札幌市中央区北2条東3,6831,31131,118
1611,703479,Hotel Sunroute Sapporo(札幌灿路都大酒店),Hotel Sunroute Sapporo,4.0,13500.0,3728,Hotel Sunroute Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d557890-Reviews-Hotel_Sunroute_Sapporo-Sapporo_Hokkaido.html,3.5,21,060-0807,北海道,札幌市北区,北7条西1-1-22,,〒060-0807 北海道札幌市北区北7条西1-1-22,5487,17133,78
1612,703482,Marks Inn Sapporo(札幌Marks Inn),Marks Inn Sapporo,4.2,5063.0,3788,Marks Inn Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d1081777-Reviews-Marks_Inn_Sapporo-Sapporo_Hokkaido.html,3.5,21,064-0808,北海道,札幌市中央区,南8条西3丁目,,〒064-0808 北海道札幌市中央区南8条西3丁目,4367,12094,162
1615,703489,Sapporo Tobu Hotel(札幌东武酒店),Sapporo Tobu Hotel,4.5,6480.0,3758,Sapporo Tobu Hotel,https://www.tripadvisor.com/Hotel_Review-g298560-d1082818-Reviews-Sapporo_Tobu_Hotel-Sapporo_Hokkaido.html,4.0,21,060-0054,北海道,札幌市中央区,南4条東1,,〒060-0054 北海道札幌市中央区南4条東1,5151,30571,252
1649,703549,Daiwa Roynet Hotel Oita(大分大和ROYNET酒店),Daiwa Roynet Hotel Oita,4.5,6540.0,11056,Daiwa Roynet Hotel Oita,https://www.tripadvisor.com/Hotel_Review-g298220-d1092051-Reviews-Daiwa_Roynet_Hotel_Oita-Oita_Oita_Prefecture_Kyushu_Okinawa.html,4.5,152,870-0046,大分県,大分市,荷揚町2-3‎,,〒870-0046 大分県大分市荷揚町2-3‎,5485,25409,240
1650,703551,Rembrandt Hotel Oita(大分伦勃朗酒店),Rembrandt Hotel Oita,4.2,,11057,Rembrandt Hotel Oita,https://www.tripadvisor.com/Hotel_Review-g298220-d302025-Reviews-Rembrandt_Hotel_Oita-Oita_Oita_Prefecture_Kyushu_Okinawa.html,4.0,152,870-0816,大分県,大分市,田室町9-20,(旧大分東洋ホテル),〒870-0816 大分県大分市田室町9-20(旧大分東洋ホテル),5820,16902,144
1662,703579,Garden Hotel Kanazawa(金泽花园酒店),Garden Hotel Kanazawa,4.1,7598.0,5703,Garden Hotel Kanazawa,https://www.tripadvisor.com/Hotel_Review-g298115-d628293-Reviews-Garden_Hotel_Kanazawa-Kanazawa_Ishikawa_Prefecture_Chubu.html,3.5,42,920-0853,石川県,金沢市,本町2-16-16,,〒920-0853 石川県金沢市本町2-16-16,5934,14330,160
1689,703665,Nansei Kanko Hotel(南西观光酒店),Nansei Kanko Hotel,3.6,8416.0,3375,Nansei Kanko Hotel,https://www.tripadvisor.com/Hotel_Review-g298224-d1092955-Reviews-Nansei_Kanko_Hotel-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,4.0,18,900-0013,沖縄県,那覇市,牧志3-13-23,,〒900-0013 沖縄県那覇市牧志3-13-23,6495,17613,131
1692,703677,Hotel Route Inn Suzuka(Route Inn酒店-铃鹿),Hotel Route Inn Suzuka,3.5,11062.0,15518,Hotel Route Inn Suzuka,https://www.tripadvisor.com/Hotel_Review-g298194-d1086188-Reviews-Hotel_Route_Inn_Suzuka-Suzuka_Mie_Prefecture_Chubu.html,4.0,347,513-0844,三重県,鈴鹿市,平田2丁目6番9号,,〒513-0844 三重県鈴鹿市平田2丁目6番9号,7484,16309,207
1723,703776,Meitetsu Inn Nagoya Ekimae(名古屋名铁酒店),Meitetsu Inn Nagoya Ekimae,4.6,6930.0,3577,Meitetsu Inn Nagoya Ekimae,https://www.tripadvisor.com/Hotel_Review-g298106-d1090545-Reviews-Meitetsu_Inn_Nagoya_Ekimae-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,451-0045,愛知県,名古屋市西区,西区名駅2-21-12,,〒451-0045 愛知県名古屋市西区西区名駅2-21-12,5487,15006,285
1725,703778,Tokyo Daiichi Hotel Nishiki(东京锦第一酒店),Tokyo Daiichi Hotel Nishiki,4.7,6235.0,3549,Tokyo Daiichi Hotel Nishiki,https://www.tripadvisor.com/Hotel_Review-g298106-d320117-Reviews-Tokyo_Daiichi_Hotel_Nishiki-Nagoya_Aichi_Prefecture_Chubu.html,4.0,20,460-0003,愛知県,名古屋市中区,錦3-18-21,,〒460-0003 愛知県名古屋市中区錦3-18-21,6275,19925,233
1745,703821,Keisei Hotel Miramare(京成酒店 米拉玛莱),Keisei Hotel Miramare,4.5,8600.0,11571,Keisei Hotel Miramare,https://www.tripadvisor.com/Hotel_Review-g298158-d1078602-Reviews-Keisei_Hotel_Miramare-Chiba_Chiba_Prefecture_Kanto.html,4.0,167,260-0014,千葉県,千葉市,中央区本千葉町15-1,,〒260-0014 千葉県千葉市中央区本千葉町15-1,6604,24737,176
1756,703866,Chiba Washington Hotel(千叶华盛顿酒店),Chiba Washington Hotel,3.9,6018.0,11565,Chiba Washington Hotel,https://www.tripadvisor.com/Hotel_Review-g298158-d626334-Reviews-Chiba_Washington_Hotel-Chiba_Chiba_Prefecture_Kanto.html,3.5,167,260-0015,千葉県,千葉市,中央区富士見1-13-1,,〒260-0015 千葉県千葉市中央区富士見1-13-1,5593,16219,181
1767,703887,Radisson Hotel Narita(成田拉迪森酒店),Radisson Hotel Narita,4.2,8768.0,17545,Radisson Hotel Narita,https://www.tripadvisor.com/Hotel_Review-g1021270-d307195-Reviews-Radisson_Hotel_Narita-Tomisato_Chiba_Prefecture_Kanto.html,4.0,495,286-0221,千葉県,富里市,七栄650-35,,〒286-0221 千葉県富里市七栄650-35,8155,18767,490
1768,703889,Hotel New Otani Saga(佐贺新大谷酒店),Hotel New Otani Saga,3.9,10477.0,12341,Hotel New Otani Saga,https://www.tripadvisor.com/Hotel_Review-g298227-d301322-Reviews-Hotel_New_Otani_Saga-Saga_Saga_Prefecture_Kyushu_Okinawa.html,4.0,193,840-0047,佐賀県,佐賀市,与賀町1-2,,〒840-0047 佐賀県佐賀市与賀町1-2,10291,23602,102
1779,703901,Hotel Sunroute Plaza Fukushima(福岛灿路都广场大饭店),Hotel Sunroute Plaza Fukushima,4.1,8267.0,7045,Hotel Sunroute Plaza Fukushima,https://www.tripadvisor.com/Hotel_Review-g298244-d1083658-Reviews-Hotel_Sunroute_Plaza_Fukushima-Fukushima_Fukushima_Prefecture_Tohoku.html,4.0,65,,,,,,,,,
1792,703917,Chisun Inn Fukushima Nishi IC(CHISUN INN  福岛西交流道口),Chisun Inn Fukushima Nishi IC,3.7,7390.0,6988,Chisun Inn Fukushima Nishi IC,https://www.tripadvisor.com/Hotel_Review-g298244-d1086438-Reviews-Chisun_Inn_Fukushima_Nishi_IC-Fukushima_Fukushima_Prefecture_Tohoku.html,4.0,65,960-1108,福島県,福島市,成川字杵清水20-1,,〒960-1108 福島県福島市成川字杵清水20-1,5600,12097,98
1799,703923,Wakayama Marina City Hotel(和歌山海湾城市酒店),Wakayama Marina City Hotel,4.1,,12183,Wakayama Marina City Hotel,https://www.tripadvisor.com/Hotel_Review-g298204-d1047591-Reviews-Wakayama_Marina_City_Hotel-Wakayama_Wakayama_Prefecture_Kinki.html,4.0,186,641-0014,和歌山県,和歌山市,毛見1517,,〒641-0014 和歌山県和歌山市毛見1517,7606,40828,99
1807,703935,Hotel Sunroute Kyoto(京都灿路都大饭店),Hotel Sunroute Kyoto,4.7,7313.0,853,Hotel Sunroute Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d325769-Reviews-Hotel_Sunroute_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.0,2,600-8027,京都府,京都市下京区,下京区河原町通松原下ル難波町406,,〒600-8027 京都府京都市下京区下京区河原町通松原下ル難波町406,4775,25652,144
1816,703942,Hotel Resorpia Atami(热海度假酒店),Hotel Resorpia Atami,3.9,22161.0,5112,Hotel Resorpia Atami,https://www.tripadvisor.com/Hotel_Review-g298122-d1102409-Reviews-Hotel_Resorpia_Atami-Atami_Shizuoka_Prefecture_Chubu.html,3.5,36,413-0012,静岡県,熱海市,東海岸町13-93,,〒413-0012 静岡県熱海市東海岸町13-93,16234,58889,196
1827,703954,Hotel Micuras(Micuras酒店),Hotel Micuras,4.4,23446.0,5109,Hotel Micuras,https://www.tripadvisor.com/Hotel_Review-g298122-d1063960-Reviews-Hotel_Micuras-Atami_Shizuoka_Prefecture_Chubu.html,4.0,36,413-0012,静岡県,熱海市,東海岸町3-19,,〒413-0012 静岡県熱海市東海岸町3-19,19928,96619,62
1833,703960,Hotel Econo Kanazawa Ekimae(金泽站前Econo酒店(GREENS酒店系列)),Hotel Econo Kanazawa Ekimae,4.4,6900.0,5731,Hotel Econo Kanazawa Ekimae,https://www.tripadvisor.com/Hotel_Review-g298115-d1083033-Reviews-Hotel_Econo_Kanazawa_Ekimae-Kanazawa_Ishikawa_Prefecture_Chubu.html,3.5,42,920-0852,石川県,金沢市,此花町8-8,,〒920-0852 石川県金沢市此花町8-8,5486,12763,105
1843,703975,Smile Hotel Matsumoto(松本微笑酒店),Smile Hotel Matsumoto,3.5,6135.0,2930,Smile Hotel Matsumoto,https://www.tripadvisor.com/Hotel_Review-g298118-d1130095-Reviews-Smile_Hotel_Matsumoto-Matsumoto_Nagano_Prefecture_Chubu.html,3.5,14,390-0812,長野県,松本市,県1-1-1,,〒390-0812 長野県松本市県1-1-1,,,78
1848,703980,UNIZO INN Sendai(仙台UNIZO旅馆),UNIZO INN Sendai,4.5,6000.0,5840,UNIZO INN Sendai,https://www.tripadvisor.com/Hotel_Review-g298249-d482006-Reviews-UNIZO_INN_Sendai-Sendai_Miyagi_Prefecture_Tohoku.html,3.0,43,980-0021,宮城県,仙台市青葉区,中央4-8-7,,〒980-0021 宮城県仙台市青葉区中央4-8-7,4478,15226,250
1862,704000,Coral Garden 7 Pools(珊瑚花园七池酒店),Coral Garden 7 Pools,4.0,18500.0,13937,Coral Garden 7 Pools,https://www.tripadvisor.com/Hotel_Review-g1120814-d2529243-Reviews-Coral_Garden_7_Pools-Yomitan_son_Nakagami_gun_Okinawa_Prefecture_Kyushu_Okinawa.html,4.0,265,903-0324,沖縄県,中頭郡読谷村,長浜718-3,,〒903-0324 沖縄県中頭郡読谷村長浜718-3,14541,24385,6
1901,704048,Hotel Amsterdam(阿姆斯特丹酒店),Hotel Amsterdam,4.0,35000.0,10487,Hotel Amsterdam,https://www.tripadvisor.com/Hotel_Review-g298217-d1117297-Reviews-Hotel_Amsterdam-Sasebo_Nagasaki_Prefecture_Kyushu_Okinawa.html,4.0,139,859-3243,長崎県,佐世保市,ハウステンボス町7-7,,〒859-3243 長崎県佐世保市ハウステンボス町7-7,35930,82158,202
1941,704093,Hotel Natural Garden Nikko(日光自然花园酒店),Hotel Natural Garden Nikko,3.7,10360.0,2663,Hotel Natural Garden Nikko,https://www.tripadvisor.com/Hotel_Review-g298182-d1056517-Reviews-Hotel_Natural_Garden_Nikko-Nikko_Tochigi_Prefecture_Kanto.html,3.5,12,321-1435,栃木県,日光市,花石町1825-3,,〒321-1435 栃木県日光市花石町1825-3,8416,28128,35
1961,704131,Hotel Peace Island Miyakojima(宫古岛 和平岛酒店),Hotel Peace Island Miyakojima,4.4,8675.0,5225,Hotel Peace Island Miyakojima,https://www.tripadvisor.com/Hotel_Review-g680765-d1825812-Reviews-Hotel_Peace_Island_Miyakojima-Miyakojima_Okinawa_Prefecture_Kyushu_Okinawa.html,4.0,37,906-0012,沖縄県,宮古島市,平良西里310,,〒906-0012 沖縄県宮古島市平良西里310,7053,16010,93
1965,704138,Royal Hotel(皇家酒店),Royal Hotel,4.5,13934.0,13940,Royal Hotel,https://www.tripadvisor.com/Hotel_Review-g1120814-d1158601-Reviews-Royal_Hotel-Yomitan_son_Nakagami_gun_Okinawa_Prefecture_Kyushu_Okinawa.html,4.0,265,904-0304,沖縄県,中頭郡読谷村,楚辺1315,,〒904-0304 沖縄県中頭郡読谷村楚辺1315,8613,27517,40
2011,704197,Hotel Hokke Club Osaka(大阪法华俱乐部酒店),Hotel Hokke Club Osaka,4.4,8157.0,1264,Hotel Hokke Club Osaka,https://www.tripadvisor.com/Hotel_Review-g298566-d1092197-Reviews-Hotel_Hokke_Club_Osaka-Osaka_Osaka_Prefecture_Kinki.html,4.0,3,530-0056,大阪府,大阪市北区,兎我野町12-19,,〒530-0056 大阪府大阪市北区兎我野町12-19,6885,15769,220
2013,704200,Pricia Resort Yoron(与论Pricia度假酒店),Pricia Resort Yoron,3.7,,16952,Pricia Resort Yoron,https://www.tripadvisor.com/Hotel_Review-g1121611-d1124287-Reviews-Pricia_Resort_Yoron-Oshima_gun_Yoron_cho_Yoron_jima_Kagoshima_Prefecture_Kyushu_Okina.html,3.5,448,891-9302,鹿児島県,大島郡与論町,立長358-1,,〒891-9302 鹿児島県大島郡与論町立長358-1,13628,41890,120
