keyword,translated_keyword,0: All Prices,1: 0 to 2500,2: 2500 to 5000 yen,"3: 5000 to 10,000 yen","4: 10,000 to 15,000 yen","5: 15,000 to 20,000 yen","6: 20,000 to 30,000 yen","7: 30,000 to 50,000 yen","8: 50,000 to 100,000 yen","9: 100,000 to 200,000 yen"
地铁,subway,5018,0,0,79,219,936,1241,578,1874,91
地铁站,subway station,3433,0,0,58,160,729,922,374,1120,70
坐,sit,2412,0,0,19,113,357,616,458,810,39
塔楼,tower,29,0,0,0,0,0,14,0,14,0
大,Big,10855,0,0,81,392,1390,2539,2097,4019,337
大 一如既往,Big as always,2,0,0,0,0,0,0,0,0,0
大 上,Big up,3,0,0,0,0,0,0,0,0,0
大 不足,Big insufficient,6,0,0,0,0,0,0,3,2,0
大 东,Dadong,3,0,0,0,0,0,0,0,0,0
大 东西,Big stuff,2,0,0,0,0,0,2,0,0,0
大 中心,Big center,30,0,0,0,0,3,9,6,12,0
大 中转站,Big transfer station,3,0,0,0,0,0,0,0,0,0
大 主楼,Main building,4,0,0,0,0,0,0,0,2,0
大 书店,Big bookstore,2,0,0,0,0,0,0,0,0,0
大 井町,Oimachi,3,0,0,0,0,3,0,0,0,0
大 井町站,Oimachi Station,4,0,0,0,0,4,0,0,0,0
大 交通,Big traffic,5,0,0,0,0,0,3,0,0,0
大 享受,Great enjoyment,4,0,0,0,0,3,0,0,0,0
大 京都站,Kyoto Station,5,0,0,0,0,0,3,2,0,0
大 亮点,Big highlights,29,0,0,0,0,3,6,5,14,0
大 人,grown ups,26,0,0,0,0,3,9,3,9,2
大 人员,Large staff,4,0,0,0,0,0,0,0,2,0
大 人家,Lord,2,0,0,0,0,0,0,0,0,0
大 人间,Big world,18,0,0,0,0,0,4,5,9,0
大 仓,Okura,21,0,0,0,0,0,0,13,8,0
大 价,Big price,2,0,0,0,0,0,0,0,0,0
大 价位,Big price,2,0,0,0,0,0,2,0,0,0
大 价格,Big price,15,0,0,0,0,3,2,2,8,0
大 优势,Big advantage,39,0,0,2,3,6,12,6,10,0
大 优点,Big advantage,31,0,0,0,2,7,8,7,7,0
大 位置,Great location,15,0,0,0,0,0,5,4,4,0
大 余地,Large room,10,0,0,0,0,0,0,2,7,0
大 便利,Great convenience,20,0,0,0,0,4,4,4,8,0
大 停车场,Large parking lot,3,0,0,0,0,0,0,2,0,0
大 公交,Big bus,3,0,0,0,0,0,2,0,0,0
大 公司,big company,20,0,0,0,0,3,5,2,9,0
大 公园,Big park,9,0,0,0,0,0,0,0,6,0
大 公寓,Large apartment,2,0,0,0,0,2,0,0,0,0
大 关系,Big relationship,2,0,0,0,0,0,0,0,0,0
大 关键,Big key,6,0,0,0,0,2,3,0,0,0
大 冬天,Big winter,12,0,0,0,0,0,5,2,3,0
大 冰箱,Large refrigerator,2,0,0,0,0,0,0,0,0,0
大 出口,Big exit,2,0,0,0,0,0,0,0,0,0
大 出水量,Large water output,2,0,0,0,0,0,0,0,2,0
大 出行,Big trip,2,0,0,0,0,0,0,0,0,0
大 函馆,Great Hakodate,9,0,0,0,0,0,0,6,3,0
大 分,Oita,3,0,0,0,0,0,0,0,0,0
大 分站,Osub Station,4,0,0,0,0,3,0,0,0,0
大 前台,Big front desk,4,0,0,0,0,0,2,2,0,0
大 力度,Great strength,4,0,0,0,0,0,0,0,4,0
大 力气,Great strength,2,0,0,0,0,0,0,0,0,0
大 动静,Big movement,2,0,0,0,0,0,0,0,0,0
大 包,Big bag,52,0,0,0,2,5,8,6,30,0
大 区,Region,8,0,0,0,0,0,4,2,0,0
大 区别,Big difference,5,0,0,0,0,0,0,0,4,0
大 区域,Large area,5,0,0,0,0,0,0,0,3,0
大 单人,Big single,2,0,0,0,0,0,0,0,0,0
大 单人房,Large single room,2,0,0,0,0,2,0,0,0,0
大 单人间,Large single room,8,0,0,0,0,4,3,0,0,0
大 卖场,Hypermarket,10,0,0,0,2,3,2,3,0,0
大 卖点,Big selling point,3,0,0,0,0,0,0,0,0,0
大 卧室,Large bedroom,4,0,0,0,0,0,0,0,0,0
大 卫生,Great hygiene,3,0,0,0,0,0,0,0,0,0
大 卫生间,Big toilet,110,0,0,0,8,15,16,23,35,13
大 印象,Big impression,2,0,0,0,0,0,0,0,0,0
大 厕所,Big toilet,11,0,0,0,0,2,4,0,3,2
大 厨房,Big kitchen,2,0,0,0,0,0,0,0,0,0
大 去,Big go,3,0,0,0,0,0,3,0,0,0
大 友,Big friend,4,0,0,0,0,3,0,0,0,0
大 双人床,Large double bed,5,0,0,0,0,2,3,0,0,0
大 双人房,Large double room,4,0,0,0,0,0,0,2,0,0
大 双人间,Large double room,6,0,0,0,0,3,0,2,0,0
大 反差,Great contrast,4,0,0,0,0,0,0,0,3,0
大 变化,Big change,2,0,0,0,0,0,0,0,0,0
大 号,Large number,5,0,0,0,0,0,2,0,0,0
大 吃,Big eat,3,0,0,0,0,0,0,0,0,0
大 名气,Big fame,2,0,0,0,0,0,0,0,2,0
大 吸烟室,Big smoking room,2,0,0,0,0,0,0,0,0,0
大 周边,Surrounding,2,0,0,0,0,0,2,0,0,0
大 味,Big taste,4,0,0,0,0,3,0,0,0,0
大 味儿,Big taste,2,0,0,0,0,0,0,0,0,0
大 味道,Big taste,30,0,0,0,2,5,4,7,11,0
大 品牌,famous brand,29,0,0,0,0,0,0,3,22,2
大 品种,Large variety,2,0,0,0,0,0,0,0,0,0
大 商,Big business,2,0,0,0,0,0,2,0,0,0
大 商业区,Large business district,3,0,0,0,0,0,2,0,0,0
大 商业街,Big commercial street,7,0,0,0,0,0,3,3,0,0
大 商圈,Big business district,5,0,0,0,0,0,2,0,3,0
大 商场,Big market,188,0,0,3,3,19,38,34,89,2
大 商城,Big mall,10,0,0,0,0,3,3,2,2,0
大 商店,Big store,14,0,0,0,0,2,11,0,0,0
大 噪声,Big noise,2,0,0,0,0,0,0,0,0,0
大 噪音,Loud noise,27,0,0,0,3,8,8,4,2,0
大 困难,Big difficulty,2,0,0,0,0,0,0,0,2,0
大 国,Big country,33,0,0,0,0,5,4,19,3,0
大 国药,Sinopharm,21,0,0,0,0,3,3,8,7,0
大 圈,Big circle,24,0,0,0,0,6,5,5,7,0
大 圈子,Big circle,8,0,0,0,0,0,5,0,0,0
大 地方,Big place,24,0,0,0,0,4,7,2,11,0
大 地段,Large area,2,0,0,0,0,0,0,0,0,0
大 地铁,Big subway,5,0,0,0,0,4,0,0,0,0
大 地铁站,Metro station,15,0,0,0,0,0,5,2,7,0
大 场地,Large venue,5,0,0,0,0,0,0,0,4,0
大 场所,Big place,2,0,0,0,0,2,0,0,0,0
大 坂,Osaka,19,0,0,0,0,2,3,2,11,0
大 坡,Big slope,4,0,0,0,0,0,2,2,0,0
大 城,Big city,6,0,0,0,0,3,0,0,0,0
大 城市,Big city,38,0,0,0,3,11,5,6,12,0
大 堆,Big pile,16,0,0,0,0,2,3,4,7,0
大 塚,Otsuka,2,0,0,0,0,0,2,0,0,0
大 声音,Loud voice,25,0,0,0,0,6,6,4,7,2
大 外观,Large appearance,2,0,0,0,0,0,0,0,0,0
大 夜景,Big night view,4,0,0,0,0,0,0,0,4,0
大 大厅,Big hall,13,0,0,0,2,0,5,0,4,0
大 大堂,Large lobby,34,0,0,0,0,6,9,2,15,0
大 大小,Big size,4,0,0,0,0,0,0,0,2,0
大 天桥,Big bridge,2,0,0,0,0,0,0,0,0,0
大 头,Big head,3,0,0,0,0,3,0,0,0,0
大 套房,Large suite,3,0,0,0,0,0,0,0,2,0
大 套间,Large suite,4,0,0,0,0,0,0,2,0,0
大 好处,Big benefit,5,0,0,0,0,0,2,0,2,0
大 好评,Great praise,3,0,0,0,0,0,0,3,0,0
大 姐姐,big sister,2,0,0,0,0,0,0,0,0,0
大 学区,Big school district,2,0,0,0,0,0,0,0,0,0
大 孩子,Big boy,8,0,0,0,0,0,0,4,3,0
大 宝宝,Big baby,2,0,0,0,0,0,0,0,0,0
大 实惠,Great affordable,4,0,0,0,0,0,3,0,0,0
大 客房,Large room,13,0,0,0,0,3,5,0,4,0
大 客流,Large passenger flow,2,0,0,0,0,0,0,0,2,0
大 家,Big home,35,0,0,0,0,7,11,5,11,0
大 家庭,extended family,2,0,0,0,0,0,0,0,0,0
大 宾馆,Big hotel,5,0,0,0,0,2,0,0,0,0
大 小孩,Big child,3,0,0,0,0,0,0,2,0,0
大 小时,Big hours,5,0,0,0,0,0,0,0,2,0
大 小樽,Big Otaru,6,0,0,0,0,0,0,6,0,0
大 尺寸,large size,5,0,0,0,0,0,0,0,2,0
大 屋,Big house,6,0,0,0,2,0,0,0,3,0
大 屋子,Big house,10,0,0,0,0,4,4,0,0,0
大 屏幕,big screen,2,0,0,0,0,0,0,0,0,0
大 山,Mountain,3,0,0,0,0,0,0,0,0,0
大 差别,Big difference,9,0,0,0,0,0,2,0,5,0
大 差异,Big difference,13,0,0,0,0,0,4,3,6,0
大 差距,Big gap,12,0,0,0,0,0,2,2,6,0
大 巴士,Big bus,3,0,0,0,0,0,2,0,0,0
大 市区,Large urban area,2,0,0,0,0,0,0,0,0,0
大 市场,Big market,2,0,0,0,0,0,0,0,0,0
大 希望,Big hope,4,0,0,0,0,0,2,0,0,0
大 带,Large belt,2,0,0,0,0,0,0,0,2,0
大 帮助,Great help,8,0,0,0,0,0,3,0,4,0
大 平台,Large platform,2,0,0,0,0,0,0,0,2,0
大 年纪,Old age,12,0,0,0,0,2,2,4,3,0
大 广场,Big square,3,0,0,0,0,0,0,0,0,0
大 床,big bed,859,0,0,11,32,144,229,157,267,19
大 床单,Large sheets,2,0,0,0,0,2,0,0,0,0
大 床房,King bed room,8,0,0,0,0,2,3,2,0,0
大 床铺,Big bed,2,0,0,0,0,0,0,0,0,0
大 库,Large library,2,0,0,0,0,0,0,0,0,0
大 店,Big shop,61,0,0,0,2,14,15,8,19,3
大 店面,Big store,2,0,0,0,0,0,0,0,0,0
大 度假村,Big resort,2,0,0,0,0,0,0,0,0,0
大 异味,Big smell,2,0,0,0,0,0,0,0,0,0
大 影响,Big impact,8,0,0,0,0,3,0,2,0,0
大 忙,Very busy,4,0,0,0,0,0,0,0,2,0
大 态度,Big attitude,4,0,0,0,0,0,3,0,0,0
大 性价比,Great value for money,2,0,0,0,0,0,2,0,0,0
大 总体,Big overall,4,0,0,0,0,0,0,2,0,0
大 惊喜,big surprise,11,0,0,0,0,2,0,2,5,0
大 想象,Big imagination,7,0,0,0,0,2,0,0,0,0
大 感受,Great feeling,8,0,0,0,0,0,0,0,5,0
大 感觉,Big feeling,24,0,0,0,5,3,2,6,7,0
大 房,Big room,88,0,0,0,2,11,18,21,31,4
大 房价,Big house price,5,0,0,0,0,2,0,0,0,0
大 房型,Large room type,20,0,0,0,0,4,5,4,7,0
大 房子,big house,9,0,0,0,0,0,5,0,0,0
大 房间,Big room,3429,0,0,11,88,338,740,687,1428,137
大 手,big hand,3,0,0,0,0,0,0,2,0,0
大 折扣,Big discounts,3,0,0,0,0,0,2,0,0,0
大 招牌,Big signboard,5,0,0,0,0,0,3,0,0,0
大 按摩浴缸,Big jacuzzi,2,0,0,0,0,0,0,0,2,0
大 排档,Food stall,2,0,0,0,0,0,2,0,0,0
大 改善,Big improvement,2,0,0,0,0,0,0,0,0,0
大 教堂,Big church,2,0,0,0,0,0,0,0,0,0
大 整体,Big overall,3,0,0,0,0,0,0,2,0,0
大 斜坡,Big slope,4,0,0,0,0,0,0,0,0,0
大 方,Generous,6,0,0,0,0,0,2,0,4,0
大 方便,Big convenient,6,0,0,0,0,0,0,0,4,0
大 方面,Big aspect,2,0,0,0,0,0,0,0,0,0
大 旁边,Big beside,2,0,0,0,0,0,2,0,0,0
大 旅行箱,Big suitcase,2,0,0,0,0,0,0,0,0,0
大 早餐,Big breakfast,8,0,0,0,0,0,0,2,6,0
大 晚上,Big night,4,0,0,0,0,0,0,2,0,0
大 景区,Large scenic area,3,0,0,0,0,0,0,0,2,0
大 景点,Big attractions,22,0,0,0,0,2,10,7,2,0
大 景色,Great view,2,0,0,0,0,0,0,0,0,0
大 景观,Large landscape,3,0,0,0,0,0,0,0,2,0
大 朋友,Big friend,2,0,0,0,0,0,0,0,0,0
大 服务,Great service,26,0,0,0,0,2,4,3,15,2
大 期待,Big looking forward,5,0,0,0,0,0,0,0,4,0
大 期望,Big expectations,2,0,0,0,0,0,0,0,0,0
大 机场,Big airport,13,0,0,0,0,3,3,0,5,0
大 村,Big village,2,0,0,0,0,0,0,2,0,0
大 松本,Great Matsumoto,2,0,0,0,0,0,2,0,0,0
大 板,Slabs,29,0,0,0,0,6,6,2,14,0
大 枢纽,Big hub,12,0,0,0,0,0,8,2,2,0
大 柱子,Big pillar,2,0,0,0,0,0,2,0,0,0
大 标准,Big standard,2,0,0,0,0,0,0,0,0,0
大 标准间,Large Standard Room,2,0,0,0,0,0,0,0,0,0
大 标称,Large nominal,2,0,0,0,0,0,0,2,0,0
大 格局,Big pattern,2,0,0,0,0,0,0,0,0,0
大 桌子,Big table,3,0,0,0,0,0,0,0,0,0
大 桥,Big bridge,2,0,0,0,0,0,0,0,0,0
大 楼,Big building,4,0,0,0,0,0,3,0,0,0
大 楼下,Big downstairs,3,0,0,0,0,0,0,0,2,0
大 欺客,Big bully,3,0,0,0,0,0,0,0,2,0
大 毛巾,Big towel,5,0,0,0,0,0,0,0,3,2
大 毛病,Big problem,2,0,0,0,0,0,0,0,0,0
大 气,Atmosphere,53,0,0,0,0,0,8,14,27,3
大 气味,Big smell,2,0,0,0,0,0,0,0,0,0
大 氛围,Great atmosphere,2,0,0,0,0,2,0,0,0,0
大 水,Big water,17,0,0,0,0,3,2,6,6,0
大 水压,Large water pressure,7,0,0,0,0,0,2,3,0,0
大 水流,Big water flow,3,0,0,0,0,0,0,0,2,0
大 水量,Large amount of water,3,0,0,0,2,0,0,0,0,0
大 江,Big river,3,0,0,0,0,0,2,0,0,0
大 江户,Great Edo,124,0,0,0,0,3,26,0,90,5
大 池,Big pool,5,0,0,0,0,2,0,0,2,0
大 池子,Big pond,3,0,0,0,0,0,0,0,0,0
大 汤,Big soup,3,0,0,0,0,0,0,0,2,0
大 沙发,Big sofa,12,0,0,0,0,0,0,0,8,0
大 沙滩,Big beach,6,0,0,0,0,0,0,3,3,0
大 河,Big river,3,0,0,0,0,0,2,0,0,0
大 波动,Large fluctuations,2,0,0,0,0,0,0,0,0,0
大 泳池,Big swimming pool,4,0,0,0,0,0,0,2,2,0
大 洋,Ocean,2,0,0,0,0,0,0,0,0,0
大 洗,Big wash,2,0,0,0,0,0,0,0,0,0
大 洗手间,Big toilet,13,0,0,0,0,0,2,5,4,2
大 流量,Large Flow,3,0,0,0,0,0,0,0,0,0
大 浴,Big bath,2,0,0,0,0,0,0,0,0,0
大 浴场,Large bath,97,0,0,2,0,4,38,30,23,0
大 浴室,Big bathroom,49,0,0,0,0,7,11,4,21,5
大 浴池,Big bath,10,0,0,0,0,2,4,4,0,0
大 浴缸,Big bathtub,29,0,0,0,0,2,3,5,14,4
大 海,Big sea,3,0,0,0,0,0,0,0,3,0
大 海景,Large sea view,2,0,0,0,0,0,0,0,2,0
大 海边,Big seaside,2,0,0,0,0,0,0,0,0,0
大 清早,Early morning,2,0,0,0,0,0,0,0,2,0
大 温泉,Big hot spring,12,0,0,0,0,0,2,0,8,0
大 游乐场,Big playground,2,0,0,0,0,0,0,0,0,0
大 满足,Big satisfaction,2,0,0,0,0,0,0,0,0,0
大 澡堂,Big bathhouse,9,0,0,0,0,0,2,6,0,0
大 灰,Big gray,2,0,0,0,0,0,0,2,0,0
大 灰尘,Big dust,2,0,0,0,0,0,0,0,0,0
大 点,bigger,40,0,0,2,2,13,14,0,9,0
大 烟味,Big smoke,47,0,0,2,2,14,15,3,11,0
大 热,Big hot,4,0,0,0,0,0,0,0,3,0
大 热天,Big hot day,2,0,0,0,0,0,0,0,2,0
大 热水,Big hot water,2,0,0,0,0,0,2,0,0,0
大 爆发,Big burst,2,0,0,0,0,0,0,0,0,0
大 爱,Big Love,31,0,0,0,0,3,5,2,15,6
大 片,Blockbuster,23,0,0,0,0,3,4,3,13,0
大 版,Large version,2,0,0,0,0,0,0,0,2,0
大 牌子,Big brand,10,0,0,0,0,2,0,3,4,0
大 特点,Big features,6,0,0,0,0,4,0,0,0,0
大 特色,Features,11,0,0,0,0,0,0,0,7,0
大 环境,Large environment,7,0,0,0,0,0,2,0,4,0
大 玻璃,Large glass,3,0,0,0,0,0,0,0,2,0
大 玻璃窗,Large glass windows,3,0,0,0,0,0,0,0,0,0
大 瓶,Big bottle,6,0,0,0,0,0,2,0,4,0
大 用品,Big supplies,2,0,0,0,0,0,0,0,2,0
大 用途,Big purpose,3,0,0,0,0,0,0,0,2,0
大 电梯,Big elevator,2,0,0,0,0,0,2,0,0,0
大 电脑,Big computer,2,0,0,0,0,0,0,0,0,0
大 电视,Big tv,9,0,0,0,0,3,2,0,2,0
大 百货,Big department store,12,0,0,0,0,0,2,0,8,0
大 百货店,Big department store,12,0,0,0,0,4,5,0,2,0
大 盒子,Big box,2,0,0,0,0,0,0,0,2,0
大 目测,Large visual inspection,2,0,0,0,0,0,0,0,0,0
大 真,Big really,2,0,0,0,0,2,0,0,0,0
大 社,Big club,38,0,0,0,28,2,7,0,0,0
大 福音,Great gospel,2,0,0,0,0,0,0,0,2,0
大 秋叶原,Great Akihabara,2,0,0,0,0,2,0,0,0,0
大 空调,Large air conditioning,2,0,0,0,0,0,0,0,0,0
大 空间,big space,235,0,0,3,17,37,70,38,62,8
大 窗,Big window,17,0,0,0,0,0,2,3,11,0
大 窗户,Big windows,20,0,0,0,0,5,6,0,7,0
大 站,Big station,63,0,0,0,0,8,34,7,13,0
大 站点,Big site,3,0,0,0,0,0,0,0,0,0
大 箱,big box,12,0,0,0,0,0,5,0,5,0
大 箱子,big box,127,0,0,0,4,20,31,31,39,2
大 纸,Large paper,2,0,0,0,0,0,2,0,0,0
大 线,Big line,3,0,0,0,0,0,0,0,3,0
大 缺点,Big disadvantage,18,0,0,0,0,0,3,3,11,0
大 美食,Great gourmet,2,0,0,0,0,0,0,0,2,0
大 胃口,Big appetite,2,0,0,0,0,0,0,0,0,0
大 花园,Big garden,3,0,0,0,0,0,0,0,2,0
大 范围,A wide range of,3,0,0,0,0,0,0,0,2,0
大 药,Big medicine,4,0,0,0,0,0,3,0,0,0
大 药妆,Big cosmeceutical,5,0,0,0,0,0,3,0,0,0
大 药妆店,Big drugstore,4,0,0,0,0,2,0,0,0,0
大 药店,Big pharmacy,2,0,0,0,0,0,0,0,0,0
大 落地窗,Large French windows,2,0,0,0,0,0,0,0,2,0
大 落差,Big drop,6,0,0,0,0,0,0,2,4,0
大 螃蟹,Big crab,10,0,0,0,0,5,0,3,0,0
大 蟑螂,Big cockroach,4,0,0,0,2,0,0,0,0,0
大 行,Daxing,3,0,0,0,0,0,0,2,0,0
大 行李,Big luggage,32,0,0,0,2,7,7,6,10,0
大 行李箱,Large suitcase,45,0,0,0,4,11,16,3,11,0
大 街,Big street,3,0,0,0,0,0,0,0,0,0
大 衣帽间,Large cloakroom,7,0,0,0,0,0,0,0,0,7
大 被子,Big quilt,3,0,0,0,0,0,0,0,0,0
大 装修,Large decoration,2,0,0,0,0,0,0,0,0,0
大 规模,Large scale,22,0,0,0,2,4,5,0,9,0
大 设备,Big equipment,3,0,0,0,0,0,0,0,2,0
大 设施,Big facilities,23,0,0,0,0,0,3,7,11,2
大 话,Big words,3,0,0,0,0,2,0,0,0,0
大 谷,Otani,7,0,0,0,0,0,0,3,4,0
大 败笔,Big failure,2,0,0,0,0,0,0,0,0,0
大 超市,big supermarket,241,0,0,5,7,76,44,74,35,0
大 路,Road,9,0,0,0,2,0,3,0,2,0
大 路口,Big intersection,3,0,0,0,0,0,0,0,0,0
大 车站,Big station,7,0,0,0,0,0,3,2,2,0
大 选择性,Large selectivity,2,0,0,0,0,0,0,0,0,0
大 通,Chase,4,0,0,0,0,0,0,0,3,0
大 通路,Large access,2,0,0,0,0,2,0,0,0,0
大 通道,Large channel,8,0,0,0,0,0,2,3,3,0
大 遗憾,Big regret,9,0,0,0,0,0,6,0,3,0
大 部分,Most part,15,0,0,0,0,0,3,4,7,0
大 部队,Large forces,2,0,0,0,0,0,2,0,0,0
大 都会,Metropolis,13,0,0,0,0,0,13,0,0,0
大 都市,Metropolis,3,0,0,0,0,0,0,0,0,0
大 酒店,big hotel,415,0,0,0,10,51,113,70,161,9
大 采购,Big purchase,2,0,0,0,0,0,2,0,0,0
大 里面,Big inside,6,0,0,0,0,0,0,3,3,0
大 量,Large amount,8,0,0,0,0,2,0,2,3,0
大 金,Big gold,2,0,0,0,0,0,0,0,0,0
大 门,Big gate,2,0,0,0,0,0,0,0,0,0
大 门口,main entrance,6,0,0,0,0,0,2,0,3,0
大 门脸,Big door face,3,0,0,0,0,0,0,0,0,0
大 门面,Large facade,10,0,0,0,0,4,2,2,0,0
大 问题,Big problem,41,0,0,0,0,11,8,7,14,0
大 阳台,Large balcony,19,0,0,0,0,0,0,6,12,0
大 附近,Large nearby,2,0,0,0,0,0,2,0,0,0
大 雨,Heavy rain,4,0,0,0,0,2,0,0,2,0
大 雪,Heavy snow,18,0,0,0,0,0,0,9,8,0
大 面积,large area,254,0,0,0,18,25,64,43,83,21
大 风,Strong wind,21,0,0,0,0,0,2,4,15,0
大 风雪,Heavy snow,7,0,0,0,0,0,0,4,2,0
大 食,Big food,3,0,0,0,0,0,0,2,0,0
大 食堂,Big canteen,6,0,0,0,0,3,0,0,3,0
大 餐厅,Big restaurant,11,0,0,0,0,0,4,3,3,0
大 饭店,restaurant,11,0,0,0,0,0,4,0,5,0
大 馆,Large hall,2,0,0,0,0,0,0,0,2,0
大 马,Malaysia,6,0,0,0,0,0,3,0,0,0
大 马路,Big road,20,0,0,0,0,0,5,4,10,0
大 鸟,Big bird,3,0,0,0,0,2,0,0,0,0
好吃,good to eat,1197,0,0,18,60,178,244,193,482,22
好吃 三文鱼,Delicious salmon,3,0,0,0,0,0,0,0,0,0
好吃 东西,Delicious stuff,30,0,0,0,0,5,4,7,12,0
好吃 中餐厅,Delicious chinese restaurant,3,0,0,0,0,0,0,0,3,0
好吃 丼,Delicious don,2,0,0,0,0,2,0,0,0,0
好吃 做,Delicious do,3,0,0,0,0,0,0,0,2,0
好吃 冰棍,Delicious popsicles,8,0,0,0,0,0,0,2,6,0
好吃 冰淇淋,Delicious ice cream,2,0,0,0,0,0,0,0,0,0
好吃 冰激凌,Delicious ice cream,6,0,0,0,2,0,0,0,3,0
好吃 卫生,Delicious and hygienic,2,0,0,0,0,0,0,0,0,0
好吃 吃,Delicious eat,7,0,0,0,0,0,0,0,6,0
好吃 周围,Delicious around,2,0,0,0,0,0,0,0,0,0
好吃 周边,Delicious,8,0,0,0,0,0,2,5,0,0
好吃 味道,Delicious taste,12,0,0,0,0,0,0,2,9,0
好吃 地方,Delicious place,12,0,0,0,0,2,2,5,3,0
好吃 妻,Delicious wife,6,0,0,0,0,0,0,4,2,0
好吃 家,Delicious,3,0,0,0,0,0,0,0,0,0
好吃 寿司,Delicious sushi,3,0,0,0,0,0,0,0,0,0
好吃 寿司店,Delicious sushi restaurant,2,0,0,0,0,0,0,0,0,0
好吃 小店,Delicious shop,2,0,0,0,0,0,0,0,0,0
好吃 居酒屋,Delicious izakaya,4,0,0,0,0,2,0,0,0,0
好吃 巧克力,Delicious chocolate,2,0,0,0,0,0,0,0,2,0
好吃 布丁,Delicious pudding,3,0,0,0,0,0,0,0,2,0
好吃 店,Delicious shop,32,0,0,0,0,7,14,6,5,0
好吃 房间,Delicious room,2,0,0,0,0,0,0,2,0,0
好吃 拉面,Delicious ramen,8,0,0,0,0,2,0,2,2,0
好吃 排队,Delicious,3,0,0,0,0,0,3,0,0,0
好吃 料,Delicious,2,0,0,0,0,0,0,0,0,0
好吃 料理,Delicious food,7,0,0,0,0,2,4,0,0,0
好吃 方便面,Delicious instant noodles,4,0,0,0,0,0,0,0,3,0
好吃 日餐,Delicious Japanese food,2,0,0,0,0,0,0,0,2,0
好吃 早餐,Delicious breakfast,177,0,0,4,10,28,37,22,73,3
好吃 早饭,Delicious breakfast,36,0,0,0,4,9,8,4,10,0
好吃 晚餐,Delicious dinner,5,0,0,0,0,0,0,0,5,0
好吃 服务,Delicious service,2,0,0,0,0,0,0,0,2,0
好吃 材,Delicious,2,0,0,0,0,0,0,0,0,0
好吃 楼下,Delicious downstairs,3,0,0,0,0,2,0,0,0,0
好吃 水果,Delicious fruit,4,0,0,0,0,0,0,0,3,0
好吃 泡芙,Delicious puff,2,0,0,0,0,0,0,0,0,0
好吃 海鲜,Delicious seafood,4,0,0,0,0,0,2,2,0,0
好吃 火腿,Delicious ham,2,0,0,0,0,0,0,0,0,0
好吃 点心,Delicious dim sum,8,0,0,0,0,0,0,2,5,0
好吃 烧烤,Delicious barbecue,2,0,0,0,0,0,0,0,0,0
好吃 牛,Delicious cow,5,0,0,0,0,0,0,0,3,0
好吃 牛肉,Delicious beef,4,0,0,0,0,0,0,0,3,0
好吃 牛超,Delicious Niu Chao,2,0,0,0,0,0,0,0,2,0
好吃 甜点,Delicious dessert,3,0,0,0,0,0,3,0,0,0
好吃 盖饭,Delicious rice bowl,2,0,0,0,0,0,0,0,0,0
好吃 米,Delicious rice,2,0,0,0,0,0,0,0,0,0
好吃 米饭,Delicious rice,9,0,0,0,0,0,3,0,4,0
好吃 肉饭,Delicious pilaf,2,0,0,0,0,0,0,0,0,0
好吃 自助餐,Delicious buffet,9,0,0,0,0,0,2,0,5,0
好吃 茶点,Delicious refreshment,2,0,0,0,0,0,0,0,0,0
好吃 草莓,Delicious strawberry,2,0,0,0,0,0,2,0,0,0
好吃 菜,Delicious dish,3,0,0,0,0,0,0,0,0,0
好吃 菜品,Delicious dishes,5,0,0,0,2,0,0,0,3,0
好吃 虾,Delicious shrimp,3,0,0,0,0,0,0,0,3,0
好吃 蛋,Delicious egg,3,0,0,0,0,0,2,0,0,0
好吃 蛋糕,Delicious cake,5,0,0,0,0,0,0,2,3,0
好吃 蜜,Delicious honey,3,0,0,0,0,0,0,0,3,0
好吃 西餐,Delicious western food,5,0,0,0,0,0,0,0,4,0
好吃 豆,Delicious beans,2,0,0,0,0,2,0,0,0,0
好吃 豆腐,Delicious tofu,2,0,0,0,0,2,0,0,0,0
好吃 酒店,Delicious hotel,4,0,0,0,0,0,0,0,2,0
好吃 附近,Delicious nearby,4,0,0,0,0,0,0,0,2,0
好吃 雪糕,Delicious ice cream,6,0,0,0,0,0,0,0,6,0
好吃 面,Delicious noodles,4,0,0,0,0,0,2,0,0,0
好吃 面包,Delicious bread,12,0,0,0,0,3,3,0,6,0
好吃 面包房,Delicious bakery,2,0,0,0,0,0,0,0,0,0
好吃 面馆,Delicious noodle shop,5,0,0,0,0,0,3,0,0,0
好吃 食物,Delicious food,11,0,0,0,0,0,2,0,8,0
好吃 餐,Delicious meal,5,0,0,0,0,0,0,0,3,0
好吃 餐厅,Delicious restaurant,19,0,0,0,2,3,5,2,4,3
好吃 餐点,Delicious meal,4,0,0,0,0,0,0,0,4,0
好吃 餐馆,Delicious restaurant,7,0,0,0,0,0,2,0,3,0
好吃 饭,Delicious meal,18,0,0,0,3,0,5,5,5,0
好吃 饭团,Delicious rice ball,10,0,0,5,2,2,0,0,0,0
好吃 饭店,Delicious restaurant,10,0,0,0,0,2,0,3,3,0
好吃 饭菜,Delicious meal,3,0,0,0,0,0,2,0,0,0
好吃 馆,Delicious restaurant,4,0,0,0,0,0,0,0,2,0
好吃 鸟,Delicious bird,2,0,0,0,0,0,0,2,0,0
好吃 😋,Delicious 😋,3,0,0,0,0,0,0,0,3,0
客房,Room,384,0,0,3,14,37,72,56,179,23
